"var_in","method","unit_in","var_out","notes"
"Diam","","mm","d.ba",""
"Ht","","cm","h.t",""
"SF","","cm2","a.lf",""
"SLA","","m2.kg","lf.ma",""
"Lf","m2","g","m.lf",""
"Stem","m2","g","m.st",""
"Root","m2","g","m.rt",""
"Sht","m2","g","m.so",""
"Tot","m2","g","m.to",""
