Soil,H2O,P,SpID,Ind,Diam,Ht,Lv,Lft,SF,SLA,Lf,Stem,Root,Cot,Sht,Tot
1,0,0,Rs,2,1.58,11,9,13,88.5,40.97222222,0.216,0.106,0.094,,0.322,0.416
1,0,0,Rs,3,1.93,12,9,27,93.9,37.26190476,0.252,0.146,0.116,,0.398,0.514
1,0,0,Rs,4,3.5,21,12,25,387.9,32.1641791,1.206,0.728,0.575,,1.934,2.509
1,0,0,Rs,5,2.83,18,11,29,356.7,39.63333333,0.9,0.372,0.264,,1.272,1.536
1,0,0,Rs,1,1.95,17.5,11,25,227.9,45.12871287,0.505,0.251,0.13,,0.756,0.886
1,0,0,Rs,2,2.12,17.5,9,22,151.9,43.15340909,0.352,0.198,0.111,,0.55,0.661
1,0,0,Rs,3,2.45,13,7,17,103.8,37.3381295,0.278,0.208,0.202,,0.486,0.688
1,0,0,Rs,4,2,14,14,25,210.3,38.16696915,0.551,0.241,0.238,,0.792,1.03
1,0,0,Rs,5,2.33,16.5,11,27,225.5,41.60516605,0.542,0.243,0.309,,0.785,1.094
1,0,0,Rs,1,2.49,19,7,17,181.8,30.35058431,0.599,0.451,0.286,,1.05,1.336
1,0,0,Rs,2,2.71,17.5,10,17,292.5,46.20853081,0.633,0.448,0.275,,1.081,1.356
1,0,0,Rs,3,2.42,18,8,18,241.4,39.38009788,0.613,0.373,0.305,,0.986,1.291
1,0,0,Rs,4,2.3,14,10,24,226.2,34.58715596,0.654,0.347,0.257,,1.001,1.258
1,0,0,Rs,5,2.15,14,8,20,159.5,35.13215859,0.454,0.303,0.194,,0.757,0.951
0,0,1,Rs,1,1.56,10,5,6,49.5,35.86956522,0.138,0.131,0.099,,0.269,0.368
0,0,1,Rs,3,2.05,14.5,7,18,82.7,36.27192982,0.228,0.213,0.173,,0.441,0.614
0,0,1,Rs,2,2.76,20,3,11,136.4,37.16621253,0.367,0.415,0.508,,0.782,1.29
0,0,1,Rs,3,2.51,13,6,15,151.4,35.87677725,0.422,0.429,0.371,,0.851,1.222
0,0,1,Rs,4,1.73,12.5,7,14,53.7,39.48529412,0.136,0.125,0.096,,0.261,0.357
0,0,1,Rs,5,2.03,13,6,14,95.2,42.31111111,0.225,0.161,0.13,,0.386,0.516
0,0,1,Rs,3,1.68,8,6,10,49.9,33.71621622,0.148,0.155,0.055,,0.303,0.358
0,0,1,Rs,5,1.75,11.5,4,8,24.5,34.02777778,0.072,0.145,0.062,,0.217,0.279
1,0,1,Rs,1,2.22,12.5,12,30,256.6,37.84660767,0.678,0.318,0.145,,0.996,1.141
1,0,1,Rs,2,2.23,16.5,9,23,252.8,39.07264297,0.647,0.37,0.228,,1.017,1.245
1,0,1,Rs,3,4.3,18,10,25,309.8,31.70931423,0.977,0.715,0.481,,1.692,2.173
1,0,1,Rs,4,2.64,16,8,18,197.4,35.82577132,0.551,0.429,0.317,,0.98,1.297
1,0,1,Rs,5,2.44,14,13,38,219.4,39.60288809,0.554,0.289,0.301,,0.843,1.144
1,0,1,Rs,1,2.72,17,11,23,204.5,39.94140625,0.512,0.276,0.204,,0.788,0.992
1,0,1,Rs,2,1.8,12.5,12,18,180.4,48.10666667,0.375,0.158,0.145,,0.533,0.678
1,0,1,Rs,3,1.64,12,10,17,107,40.53030303,0.264,0.129,0.137,,0.393,0.53
1,0,1,Rs,4,2.76,16,11,21,257.5,39.3129771,0.655,0.304,0.243,,0.959,1.202
1,0,1,Rs,5,2.13,14.5,13,15,185.9,37.55555556,0.495,0.284,0.186,,0.779,0.965
1,0,1,Rs,1,2.46,15,10,20,239.5,35.74626866,0.67,0.38,0.289,,1.05,1.339
1,0,1,Rs,2,2.22,13,12,26,250.2,41.21911038,0.607,0.462,0.258,,1.069,1.327
1,0,1,Rs,3,2.59,14.5,14,31,354,38.73085339,0.914,0.309,0.214,,1.223,1.437
1,0,1,Rs,4,3.11,16.5,10,20,281.8,34.87623762,0.808,0.203,0.121,,1.011,1.132
1,0,1,Rs,5,2.15,12.5,8,14,90.2,33.28413284,0.271,0.467,0.288,,0.738,1.026
0,1,0,Rs,1,1.48,12,8,17,70.3,43.66459627,0.161,0.128,0.104,,0.289,0.393
0,1,0,Rs,2,1.53,11,8,22,77.6,41.72043011,0.186,0.136,0.073,,0.322,0.395
0,1,0,Rs,3,1.5,12.5,8,18,65.3,37.96511628,0.172,0.147,0.076,,0.319,0.395
0,1,0,Rs,4,1.55,12,6,16,63.9,40.18867925,0.159,0.153,0.093,,0.312,0.405
0,1,0,Rs,5,1.72,11,8,19,79.4,39.30693069,0.202,0.152,0.193,,0.354,0.547
0,1,0,Rs,1,1.82,12,4,10,51.2,33.90728477,0.151,0.23,0.151,,0.381,0.532
0,1,0,Rs,2,2.29,9.5,10,17,98,34.87544484,0.281,0.212,0.255,,0.493,0.748
0,1,0,Rs,3,1.96,9.5,12,28,219.7,42.41312741,0.518,0.284,0.123,,0.802,0.925
0,1,0,Rs,4,1.4,9.5,6,12,48.6,41.18644068,0.118,0.098,0.09,,0.216,0.306
0,1,0,Rs,5,2.06,13.5,7,17,99.5,39.64143426,0.251,0.306,0.235,,0.557,0.792
0,1,0,Rs,1,2.47,13.5,9,21,121.7,38.15047022,0.319,0.216,0.373,,0.535,0.908
0,1,0,Rs,2,1.87,13.5,3,8,31.5,47.01492537,0.067,0.117,0.137,,0.184,0.321
0,1,0,Rs,3,1.84,13,6,16,82.9,41.03960396,0.202,0.145,0.151,,0.347,0.498
0,1,0,Rs,4,1.28,9,8,8,33.5,46.52777778,0.072,0.045,0.058,,0.117,0.175
0,1,0,Rs,5,2.23,14.5,11,24,143,35.5721393,0.402,0.357,0.446,,0.759,1.205
1,1,0,Rs,1,3.75,21,14,31,565,35.91862683,1.573,0.896,0.564,,2.469,3.033
1,1,0,Rs,2,2.1,15.5,4,10,61.3,35.22988506,0.174,0.177,0.128,,0.351,0.479
1,1,0,Rs,3,2.2,15,9,27,266.9,37.06944444,0.72,0.396,0.292,,1.116,1.408
1,1,0,Rs,4,2.75,18,12,34,454.6,33.45106696,1.359,0.668,0.486,,2.027,2.513
1,1,0,Rs,5,2.22,15.5,10,24,301.1,38.40561224,0.784,0.369,0.245,,1.153,1.398
1,1,0,Rs,1,2.41,21.5,11,25,277.1,40.45255474,0.685,0.35,0.256,,1.032,1.289
1,1,0,Rs,2,1.79,14,10,22,136.7,38.83522727,0.352,0.166,0.124,,0.655,0.849
1,1,0,Rs,3,2.47,19,11,33,387.8,39.53109072,0.981,0.39,0.208,,1.371,1.579
1,1,0,Rs,4,2.55,18.5,12,24,316.5,33.52754237,0.944,0.473,0.249,,1.417,1.666
1,1,0,Rs,5,2.9,21,7,23,409.4,41.02204409,0.998,0.694,0.368,,1.692,2.06
1,1,0,Rs,1,2.89,18.5,13,31,386.9,41.60215054,0.93,0.569,0.244,,1.499,1.743
1,1,0,Rs,2,2.69,18.5,10,26,382.8,59.34883721,0.645,0.424,0.28,,1.069,1.349
1,1,0,Rs,3,2.86,13,15,34,402.7,38.64683301,1.042,0.33,0.331,,1.372,1.703
1,1,0,Rs,4,2.92,17.5,13,34,360.1,36.70744139,0.981,0.406,0.402,,1.387,1.789
1,1,0,Rs,5,2.64,13.5,12,25,234.2,37.17460317,0.63,0.272,0.191,,0.902,1.093
0,1,1,Rs,1,1.84,13,7,,54.6,41.67938931,0.131,0.115,0.108,,0.246,0.354
0,1,1,Rs,2,1.47,9,6,12,45.9,43.30188679,0.106,0.115,0.086,,0.221,0.307
0,1,1,Rs,3,1.78,9,5,11,33.3,37.41573034,0.089,0.107,0.078,,0.196,0.274
0,1,1,Rs,4,1.71,11,5,7,24.87,35.52857143,0.07,0.189,0.14,,0.259,0.399
0,1,1,Rs,5,1.87,11,3,7,41.9,36.75438596,0.114,0.22,0.158,,0.334,0.492
0,1,1,Rs,1,1.69,13.5,6,,65.8,48.38235294,0.136,0.156,0.111,,0.292,0.403
0,1,1,Rs,2,1.95,15.5,2,3,11.2,58.94736842,0.019,0.138,0.082,,0.157,0.239
0,1,1,Rs,3,2.3,15.5,7,19,142.8,44.90566038,0.318,0.328,0.224,,0.646,0.87
0,1,1,Rs,4,2.15,15,6,16,84.3,41.32352941,0.204,0.241,0.137,,0.445,0.582
0,1,1,Rs,5,1.58,11.5,6,18,61.6,48.125,0.128,0.123,0.085,,0.251,0.336
0,1,1,Rs,1,2.17,15.5,2,4,1.2,60,0.002,0.236,0.182,,0.238,0.42
0,1,1,Rs,2,2.05,13,1,3,18.9,37.8,0.05,0.152,0.192,,0.202,0.394
0,1,1,Rs,3,2.1,14,1,3,6.6,50.76923077,0.013,0.124,0.129,,0.137,0.266
0,1,1,Rs,5,1.74,13,3,7,17.3,30.35087719,0.057,0.144,0.068,,0.201,0.269
1,1,1,Rs,1,1.91,9,10,26,95.3,42.16814159,0.226,0.118,0.127,,0.344,0.471
1,1,1,Rs,2,2.59,19,13,35,265.9,38.31412104,0.694,0.45,0.391,,1.144,1.535
1,1,1,Rs,4,2.75,16,8,22,181.6,42.62910798,0.426,0.308,0.245,,0.734,0.979
1,1,1,Rs,5,2.23,17,9,23,207.6,47.72413793,0.435,0.251,0.152,,0.686,0.838
1,1,1,Rs,1,1.63,11.5,9,21,80.1,50.69620253,0.158,0.08,0.125,,0.238,0.363
1,1,1,Rs,2,2.73,17,9,24,297.8,43.85861561,0.679,0.398,0.218,,1.077,1.295
1,1,1,Rs,3,2.25,17,12,19,213.2,42.81124498,0.498,0.314,0.171,,0.812,0.983
1,1,1,Rs,4,1.83,13,9,17,200,44.345898,0.451,0.192,0.212,,0.643,0.855
1,1,1,Rs,5,2.08,14,12,17,185.3,42.89351852,0.432,0.282,0.152,,0.714,0.866
1,1,1,Rs,1,3.39,18.5,13,33,561.9,34.74953618,1.617,0.749,0.552,,2.366,2.918
1,1,1,Rs,2,2.78,16,7,21,221.4,37.84615385,0.585,0.353,0.276,,0.938,1.214
1,1,1,Rs,3,3.54,18,13,30,518.7,38.08370044,1.362,0.598,0.459,,1.96,2.419
1,1,1,Rs,4,3.02,18,8,19,295.7,44.93920973,0.658,0.428,0.374,,1.086,1.46
1,1,1,Rs,5,3.5,14.5,12,36,543.4,43.22991249,1.257,0.575,0.388,,1.832,2.22
0,0,0,Dg,1,2.66,23,8,8,138.3,35.73643411,0.387,0.419,0.246,,0.806,1.052
0,0,0,Dg,2,2.83,22.5,8,8,129.1,38.08259587,0.339,0.366,0.563,,0.705,1.268
0,0,0,Dg,3,2.8,16.5,7,7,103.6,30.47058824,0.34,0.395,0.34,,0.735,1.075
0,0,0,Dg,4,2.95,20,8,8,165.3,33.87295082,0.488,0.422,0.381,,0.91,1.291
0,0,0,Dg,5,2.54,21.5,9,9,216.1,35.66006601,0.606,0.519,0.287,,1.125,1.412
0,0,0,Dg,1,1.96,13.5,4,,30,35.29411765,0.085,0.156,0.084,,0.241,0.325
0,0,0,Dg,2,3.29,20.5,10,11,194.8,36.41121495,0.535,0.605,0.631,,1.14,1.771
0,0,0,Dg,3,3.53,25,12,,253,34.80055021,0.727,0.54,0.482,,1.267,1.749
0,0,0,Dg,4,2.8,18.5,4,,62.2,26.24472574,0.237,0.565,0.557,,0.802,1.359
0,0,0,Dg,5,2.49,16.5,8,9,97.2,33.63321799,0.289,0.324,0.206,,0.613,0.819
0,0,0,Dg,1,2.88,18.5,9,9,120.6,32.77173913,0.368,0.451,0.684,,0.819,1.503
0,0,0,Dg,2,2.95,19.5,9,9,154.3,32.62156448,0.473,0.543,0.481,,1.016,1.497
0,0,0,Dg,3,3.47,25,11,11,229.6,31.53846154,0.728,0.658,0.613,,1.386,1.999
0,0,0,Dg,4,2.81,21.5,9,9,159.8,39.16666667,0.408,0.388,0.313,,0.796,1.109
0,0,0,Dg,5,2.11,18,10,10,175.1,39.52595937,0.443,0.303,0.192,,0.746,0.938
1,0,0,Dg,1,3.68,24,9,11,505.8,30.12507445,1.679,0.928,0.664,,2.607,3.271
1,0,0,Dg,2,3.7,23,11,17,607.3,32.65053763,1.86,1.128,0.778,,2.988,3.766
1,0,0,Dg,3,3.47,25.5,8,15,386.2,32.45378151,1.19,0.807,0.444,,1.997,2.441
1,0,0,Dg,4,3.27,21.5,11,17,571.6,33.74262102,1.694,0.857,0.989,,2.551,3.54
1,0,0,Dg,5,2.71,23.5,11,13,577.2,35.71782178,1.616,0.783,0.641,,2.399,3.04
1,0,0,Dg,1,3.42,25,10,14,494.7,36.1358656,1.369,0.824,0.592,,2.193,2.785
1,0,0,Dg,2,2.9,24,5,13,260.4,31.75609756,0.82,0.567,0.435,,1.387,1.822
1,0,0,Dg,3,3.17,25.5,7,13,373.3,30.22672065,1.235,0.769,0.534,,2.004,2.538
1,0,0,Dg,4,3.46,27,9,15,522,31.94614443,1.634,0.897,0.931,,2.531,3.462
1,0,0,Dg,5,3.24,24,11,16,366.7,30.48212801,1.203,0.553,0.617,,1.756,2.373
1,0,0,Dg,1,3.65,26,9,14,440.5,34.76716654,1.267,0.851,0.694,,2.118,2.812
1,0,0,Dg,2,3.9,27,10,18,594.7,38.17073171,1.558,0.884,0.687,,2.442,3.129
1,0,0,Dg,3,3.3,22,8,10,314.4,33.41126461,0.941,0.651,0.507,,1.592,2.099
1,0,0,Dg,4,3.37,22,8,14,389.7,36.18384401,1.077,0.551,0.649,,1.628,2.277
1,0,0,Dg,5,3.45,25,9,19,301.4,31.33056133,0.962,0.687,0.401,,1.649,2.05
0,0,1,Dg,1,3.09,14,2,2,25.1,34.86111111,0.072,0.252,0.216,,0.324,0.54
0,0,1,Dg,4,3.23,21.5,5,5,126.3,42.1,0.3,0.333,0.389,,0.633,1.022
0,0,1,Dg,5,2.53,17,2,2,17.9,38.74458874,0.0462,0.239,0.277,,0.2852,0.5622
0,0,1,Dg,1,3.15,20,1,,23.8,25.31914894,0.094,0.43,0.412,,0.524,0.936
0,0,1,Dg,2,2.68,14,2,,26.1,31.44578313,0.083,0.168,0.199,,0.251,0.45
0,0,1,Dg,3,3.9,22.5,1,,8.3,33.2,0.025,0.535,0.51,,0.56,1.07
0,0,1,Dg,1,2.45,18,1,,19.9,37.54716981,0.053,0.273,0.262,,0.326,0.588
0,0,1,Dg,2,2.44,16.5,1,,13.8,35.38461538,0.039,0.211,0.139,,0.25,0.389
0,0,1,Dg,3,2.41,19,4,,44.8,33.43283582,0.134,0.234,0.221,,0.368,0.589
0,0,1,Dg,4,3.09,18,1,,4.3,25.29411765,0.017,0.24,0.174,,0.257,0.431
0,0,1,Dg,5,3.27,17,5,,45.5,33.95522388,0.134,0.301,0.255,,0.435,0.69
1,0,1,Dg,1,3.08,21,10,18,432.6,32.40449438,1.335,0.714,0.684,,2.049,2.733
1,0,1,Dg,2,3.55,26.5,10,17,578.7,31.7443774,1.823,1.106,0.911,,2.929,3.84
1,0,1,Dg,3,3.44,23,7,13,321.4,29.75925926,1.08,0.724,0.541,,1.804,2.345
1,0,1,Dg,4,3.64,25,10,20,656.5,32.46785361,2.022,1.041,0.776,,3.063,3.839
1,0,1,Dg,5,3.87,25.5,12,21,734,32.84116331,2.235,1.225,1.089,,3.46,4.549
1,0,1,Dg,1,4.01,26,13,23,507.6,32.89695399,1.543,0.959,0.807,,2.502,3.309
1,0,1,Dg,2,3.58,24,8,16,403.2,32.46376812,1.242,0.704,0.55,,1.946,2.496
1,0,1,Dg,3,3.07,29,11,15,576.2,33.69590643,1.71,0.833,0.471,,2.543,3.014
1,0,1,Dg,4,3.16,26,6,16,247.4,32.25554107,0.767,0.495,0.32,,1.262,1.582
1,0,1,Dg,5,3.37,26,11,19,604.7,32.49328318,1.861,0.912,0.609,,2.773,3.382
1,0,1,Dg,1,3.27,25,9,13,331.5,35.22848034,0.941,0.468,0.297,,1.409,1.706
1,0,1,Dg,2,3.94,24,9,19,516.2,29.18032787,1.769,0.966,0.654,,2.735,3.389
1,0,1,Dg,3,2.83,20,10,18,363.9,34.46022727,1.056,0.417,0.317,,1.473,1.79
1,0,1,Dg,4,3.51,21.5,8,14,337.9,34.69199179,0.974,0.568,0.429,,1.542,1.971
0,1,0,Dg,1,2.45,20.5,8,8,109.5,32.68656716,0.335,0.478,0.233,,0.813,1.046
0,1,0,Dg,3,2.28,19,8,8,91.3,31.16040956,0.293,0.329,0.153,,0.622,0.775
0,1,0,Dg,4,2.63,18,7,7,84.6,31.21771218,0.271,0.336,0.274,,0.607,0.881
0,1,0,Dg,5,2.95,16.5,6,6,77.8,23.64741641,0.329,0.405,0.49,,0.734,1.224
0,1,0,Dg,1,2.88,20,9,,139.7,31.32286996,0.446,0.471,0.547,,0.917,1.464
0,1,0,Dg,2,2.93,16,4,,69.1,36.56084656,0.189,0.313,0.204,,0.502,0.706
0,1,0,Dg,3,2.2,14,6,,79.4,40.71794872,0.195,0.2,0.313,,0.395,0.708
0,1,0,Dg,5,2.67,17,7,,88.1,37.8111588,0.233,0.303,0.157,,0.536,0.693
0,1,0,Dg,1,2.48,17.5,7,,116.1,34.04692082,0.341,0.341,0.306,,0.682,0.988
0,1,0,Dg,2,3.27,17,6,,85.9,35.20491803,0.244,0.441,0.407,,0.685,1.092
0,1,0,Dg,3,3.12,19,7,,79.1,41.19791667,0.192,0.388,0.507,,0.58,1.087
0,1,0,Dg,4,3.15,18,4,,63.1,26.85106383,0.235,0.394,0.272,,0.629,0.901
0,1,0,Dg,5,2.6,17,6,,57.4,36.56050955,0.157,0.397,0.162,,0.554,0.716
1,1,0,Dg,1,3.15,23.5,8,17,342.8,32.52371917,1.054,0.703,0.583,,1.757,2.34
1,1,0,Dg,2,5.07,25.5,8,12,551.1,30.87394958,1.785,1.473,1.074,,3.258,4.332
1,1,0,Dg,3,3.42,25.5,12,20,515.8,28.86401791,1.787,0.94,0.65,,2.727,3.377
1,1,0,Dg,4,3.68,28,12,18,482.8,31.67979003,1.524,0.948,0.512,,2.472,2.984
1,1,0,Dg,5,2.62,15.5,8,9,272.2,33.35784314,0.816,0.402,0.196,,1.218,1.414
1,1,0,Dg,1,2.96,22,11,11,240.4,37.50390016,0.641,0.343,0.293,,0.984,1.277
1,1,0,Dg,2,3.76,25.5,11,19,731.5,39.18050348,1.867,0.968,0.49,,2.835,3.325
1,1,0,Dg,3,3.43,28.5,10,19,421.3,37.64968722,1.119,0.679,0.367,,1.798,2.165
1,1,0,Dg,4,4.13,33.5,11,19,785.7,34.873502,2.253,1.432,0.871,,3.685,4.556
1,1,0,Dg,5,3.9,28,12,20,625.2,37.6626506,1.66,0.833,0.6,,2.493,3.093
1,1,0,Dg,1,2.84,26,7,10,185.1,33.96330275,0.545,0.35,0.275,,0.895,1.17
1,1,0,Dg,3,3.09,25,13,16,395.3,32.00809717,1.235,0.747,0.508,,1.982,2.49
1,1,0,Dg,4,3.73,28,13,19,673.8,32.91646312,2.047,1.147,0.43,,3.194,3.624
1,1,0,Dg,5,4.24,25.5,11,22,468.1,31.16511318,1.502,1.008,0.547,,2.51,3.057
0,1,1,Dg,1,2.56,14,3,,38.2,33.80530973,0.113,0.222,0.111,,0.335,0.446
0,1,1,Dg,2,3.07,19,6,,91.5,31.8815331,0.287,0.44,0.439,,0.727,1.166
0,1,1,Dg,4,2.71,19,6,,94.9,31.21710526,0.304,0.417,0.334,,0.721,1.055
0,1,1,Dg,5,2.68,15,2,,21.6,32.72727273,0.066,0.271,0.189,,0.337,0.526
0,1,1,Dg,1,2.24,18,7,,94.5,38.88888889,0.243,0.297,0.23,,0.54,0.77
0,1,1,Dg,2,2.66,17.5,6,,74.6,35.86538462,0.208,0.289,0.218,,0.497,0.715
0,1,1,Dg,3,2.8,16.5,1,,17.6,31.42857143,0.056,0.253,0.216,,0.309,0.525
0,1,1,Dg,4,2.94,16,3,,48.8,32.53333333,0.15,0.303,0.216,,0.453,0.669
0,1,1,Dg,5,2.39,18,6,,68.1,37.21311475,0.183,0.211,0.182,,0.394,0.576
0,1,1,Dg,1,2.14,13.5,2,,34.6,34.6,0.1,0.202,0.157,,0.302,0.459
0,1,1,Dg,2,3.05,20,6,,127.8,32.19143577,0.397,0.435,0.33,,0.832,1.162
0,1,1,Dg,3,3.27,18,4,,62.8,32.70833333,0.192,0.308,0.265,,0.5,0.765
0,1,1,Dg,4,2.41,16,3,,38.8,35.92592593,0.108,0.246,0.134,,0.354,0.488
0,1,1,Dg,5,2.21,12,5,,57.4,39.31506849,0.146,0.277,0.136,,0.423,0.559
1,1,1,Dg,1,4.46,29.5,9,15,563.5,30.18211034,1.867,1.285,0.649,,3.152,3.801
1,1,1,Dg,2,4.04,28.5,12,26,1040.3,37.58309249,2.768,1.478,0.761,,4.246,5.007
1,1,1,Dg,3,4.69,33,13,37,1331.6,36.65290394,3.633,2.468,1.321,,6.101,7.422
1,1,1,Dg,4,3.73,28,11,16,671.6,30.10309278,2.231,1.34,0.616,,3.571,4.187
1,1,1,Dg,5,4.05,29,11,16,756.4,35.84834123,2.11,1.358,0.631,,3.468,4.099
1,1,1,Dg,1,4.17,28,12,19,746.3,33.60198109,2.221,1.173,1.024,,3.394,4.418
1,1,1,Dg,2,3.77,23,8,12,200.8,31.82250396,0.631,0.631,0.348,,1.262,1.61
1,1,1,Dg,3,4.11,27,11,20,730.9,32.31211317,2.262,1.201,0.626,,3.463,4.089
1,1,1,Dg,4,4.47,27.5,11,22,741.6,32.82868526,2.259,1.151,0.844,,3.41,4.254
1,1,1,Dg,5,3.74,32.5,12,20,671.9,34.83151892,1.929,1.231,1.174,,3.16,4.334
1,1,1,Dg,1,3.79,23,8,12,315.6,31.68674699,0.996,0.827,0.548,,1.823,2.371
1,1,1,Dg,2,3.89,25,10,15,350.2,30.93639576,1.132,0.869,0.528,,2.001,2.529
1,1,1,Dg,3,4.29,22,10,23,1047.1,32.45815251,3.226,1.531,0.822,,4.757,5.579
1,1,1,Dg,4,3.63,21,11,17,588.4,35.23353293,1.67,0.909,0.741,,2.579,3.32
1,1,1,Dg,5,3.82,23.5,11,13,494.8,36.11678832,1.37,0.709,0.424,,2.079,2.503
0,0,0,Sr,2,2.6,20,4,,61.2,25.39419087,0.241,0.213,0.252,,0.454,0.706
0,0,0,Sr,3,2.35,20,9,,196.3,24.84810127,0.79,0.376,0.455,,1.166,1.621
0,0,0,Sr,5,2.95,19,7,,181.6,22.50309789,0.807,0.427,0.652,,1.234,1.886
0,0,0,Sr,3,3.28,24,5,,151.2,22.53353204,0.671,0.414,0.527,,1.085,1.612
0,0,0,Sr,1,2.58,14,7,,100.9,20.93360996,0.482,0.258,0.361,,0.74,1.101
0,0,0,Sr,2,2.82,21,5,,179.8,23.84615385,0.754,0.375,0.496,,1.129,1.625
0,0,0,Sr,4,2.33,14.5,8,,63.8,17.92134831,0.356,0.278,0.543,,0.634,1.177
1,0,0,Sr,1,2.78,22,9,,231.9,19.65254237,1.18,0.509,0.549,,1.689,2.238
1,0,0,Sr,4,3.24,24,10,,315.9,21.20134228,1.49,0.739,0.864,,2.229,3.093
1,0,0,Sr,2,2.82,21.5,9,,292.2,19.78334462,1.477,0.633,0.565,,2.11,2.675
1,0,0,Sr,3,2.1,17,4,,58,23.96694215,0.242,0.169,0.197,,0.411,0.608
1,0,0,Sr,4,3.78,26.5,12,,304,18.34640917,1.657,0.929,0.851,,2.586,3.437
1,0,0,Sr,1,3.11,24,11,,259.4,19.62178517,1.322,0.563,0.675,,1.885,2.56
1,0,0,Sr,3,3.48,26,11,,370.5,18.69323915,1.982,0.854,1.285,,2.836,4.121
1,0,0,Sr,4,2.69,21.5,11,,279.7,20.07896626,1.393,0.526,0.675,,1.919,2.594
0,0,1,Sr,1,3.05,24,10,,205.6,22.89532294,0.898,0.515,0.514,,1.413,1.927
0,0,1,Sr,2,3.88,18,9,,195.4,21.75946548,0.898,0.465,0.871,,1.363,2.234
0,0,1,Sr,3,4.16,28,9,,417.5,24.89564699,1.677,0.939,1.437,,2.616,4.053
0,0,1,Sr,5,2.61,22,5,,66.34,19.06321839,0.348,0.349,0.444,,0.697,1.141
0,0,1,Sr,1,2.77,17,9,,134,24.58715596,0.545,0.254,0.589,,0.799,1.388
0,0,1,Sr,2,2.49,16,8,,161.6,27.25126476,0.593,0.305,0.485,,0.898,1.383
0,0,1,Sr,3,3.05,24.5,5,,161.4,25.25821596,0.639,0.328,0.678,,0.967,1.645
0,0,1,Sr,4,3.64,26,4,,112,21.41491396,0.523,0.52,0.564,,1.043,1.607
0,0,1,Sr,5,2.5,15,6,,86.3,23.07486631,0.374,0.216,0.373,,0.59,0.963
1,0,1,Sr,1,4.04,21,12,,466.1,18.75653924,2.485,0.905,1.303,,3.39,4.693
1,0,1,Sr,3,2.88,12.5,11,,296.4,23.76904571,1.247,0.318,0.532,,1.565,2.097
1,0,1,Sr,4,3.42,22.5,13,,374.4,20.22690438,1.851,0.556,0.891,,2.407,3.298
1,0,1,Sr,5,3.43,18.5,11,,361.7,23.56351792,1.535,0.494,0.597,,2.029,2.626
1,0,1,Sr,1,2.87,14,11,,298.9,19.30878553,1.548,0.377,0.802,,1.925,2.727
1,0,1,Sr,2,1.77,8.5,7,,70.9,24.36426117,0.291,0.09,0.175,,0.381,0.556
1,0,1,Sr,3,2.67,15,11,,180.9,21.48456057,0.842,0.286,0.542,,1.128,1.67
1,0,1,Sr,4,2.48,19.5,7,,131.2,22.3890785,0.586,0.233,0.227,,0.819,1.046
1,0,1,Sr,5,3.23,23.5,7,,234.5,21.93638915,1.069,0.483,0.674,,1.552,2.226
1,0,1,Sr,1,2.62,18,8,,155.8,21.94366197,0.71,0.256,0.287,,0.966,1.253
1,0,1,Sr,2,3.29,20,9,,216.2,20.99029126,1.03,0.327,0.385,,1.357,1.742
1,0,1,Sr,4,2.21,14.5,8,,160.2,23.62831858,0.678,0.177,0.219,,0.855,1.074
1,0,1,Sr,5,2.78,26,8,,160.1,23.37226277,0.685,0.439,0.4,,1.124,1.524
0,1,0,Sr,1,3.17,28.5,7,,182.6,19.95628415,0.915,0.674,0.743,,1.589,2.332
0,1,0,Sr,3,1.94,12,4,,34.2,28.5,0.12,0.148,0.164,,0.268,0.432
0,1,0,Sr,5,3.86,38,10,,168,24.63343109,0.682,0.319,0.517,,1.001,1.518
0,1,0,Sr,1,2.81,20,6,,88.9,21.37019231,0.416,0.238,0.339,,0.654,0.993
0,1,0,Sr,3,2.84,22,2,,43.5,30.20833333,0.144,0.36,0.353,,0.504,0.857
0,1,0,Sr,5,2.79,17,5,,67.6,24.94464945,0.271,0.24,0.156,,0.511,0.667
0,1,0,Sr,3,2.48,17.5,2,,9.6,28.23529412,0.034,0.207,0.23,,0.241,0.471
0,1,0,Sr,5,2.95,18.5,6,,97.9,22.66203704,0.432,0.315,0.545,,0.747,1.292
1,1,0,Sr,1,2.7,17.5,11,,390.6,33.24255319,1.175,0.393,0.456,,1.568,2.024
1,1,0,Sr,3,4.2,28.5,16,,596,20.4109589,2.92,1.099,1.005,,4.019,5.024
1,1,0,Sr,4,3.17,23.5,9,,236.7,20.19624573,1.172,0.742,0.618,,1.914,2.532
1,1,0,Sr,5,2.17,18,7,,135.7,24.23214286,0.56,0.252,0.146,,0.812,0.958
1,1,0,Sr,1,3.37,20,12,,321.8,20.74790458,1.551,0.526,0.905,,2.077,2.982
1,1,0,Sr,3,2.76,21,7,,139,20.71535022,0.671,0.475,0.297,,1.146,1.443
1,1,0,Sr,4,2.98,14.5,7,,234,22.58687259,1.036,0.307,0.704,,1.343,2.047
1,1,0,Sr,5,4.24,27.5,15,,638.6,21.27248501,3.002,1.044,1.137,,4.046,5.183
1,1,0,Sr,1,3.97,26,16,,485.7,21.26532399,2.284,0.789,1.09,,3.073,4.163
1,1,0,Sr,5,2.64,19,9,,217.4,21.27201566,1.022,0.329,0.367,,1.351,1.718
