Soil,H2O,P,SpID,Ind,Diam,Ht,Lv,Lft,SF,SLA,Lf,Stem,Root,Cot,Sht,Tot
0,1,1,Sr,3,2.53,17,4,,39.4,22.64367816,0.174,0.205,0.242,,0.379,0.621
0,1,1,Sr,4,2.39,21,5,,33.4,24.37956204,0.137,0.26,0.337,,0.397,0.734
0,1,1,Sr,5,2.68,26,9,,87.3,21.60891089,0.404,0.42,0.357,,0.824,1.181
0,1,1,Sr,1,2.9,18,9,,161.3,23.1420373,0.697,0.365,0.593,,1.062,1.655
0,1,1,Sr,2,2.48,16,8,,75.1,21.83139535,0.344,0.229,0.357,,0.573,0.93
0,1,1,Sr,3,2.64,24,5,,56.7,23.23770492,0.244,0.419,0.32,,0.663,0.983
0,1,1,Sr,4,3.28,29,9,,144.3,21.53731343,0.67,0.608,0.573,,1.278,1.851
0,1,1,Sr,5,3.06,22.5,7,,78.5,25.73770492,0.305,0.298,0.352,,0.603,0.955
0,1,1,Sr,1,3.05,22,8,,191.7,22.74021352,0.843,0.521,0.706,,1.364,2.07
0,1,1,Sr,3,2.7,17.5,2,,26.9,24.01785714,0.112,0.284,0.252,,0.396,0.648
0,1,1,Sr,5,1.93,20.5,3,,24.88,25.13131313,0.099,0.168,0.159,,0.267,0.426
1,1,1,Sr,1,2.84,12,9,,218.7,23.74592834,0.921,0.276,0.339,,1.197,1.536
1,1,1,Sr,2,3.05,18,9,,296.7,23.14352574,1.282,0.433,0.62,,1.715,2.335
1,1,1,Sr,3,4.58,31.5,11,,386.6,19.02559055,2.032,1.303,1.425,,3.335,4.76
1,1,1,Sr,4,2.52,19,4,,64.2,29.18181818,0.22,0.258,0.153,,0.478,0.631
1,1,1,Sr,5,2.63,19,10,,235.4,25.89658966,0.909,0.312,0.301,,1.221,1.522
1,1,1,Sr,1,2.88,20.5,11,,280,29.62962963,0.945,0.374,0.305,,1.319,1.624
1,1,1,Sr,2,3.6,19,12,,413.6,25.26572999,1.637,0.526,0.624,,2.163,2.787
1,1,1,Sr,3,2.88,14,12,,230.1,25.56666667,0.9,0.33,0.432,,1.23,1.662
1,1,1,Sr,4,3.57,25.5,18,,413.2,23.71986223,1.742,0.693,0.753,,2.435,3.188
1,1,1,Sr,1,3.66,25,12,,319.9,20.34987277,1.572,0.621,0.472,,2.193,2.665
1,1,1,Sr,3,3.54,25,18,,461.4,20.74640288,2.224,0.809,0.947,,3.033,3.98
1,1,1,Sr,4,4.35,32,12,,378.9,20.968456,1.807,1.022,0.825,,2.829,3.654
1,1,1,Sr,5,2.36,17.5,10,,147.4,25.54592721,0.577,0.201,0.226,,0.778,1.004
0,0,0,Vm,1,4.28,18,7,,130.4,22.7574171,0.573,0.508,0.669,,1.081,1.75
0,0,0,Vm,2,3.86,15,5,,99.4,25.16455696,0.395,0.411,0.568,,0.806,1.374
0,0,0,Vm,3,3.31,21,7,,198.9,25.83116883,0.77,0.415,0.415,,1.185,1.6
0,0,0,Vm,4,3.92,19,6,,197.4,26.11111111,0.756,0.37,0.6,,1.126,1.726
0,0,0,Vm,5,3.67,15,6,,84.7,29.92932862,0.283,0.327,0.197,,0.61,0.807
0,0,0,Vm,1,4.34,20.5,9,,166.9,24.01438849,0.695,0.438,0.858,,1.133,1.991
0,0,0,Vm,2,4.6,24,10,,260.8,20.35909446,1.281,0.664,1.281,,1.945,3.226
0,0,0,Vm,3,3.7,19,5,,68.5,20.57057057,0.333,0.379,0.353,,0.712,1.065
0,0,0,Vm,4,3.63,15,6,,118.8,22.1641791,0.536,0.464,0.544,,1,1.544
0,0,0,Vm,5,3.51,12,4,,52.5,35.47297297,0.148,0.17,0.214,,0.318,0.532
0,0,0,Vm,1,4.41,26,7,,239.2,23.73015873,1.008,0.597,1.275,,1.605,2.88
0,0,0,Vm,2,3.62,15,6,,104.1,25.14492754,0.414,0.348,0.39,,0.762,1.152
0,0,0,Vm,3,3.67,15,3,,96.7,23.64303178,0.409,0.424,0.512,,0.833,1.345
0,0,0,Vm,4,3.48,15,7,,151.5,24.75490196,0.612,0.336,0.454,,0.948,1.402
0,0,0,Vm,5,3.78,21.5,8,,167,20.71960298,0.806,0.721,1.149,,1.527,2.676
1,0,0,Vm,1,4.46,29.5,8,,263.6,21.96666667,1.2,0.542,0.866,,1.742,2.608
1,0,0,Vm,2,4.03,28,9,,322.9,20.3081761,1.59,0.793,1.093,,2.383,3.476
1,0,0,Vm,3,3.15,23,10,,184.7,26.38571429,0.7,0.417,0.532,,1.117,1.649
1,0,0,Vm,4,3.79,17,4,,103.9,17.31666667,0.6,0.477,0.653,,1.077,1.73
1,0,0,Vm,5,5.42,24,5,,168.4,20.24038462,0.832,1.298,1.457,,2.13,3.587
1,0,0,Vm,1,5,27,13,,309.8,21.7862166,1.422,0.875,0.896,,2.297,3.193
1,0,0,Vm,2,5.14,24.5,7,,195.4,18.64503817,1.048,0.924,1.458,,1.972,3.43
1,0,0,Vm,3,3.71,25.5,8,,260.7,19.45522388,1.34,0.79,0.739,,2.13,2.869
1,0,0,Vm,4,4.44,27,13,,323.9,20.69648562,1.565,0.937,0.781,,2.502,3.283
1,0,0,Vm,5,4.14,31.5,11,,327,22.24489796,1.47,0.956,0.932,,2.426,3.358
1,0,0,Vm,1,4.17,31.5,10,,204.2,22.29257642,0.916,0.775,0.745,,1.691,2.436
1,0,0,Vm,2,3.59,23,15,,248.5,21.42241379,1.16,0.781,0.664,,1.941,2.605
1,0,0,Vm,3,3.97,24,9,,205.1,22.14902808,0.926,0.556,0.522,,1.482,2.004
1,0,0,Vm,4,4.22,25.5,9,,216.7,18.1642917,1.193,0.95,0.848,,2.143,2.991
1,0,0,Vm,5,4.19,24.5,9,,290.9,20.37114846,1.428,0.92,0.727,,2.348,3.075
0,0,1,Vm,1,3.17,13.5,9,,141,27.70137525,0.509,0.247,0.683,,0.756,1.439
0,0,1,Vm,2,3.51,12,2,,13,34.21052632,0.038,0.181,0.227,,0.219,0.446
0,0,1,Vm,4,2.84,17.5,1,,8.2,.,0.021,0.257,0.103,,0.278,0.381
0,0,1,Vm,5,3.19,15,1,,4.1,34.16666667,0.012,0.207,0.196,,0.219,0.415
0,0,1,Vm,1,3.52,11,4,,56.7,21.72413793,0.261,0.287,0.311,,0.548,0.859
0,0,1,Vm,2,3.33,9,1,,24.9,21.28205128,0.117,0.253,0.195,,0.37,0.565
0,0,1,Vm,3,3.13,12.5,2,,49.2,21.7699115,0.226,0.39,0.17,,0.616,0.786
0,0,1,Vm,4,3.74,18,1,,4.5,28.125,0.016,0.292,0.245,,0.308,0.553
0,0,1,Vm,5,2.93,14.5,3,,46.7,18.53174603,0.252,0.387,0.175,,0.639,0.814
0,0,1,Vm,1,3.86,18.5,5,,142.1,22.88244767,0.621,0.497,0.917,,1.118,2.035
0,0,1,Vm,2,3.26,11.5,2,,35.9,20.39772727,0.176,0.287,0.317,,0.463,0.78
0,0,1,Vm,3,4.04,12,5,,75.5,23.374613,0.323,0.315,0.521,,0.638,1.159
0,0,1,Vm,4,4.23,14,4,,108.4,26.89826303,0.403,0.37,0.445,,0.773,1.218
0,0,1,Vm,5,3.48,17.5,5,,95.1,27.80701754,0.342,0.341,0.537,,0.683,1.22
1,0,1,Vm,1,5.06,28,17,,446.9,25.53714286,1.75,0.884,1.291,,2.634,3.925
1,0,1,Vm,2,5.01,22,7,,233.4,20.98920863,1.112,0.989,1.424,,2.101,3.525
1,0,1,Vm,4,4.64,25.5,8,,138.4,18.85558583,0.734,0.962,1.093,,1.696,2.789
1,0,1,Vm,5,4.33,17,5,,114.8,17.55351682,0.654,0.616,0.903,,1.27,2.173
1,0,1,Vm,1,5.24,23,6,,157.6,21.91933241,0.719,1.24,1.075,,1.959,3.034
1,0,1,Vm,2,4.58,25,8,,200.9,21.88453159,0.918,0.911,1.17,,1.829,2.999
1,0,1,Vm,3,3.87,17.5,8,,198.8,21.3304721,0.932,0.67,0.809,,1.602,2.411
1,0,1,Vm,4,3.92,25,7,,173,21.14914425,0.818,0.689,0.663,,1.507,2.17
1,0,1,Vm,5,3.42,22,12,,256.7,26.82340648,0.957,0.411,0.453,,1.368,1.821
1,0,1,Vm,1,4.28,25.5,13,,322.5,23.95988113,1.346,0.629,0.596,,1.975,2.571
1,0,1,Vm,2,4.99,20,7,,203.7,22.14130435,0.92,0.942,0.751,,1.862,2.613
1,0,1,Vm,3,3.27,20,10,,78.2,18.44339623,0.424,0.387,0.317,,0.811,1.128
1,0,1,Vm,4,2.64,9,6,,51.2,16.67752443,0.307,0.163,0.155,,0.47,0.625
1,0,1,Vm,5,4.96,19.5,8,,156.7,18.45700824,0.849,0.778,0.804,,1.627,2.431
0,1,0,Vm,1,4.52,20.5,6,,93.6,16.74418605,0.559,0.619,0.765,,1.178,1.943
0,1,0,Vm,2,3.01,12.5,3,,35.44,12.61209964,0.281,0.254,0.031,,0.535,0.566
0,1,0,Vm,3,3.41,13,4,,32.2,15.11737089,0.213,0.271,0.245,,0.484,0.729
0,1,0,Vm,4,4.21,17,7,,118.2,21.10714286,0.56,0.496,0.809,,1.056,1.865
0,1,0,Vm,5,3.46,16,5,,67.1,22.21854305,0.302,0.312,0.401,,0.614,1.015
0,1,0,Vm,1,3.51,13,4,,73.2,22.94670846,0.319,0.518,0.478,,0.837,1.315
0,1,0,Vm,2,2.51,7,2,,43.1,24.21348315,0.178,0.234,0.164,,0.412,0.576
0,1,0,Vm,3,3.21,26.5,15,,240.3,29.16262136,0.824,0.453,0.622,,1.277,1.899
0,1,0,Vm,4,3.77,15,4,,75.4,24.24437299,0.311,0.422,0.529,,0.733,1.262
0,1,0,Vm,5,3.7,14,4,,73.4,25.75438596,0.285,0.668,0.344,,0.953,1.297
0,1,0,Vm,1,3.75,11,6,,90.2,21.07476636,0.428,0.468,0.299,,0.896,1.195
0,1,0,Vm,2,4.7,27.5,11,,311.5,25.04019293,1.244,0.855,0.742,,2.099,2.841
0,1,0,Vm,3,3.31,12.5,7,,152.5,28.24074074,0.54,0.309,0.33,,0.849,1.179
0,1,0,Vm,4,4.87,29.5,8,,244.7,25.81223629,0.948,0.904,0.846,,1.852,2.698
0,1,0,Vm,5,4.04,19,7,,175.7,20.81753555,0.844,0.592,0.56,,1.436,1.996
1,1,0,Vm,1,5.85,44,26,,647.6,24.50245933,2.643,1.271,1.183,,3.914,5.097
1,1,0,Vm,2,5.31,48,25,,751.4,24.64414562,3.049,1.956,1.479,,5.005,6.484
1,1,0,Vm,3,5.83,52,30,,1004.8,23.86698337,4.21,2.18,1.932,,6.39,8.322
1,1,0,Vm,4,6.95,42.5,23,,761.9,22.42201295,3.398,1.466,1.694,,4.864,6.558
1,1,0,Vm,5,5.49,23.5,11,,345.7,24.5177305,1.41,0.802,0.911,,2.212,3.123
1,1,0,Vm,1,4.1,45,21,,535.6,24.78482184,2.161,1.366,0.857,,3.527,4.384
1,1,0,Vm,2,3.83,14.5,5,,184.5,27.66116942,0.667,0.375,0.242,,1.042,1.284
1,1,0,Vm,3,4.62,38.5,19,,675.5,25.01851852,2.7,1.19,0.96,,3.89,4.85
1,1,0,Vm,4,4.93,36.5,29,,689.3,24.03417015,2.868,1.704,1.708,,4.572,6.28
1,1,0,Vm,5,4.78,46.5,18,,780.5,25.35737492,3.078,1.695,1.159,,4.773,5.932
1,1,0,Vm,1,5.31,34.5,14,,512.2,26.55261794,1.929,0.907,1.236,,2.836,4.072
1,1,0,Vm,2,5.83,22,7,,182.4,22.85714286,0.798,0.917,1.019,,1.715,2.734
1,1,0,Vm,3,4.31,29.5,11,,356.8,25.32292406,1.409,0.858,0.534,,2.267,2.801
1,1,0,Vm,4,6.65,50,24,,888.4,23.56498674,3.77,2.487,2.527,,6.257,8.784
1,1,0,Vm,5,3.64,23.5,8,,254.8,21.85248714,1.166,0.556,0.286,,1.722,2.008
0,1,1,Vm,1,3.43,10,2,,38.66,22.34682081,0.173,0.28,0.314,,0.453,0.767
0,1,1,Vm,2,3.04,13,3,,52.02,20.24124514,0.257,0.391,0.218,,0.648,0.866
0,1,1,Vm,3,3.85,12,2,,48.2,23.86138614,0.202,0.426,0.186,,0.628,0.814
0,1,1,Vm,4,3.04,13,3,,41.4,10.92348285,0.379,0.309,0.128,,0.688,0.816
0,1,1,Vm,5,5.11,15.5,4,,78.8,20.41450777,0.386,0.651,0.561,,1.037,1.598
0,1,1,Vm,1,3.23,9,2,,58.9,20.96085409,0.281,0.307,0.115,,0.588,0.703
0,1,1,Vm,2,3.7,13,5,,91.3,17.49042146,0.522,0.356,0.542,,0.878,1.42
0,1,1,Vm,3,3.07,10,5,,66.5,31.07476636,0.214,0.193,0.209,,0.407,0.616
0,1,1,Vm,4,3.88,21.5,7,,117,22.8962818,0.511,0.473,0.729,,0.984,1.713
0,1,1,Vm,5,3.54,17,2,,49.3,20.9787234,0.235,0.43,0.326,,0.665,0.991
0,1,1,Vm,1,4.02,16,4,,116.1,26.62844037,0.436,0.983,0.655,,1.419,2.074
0,1,1,Vm,2,3.96,19,4,,61.03,22.11231884,0.276,0.658,0.263,,0.934,1.197
0,1,1,Vm,3,3.91,13,5,,111.5,22.98969072,0.485,0.393,0.874,,0.878,1.752
0,1,1,Vm,4,4.35,14.5,3,,57.5,21.69811321,0.265,0.564,0.348,,0.829,1.177
0,1,1,Vm,5,3.43,13,2,,33.7,14.65217391,0.23,0.305,0.24,,0.535,0.775
1,1,1,Vm,1,4.45,24.5,6,,140.5,21.85069984,0.643,0.542,0.349,,1.185,1.534
1,1,1,Vm,2,4.7,28,9,,317.5,26.77065767,1.186,0.604,0.862,,1.79,2.652
1,1,1,Vm,3,5.05,32,17,,459.4,26.55491329,1.73,0.876,0.798,,2.606,3.404
1,1,1,Vm,4,5.22,44.5,18,,672.5,27.11693548,2.48,1.249,1.051,,3.729,4.78
1,1,1,Vm,5,4.32,37,11,,232.9,21.44567219,1.086,0.846,0.738,,1.932,2.67
1,1,1,Vm,1,4.4,16,8,,254.8,26.18705036,0.973,0.41,0.495,,1.383,1.878
1,1,1,Vm,2,4.94,44,22,,607.4,26.01284797,2.335,1.103,0.76,,3.438,4.198
1,1,1,Vm,3,3.72,18,11,,293.7,28.02480916,1.048,0.43,0.337,,1.478,1.815
1,1,1,Vm,4,4.47,28,8,,317.3,26.0295324,1.219,0.471,0.865,,1.69,2.555
1,1,1,Vm,5,4.83,35,15,,472.4,25.28907923,1.868,0.789,0.726,,2.657,3.383
1,1,1,Vm,1,4.35,24,11,,290.74,24.5350211,1.185,0.649,0.587,,1.834,2.421
1,1,1,Vm,2,2.91,11,2,,16.4,22.77777778,0.072,0.156,0.153,,0.228,0.381
1,1,1,Vm,3,5.72,29,23,,606.9,23.4414832,2.589,1.382,1.261,,3.971,5.232
1,1,1,Vm,4,5.18,36,12,,478.4,24.18604651,1.978,1.311,1.09,,3.289,4.379
1,1,1,Vm,5,5.34,23,11,,412.25,25.94398993,1.589,0.0815,0.983,,1.6705,2.6535
0,0,0,Ef,1,4.93,34,4,16,390.3,15.73790323,2.48,2.03,5.36,,4.51,9.87
0,0,0,Ef,2,3.98,23,3,6,285.7,16.70760234,1.71,1.59,3.43,,3.3,6.73
0,0,0,Ef,3,5.03,33,5,16,471.5,17.08333333,2.76,2.07,5.06,,4.83,9.89
0,0,0,Ef,4,4.36,21,3,12,290.6,17.5060241,1.66,1.26,3.49,,2.92,6.41
0,0,0,Ef,5,3.8,24,5,12,208.5,17.72959184,1.176,0.85,1.85,,2.026,3.876
0,0,0,Ef,1,4.2,26.5,4,10,192.9,15.99502488,1.206,1.02,2.41,,2.226,4.636
0,0,0,Ef,2,3.8,28,4,13,290.1,17.6459854,1.644,1.219,3.311,,2.863,6.174
0,0,0,Ef,3,2.99,26,5,13,243.7,17.49461594,1.393,0.68,1.42,,2.073,3.493
0,0,0,Ef,4,5.02,35.5,5,20,474.9,20.06337136,2.367,2.08,3.45,,4.447,7.897
0,0,0,Ef,5,4.88,35,3,12,275.7,18.11432326,1.522,1.8,4.07,,3.322,7.392
0,0,0,Ef,1,4.1,36.5,5,15,266.2,20.94413847,1.271,1.151,1.774,,2.422,4.196
0,0,0,Ef,2,4.68,28,4,12,369.2,18.38645418,2.008,1.67,4.121,,3.678,7.799
0,0,0,Ef,3,4.18,29,6,14,449.6,18.78028404,2.394,1.687,2.467,,4.081,6.548
0,0,0,Ef,4,3.74,23,6,16,242,18.18181818,1.331,0.724,2.126,,2.055,4.181
0,0,0,Ef,5,3.73,23,5,12,298.2,16.76222597,1.779,0.942,2.788,,2.721,5.509
1,0,0,Ef,1,4.52,36,4,13,389.9,15.90130506,2.452,2.26,3.46,,4.712,8.172
1,0,0,Ef,2,4.23,36.5,5,16,468.5,20.95259392,2.236,1.9,2.43,,4.136,6.566
1,0,0,Ef,3,4.75,49,5,10,442.8,18.74682472,2.362,2.3,2,,4.662,6.662
1,0,0,Ef,4,4.59,35,6,24,460.8,19.99132321,2.305,1.91,2.27,,4.215,6.485
1,0,0,Ef,5,3.96,35,6,19,400.9,18.38147639,2.181,1.51,1.29,,3.691,4.981
1,0,0,Ef,1,3.81,22,6,11,327.6,19.84251969,1.651,0.731,1.347,,2.382,3.729
1,0,0,Ef,2,4.77,45,8,22,560.8,17.59096612,3.188,2.268,2.312,,5.456,7.768
1,0,0,Ef,4,4.6,37,7,20,536.8,18.74301676,2.864,1.92,2.512,,4.784,7.296
1,0,0,Ef,5,3.99,43.5,6,23,482.6,19.38931298,2.489,1.837,2.313,,4.326,6.639
1,0,0,Ef,1,4.5,41,7,18,492,18.00878477,2.732,2.196,2.448,,4.928,7.376
1,0,0,Ef,2,5.35,39,6,20,564.1,19.68935428,2.865,2.105,2.179,,4.97,7.149
1,0,0,Ef,3,4.2,37,8,24,486.4,19.27099842,2.524,1.702,2.404,7.224,4.226,13.854
1,0,0,Ef,4,4.56,42.5,6,22,511.9,18.23005698,2.808,2.265,2.389,9.193,5.073,16.655
1,0,0,Ef,5,4.59,34,6,17,420.2,21.02051026,1.999,1.131,1.165,,3.13,4.295
0,0,1,Ef,1,4.65,34.5,6,20,448.8,17.39534884,2.58,2.02,3.89,,4.6,8.49
0,0,1,Ef,2,4.84,29,5,16,425.6,16.96293344,2.509,1.82,3.59,,4.329,7.919
0,0,1,Ef,4,4.18,30,6,14,370.9,17.13955638,2.164,1.57,2.91,,3.734,6.644
0,0,1,Ef,5,7.07,27.5,5,16,406.2,18.32205683,2.217,1.37,3.71,,3.587,7.297
0,0,1,Ef,1,3.6,18,3,7,138.8,19.52180028,0.711,0.52,1.54,,1.231,2.771
0,0,1,Ef,2,4.73,29,6,18,341.1,19.98242531,1.707,1.12,2.87,,2.827,5.697
0,0,1,Ef,3,4.03,25,5,20,248,19.10631741,1.298,0.97,1.84,,2.268,4.108
0,0,1,Ef,4,3.68,24.5,4,12,229.6,18.99090157,1.209,0.87,2.25,,2.079,4.329
0,0,1,Ef,5,3.9,27,5,19,369.6,18.10877021,2.041,1.3,2.71,,3.341,6.051
0,0,1,Ef,1,4.52,30,5,18,395.2,17.99635701,2.196,1.44,2.57,,3.636,6.206
0,0,1,Ef,2,2.23,15,4,7,45.2,20.17857143,0.224,0.23,0.87,,0.454,1.324
0,0,1,Ef,3,3.05,14,4,8,129.5,17.42934051,0.743,0.37,1.07,,1.113,2.183
0,0,1,Ef,4,4.45,29,6,20,389,17.44394619,2.23,1.32,2.65,,3.55,6.2
0,0,1,Ef,5,3.79,22,5,15,282.6,17.96567069,1.573,0.63,2.26,,2.203,4.463
1,0,1,Ef,1,4.78,46.5,7,20,827.2,24.30796356,3.403,2.48,2.32,,5.883,8.203
1,0,1,Ef,2,4.53,44,7,26,581.2,16.79768786,3.46,2.33,2.13,,5.79,7.92
1,0,1,Ef,5,8.98,45,5,14,561.8,16.5869501,3.387,2.83,2.83,,6.217,9.047
1,0,1,Ef,1,5.09,44,7,28,648.3,18.21067416,3.56,2.75,2.96,,6.31,9.27
1,0,1,Ef,2,4.29,38,6,10,419.6,17.35318445,2.418,1.78,2.1,,4.198,6.298
1,0,1,Ef,3,5.37,36,6,12,396.7,18.98086124,2.09,1.88,2.66,,3.97,6.63
1,0,1,Ef,5,5.13,44,6,12,456.7,15.92954308,2.867,2.26,2.73,,5.127,7.857
1,0,1,Ef,1,4.59,48,7,14,511.6,18.50271248,2.765,1.89,2.27,,4.655,6.925
1,0,1,Ef,2,4.35,36,7,14,487,18.11082187,2.689,1.64,1.77,,4.329,6.099
1,0,1,Ef,3,4.88,39,6,22,561.8,19.11534536,2.939,2.38,2.52,,5.319,7.839
1,0,1,Ef,4,4.74,39,7,23,588.8,18.35983785,3.207,1.76,2.41,,4.967,7.377
1,0,1,Ef,5,5.17,48,7,14,644.9,18.54226567,3.478,2,3.15,,5.478,8.628
0,1,0,Ef,1,5.34,37.5,6,13,392.5,18.78889421,2.089,1.72,2.48,,2.089,2.089
0,1,0,Ef,2,3.87,30,5,11,220.5,21.68141593,1.017,1.03,1.67,,2.047,3.717
0,1,0,Ef,3,4.79,32,4,14,316.4,19.0487658,1.661,1.64,3.45,,3.301,6.751
0,1,0,Ef,4,4.33,25,5,12,279.8,18.0749354,1.548,1.03,3.23,,2.578,5.808
0,1,0,Ef,5,5.65,50,6,22,434.2,18.03156146,2.408,3.32,4.07,,5.728,9.798
0,1,0,Ef,1,5.01,26,4,11,313.4,17.91881075,1.749,1.67,2.65,,3.419,6.069
0,1,0,Ef,2,4.3,21,4,11,318,17.0235546,1.868,1.49,3.914,,3.358,7.272
0,1,0,Ef,3,4.42,24,4,12,290.2,18.59064702,1.561,1.7,2.84,,3.261,6.101
0,1,0,Ef,4,4.37,17.5,4,8,269,15.04474273,1.788,1.38,3.03,,3.168,6.198
0,1,0,Ef,5,4.17,24.5,4,12,209,19.33395005,1.081,1.43,0.96,,2.511,3.471
0,1,0,Ef,1,4.9,33,6,15,394.3,18.12873563,2.175,1.973,4.727,,4.148,8.875
0,1,0,Ef,2,3.16,13,3,8,94.9,16.1669506,0.587,0.565,0.969,0.31,1.152,2.431
0,1,0,Ef,3,4.15,24,3,12,179.7,19.44805195,0.924,0.983,2.859,,1.907,4.766
0,1,0,Ef,4,4.62,28.5,6,15,300.9,17.92138177,1.679,1.272,2.837,,2.951,5.788
0,1,0,Ef,5,5.58,24,4,8,301.4,17.92980369,1.681,1.877,4.115,,3.558,7.673
1,1,0,Ef,1,5.64,63,8,32,1099.6,17.37948475,6.327,4.28,4.15,,10.607,14.757
1,1,0,Ef,2,5.97,62,10,26,988.4,17.59031856,5.619,4.44,5.92,,10.059,15.979
1,1,0,Ef,3,5.28,52.5,10,34,973.2,18.63653773,5.222,3.77,2.96,,8.992,11.952
1,1,0,Ef,4,5.86,42,7,28,770,19.40524194,3.968,3.23,4.08,,7.198,11.278
1,1,0,Ef,5,6.81,51,8,28,1101.9,18.98518263,5.804,4.61,6.26,,10.414,16.674
1,1,0,Ef,1,5.15,50,13,34,823.9,18.32517794,4.496,3.53,3.15,,8.026,11.176
1,1,0,Ef,2,5.26,60,8,28,1055.1,20.70041201,5.097,3.33,4.01,,8.427,12.437
1,1,0,Ef,3,6.64,50,8,32,1010.4,18.77717896,5.381,4.58,6.84,,9.961,16.801
1,1,0,Ef,4,5.5,48,7,28,930.4,19.58324563,4.751,3.65,3.64,,8.401,12.041
1,1,0,Ef,5,5.31,52,8,32,860.6,18.59550562,4.628,3.36,4.24,,7.988,12.228
1,1,0,Ef,1,5.3,48,8,28,1064.8,18.76630243,5.674,3.78,3.531,,9.454,12.985
1,1,0,Ef,2,6.41,49,9,31,895.6,17.95509222,4.988,4.46,5.805,,9.448,15.253
1,1,0,Ef,3,5.38,55,8,32,971.7,20.18487744,4.814,3.158,3.171,,7.972,11.143
1,1,0,Ef,4,3.57,25,5,9,200.6,11.13207547,1.802,0.783,1.236,,2.585,3.821
1,1,0,Ef,5,5.41,67,11,34,1051.2,21.11267323,4.979,4.005,3.532,,8.984,12.516
0,1,1,Ef,1,4.48,30,4,10,227,17.76212833,1.278,1.543,3.073,,2.821,5.894
0,1,1,Ef,2,5.42,35.5,6,24,467.5,19.07384741,2.451,1.919,3.566,,4.37,7.936
0,1,1,Ef,3,3.86,23,3,8,218.9,16.64638783,1.315,3.413,3.515,,4.728,8.243
0,1,1,Ef,4,5.66,40,5,13,383.6,17.88344988,2.145,2.489,3.819,,4.634,8.453
0,1,1,Ef,5,4.89,27.5,4,14,314.1,17.64606742,1.78,1.413,3.563,,3.193,6.756
0,1,1,Ef,1,4.11,28,4,12,293.6,17.94621027,1.636,1.04,2.55,,2.676,5.226
0,1,1,Ef,2,5.06,35.5,6,20,374,18.8034188,1.989,1.86,3.4,,3.849,7.249
0,1,1,Ef,3,4.58,27,5,20,297.7,18.91359593,1.574,1.3,2.75,,2.874,5.624
0,1,1,Ef,4,4.44,24,5,14,204.6,17.88461538,1.144,1,2.34,,2.144,4.484
0,1,1,Ef,5,4.04,24,3,12,224.8,19.34595525,1.162,0.94,1.99,,2.102,4.092
0,1,1,Ef,1,6.24,34,4,16,362.2,17.85115821,2.029,2.303,4.396,,4.332,8.728
0,1,1,Ef,2,4.04,14.5,3,7,173,18.4434968,0.938,0.543,1.788,,1.481,3.269
0,1,1,Ef,3,4.92,30,4,12,345.8,16.72955975,2.067,1.978,4.293,,4.045,8.338
0,1,1,Ef,4,5.04,31.5,4,11,296.6,17.46760895,1.698,1.923,3.38,,3.621,7.001
0,1,1,Ef,5,4.28,24,5,16,315.2,20.02541296,1.574,1.076,3.749,,2.65,6.399
1,1,1,Ef,1,5.2,68,10,40,996.5,19.83084577,5.025,3.697,2.806,,8.722,11.528
1,1,1,Ef,2,5.04,58.5,7,28,784.6,21.24559978,3.693,2.944,2.151,,6.637,8.788
1,1,1,Ef,3,6.29,51.5,9,30,839.3,20.16094163,4.163,1.061,2.883,,5.224,8.107
1,1,1,Ef,4,6.15,62.5,9,32,1217.5,19.53626444,6.232,3.263,6.355,,9.495,15.85
1,1,1,Ef,5,5.8,54,8,28,814.4,18.16235504,4.484,3.848,3.675,,8.332,12.007
1,1,1,Ef,1,4.64,45,10,36,688,19.05817175,3.61,2.36,2.3,,5.97,8.27
1,1,1,Ef,2,4.45,44.5,10,28,610.6,18.96273292,3.22,2.26,1.91,,5.48,7.39
1,1,1,Ef,3,4.74,58,7,26,889,21.10135296,4.213,2.66,3,,6.873,9.873
1,1,1,Ef,4,6.38,50,8,26,926.5,19.52581665,4.745,4.87,5.39,,9.615,15.005
1,1,1,Ef,5,5.94,55,7,22,672.5,18.19042467,3.697,3.32,4.35,,7.017,11.367
1,1,1,Ef,1,5.48,48,10,34,774.4,18.1443299,4.268,3.389,4.718,,7.657,12.375
1,1,1,Ef,2,4.22,32,7,23,590.2,18.34058421,3.218,1.559,1.813,,4.777,6.59
1,1,1,Ef,3,7.19,58,11,37,1065.8,17.2655111,6.173,5.679,6.038,,11.852,17.89
1,1,1,Ef,4,6.99,60.5,10,42,1416.6,18.2387022,7.767,5.298,5.578,,13.065,18.643
1,1,1,Ef,5,6.6,56,11,42,1180.9,19.51900826,6.05,4.423,5.008,,10.473,15.481
0,0,0,Eg,3,5.91,28,5,19,549.3,13.20115357,4.161,3.44,7.87,9.11,7.601,24.581
0,0,0,Eg,4,6.22,34,4,16,563.5,13.23391264,4.258,3.79,6.39,7.92,8.048,22.358
0,0,0,Eg,5,6.73,49.5,4,16,578.8,13.13365101,4.407,2.5,9.53,10.76,6.907,27.197
0,0,0,Eg,3,7.14,47,7,24,879.9,12.73925004,6.907,5.441,8.124,8.487,12.348,28.959
0,0,0,Eg,1,6.59,44,6,22,689.3,12.56700091,5.485,4.649,6.005,7.928,10.134,24.067
0,0,0,Eg,2,6.53,42.5,5,20,593.6,12.67292912,4.684,5.255,6.072,12.457,9.939,28.468
