Location,Indonesian_name,Species,Low_Wd,Wd,Hi_Wd,Girth,Cw_Avg,Cw_Depth,Hcb,CP_Idx,CF_idx,Isolated,Dense,Cw_Surf,Cw_Vol,Dbh,Height
Jambi,Pulai,Alssch,313,360,515,63.5,5.099019514,9,2.5,4,4,No,low,251.12617,490.088454,20.21267777,11.5
Jambi,Pulai,Alssch,313,360,515,65.4,4.9989999,7,6.5,4,4,No,low,200.2831921,366.3725353,20.81746656,13.5
Jambi,Pulai,Alssch,313,360,515,96.7,6.149796745,2.8,13.5,4,4,No,low,158.1959001,221.7880638,30.78056599,16.3
Jambi,Pulai,Alssch,313,360,515,64.5,4.816637832,5.9,8.4,3,4,No,low,168.0634414,286.6808016,20.53098766,14.3
Jambi,Pulai,Alssch,313,360,515,95.3,8.215838363,8.9,6.5,2,5,No,high,447.847206,1258.207858,30.33493215,15.4
Jambi,Pulai,Alssch,313,360,515,73.4,6.140032573,7.2,4.8,2,5,No,high,264.5661521,568.5026066,23.36394565,12
Jambi,Pulai,Alssch,313,360,515,134.1,7.594076639,7.7,9.3,3,5,No,low,365.7253807,930.0349948,42.68535574,17
Jambi,Pulai,Alssch,313,360,515,94.5,6.292853089,6.8,8,3,5,No,low,262.2852434,563.9787132,30.08028424,14.8
Palembang,Seru,Schwal,450,685,920,29.6,3.249615362,8.3,1.7,3,4,No,low,140.7785636,183.5695419,9.421972631,10
Palembang,Seru,Schwal,450,685,920,37,2.424871131,8.6,3.4,4,4,No,low,106.2160001,105.9093715,11.77746579,12
Palembang,Seru,Schwal,450,685,920,17,2.173706512,5,1,4,4,No,low,57.34839025,49.48008429,5.411268065,6
Palembang,Seru,Schwal,450,685,920,37,3.898717738,5.5,5.5,5,4,No,open,122.5253323,175.0914306,11.77746579,11
Palembang,Seru,Schwal,450,685,920,32,2.57196423,5.5,4.5,4,3,No,low,75.29052124,76.19932981,10.18591636,10
Palembang,Seru,Schwal,450,685,920,97.5,5.628498912,9,11,4,4,No,low,282.0916337,597.1539316,31.0352139,20
Palembang,Seru,Schwal,450,685,920,160,7.694153625,6.5,16,4,4,No,low,334.1335451,805.9232354,50.92958179,22.5
Palembang,Seru,Schwal,450,685,920,71,4.74341649,5,6,5,4,Yes,open,146.4965231,235.619449,22.60000192,11
Palembang,Seru,Schwal,450,685,920,18.5,2.5,4.5,2,2,4,No,high,61.3659351,58.90486225,5.888732894,6.5
Palembang,Seru,Schwal,450,685,920,29,3.286335345,8,3.5,3,4,No,low,137.8802083,180.9557368,9.230986699,11.5
Palembang,Seru,Schwal,450,685,920,36.8,3.240370349,9.2,2.8,4,4,No,low,154.1547397,202.3185669,11.71380381,12
Palembang,Seru,Schwal,450,685,920,30.5,3.598610843,7,2,1,5,No,high,135.793366,189.856916,9.708451529,9
Palembang,Seru,Schwal,450,685,920,21,2.749545417,5,2,1,4,No,high,74.868246,79.16813487,6.68450761,7
Palembang,Seru,Schwal,450,685,920,30,2.50998008,11,2.5,3,4,No,low,139.2236346,145.1415806,9.549296586,13.5
Palembang,Seru,Schwal,450,685,920,25.5,2.692582404,9.25,3.75,1,4,No,high,127.0907745,140.4553716,8.116902098,13
Palembang,Seru,Schwal,450,685,920,23.5,2,6.5,2.5,1,4,No,high,66.56487401,54.45427266,7.480282325,9
Palembang,Seru,Schwal,450,685,920,52.5,4.69041576,8.5,1.5,5,4,Yes,open,217.237866,391.6518841,16.71126902,10
Palembang,Seru,Schwal,450,685,920,28.5,3.598610843,3.25,2.75,5,4,Yes,open,76.16624378,88.14785387,9.071831756,6
Palembang,Seru,Schwal,450,685,920,109,7,9.8,2,5,4,Yes,open,392.6512535,1005.728528,34.69577759,11.8
Palembang,Seru,Schwal,450,685,920,29,2.549509757,4.75,1.75,5,5,Yes,open,65.70176444,64.66444879,9.230986699,6.5
Palembang,Seru,Schwal,450,685,920,68.5,5.385164807,5.5,3.5,5,4,Yes,open,184.8082061,334.0560188,21.8042272,9
Palembang,Seru,Schwal,450,685,920,57.2,3.674234614,13.2,1.3,4,4,No,low,246.8492066,373.2212072,18.20732549,14.5
Palembang,Seru,Schwal,450,685,920,160,7.8,12.5,3,5,5,Yes,open,542.7220129,1592.787475,50.92958179,15.5
Palembang,Seru,Schwal,450,685,920,109,8.294576541,8.5,5,5,4,Yes,open,439.4378609,1224.802256,34.69577759,13.5
Palembang,Seru,Schwal,450,685,920,139,9.643650761,11.5,4.5,5,5,Yes,open,660.6245759,2239.955562,44.24507418,16
Palembang,Seru,Schwal,450,685,920,28,2.792848009,3.25,2.25,5,4,Yes,open,54.43697341,53.09291585,8.912676813,5.5
Palembang,Seru,Schwal,450,685,920,25,2.8,6.5,2.5,1,5,No,high,95.93492629,106.7303744,7.957747155,9
Palembang,Seru,Schwal,450,685,920,142,10.62355873,15,15,4,4,No,low,910.3701746,3545.601469,45.20000384,30
Palembang,Seru,Schwal,450,685,920,68,5.849786321,9,3,5,4,No,open,295.384161,645.0318036,21.64507226,12
Palembang,Seru,Schwal,450,685,920,68.5,5.396295025,7,9.5,4,4,No,low,220.1377237,426.9214977,21.8042272,16.5
Palembang,Seru,Schwal,450,685,920,35,3.049590136,8.5,3,1,4,No,high,134.243674,165.5619328,11.14084602,11.5
Palembang,Seru,Schwal,450,685,920,78,5.499090834,7.6,2.4,5,4,Yes,open,239.9155277,481.34226,24.82817112,10
Palembang,Seru,Schwal,450,685,920,35.5,2.694438717,9,2.5,2,5,No,high,123.9526359,136.847776,11.30000096,11.5
Palembang,Seru,Schwal,450,685,920,37,4.442971978,10.5,2.5,1,5,No,high,245.4254324,434.1052729,11.77746579,13
Palembang,Seru,Schwal,450,685,920,68,5.196152423,8,3.5,5,4,Yes,open,233.1931357,452.3893421,21.64507226,11.5
Palembang,Seru,Schwal,450,685,920,31.9,2.7,7.4,2.5,3,4,No,low,103.6208042,112.9842382,10.15408537,9.9
Palembang,Seru,Schwal,450,685,920,25.6,2.7,6.7,1.5,2,4,No,high,94.68738036,102.29654,8.148733086,8.2
Palembang,Seru,Schwal,450,685,920,28.8,2.545584412,8.5,3.4,3,4,No,low,110.6013077,115.3592822,9.167324722,11.9
Palembang,Seru,Schwal,450,685,920,29.1,2.449489743,6.6,3.4,3,4,No,low,83.96797897,82.93804605,9.262817688,10
Palembang,Seru,Schwal,450,685,920,32.2,2.3,5.6,5.5,3,3,No,low,67.54721818,62.04436051,10.24957834,11.1
Palembang,Seru,Schwal,450,685,920,75.5,5.869412236,7.5,15,3,4,No,low,257.5064417,541.1393346,24.03239641,22.5
Palembang,Seru,Schwal,450,685,920,53,4.783304297,8,10,3,4,No,low,211.3455916,383.3580795,16.87042397,18
Palembang,Seru,Schwal,450,685,920,51,3.847076812,9.8,4.2,2,4,No,high,196.831135,303.7710657,16.2338042,14
Palembang,Tembesu,Fagfra,510,850,930,76.5,4.598912915,12.1,4.3,5,4,Yes,open,289.6422783,535.9871226,24.35070629,16.4
Palembang,Tembesu,Fagfra,510,850,930,58,3.198437118,8.4,6.8,3,3,No,low,139.8655241,179.9755599,18.4619734,15.2
Palembang,Tembesu,Fagfra,510,850,930,77.5,4.156921938,10,7,4,4,No,low,218.2768822,361.9114737,24.66901618,17
Palembang,Tembesu,Fagfra,510,850,930,54,3.741657387,7.5,3.7,5,4,No,open,150.6379393,219.9114858,17.18873385,11.2
Palembang,Tembesu,Fagfra,510,850,930,72.5,4.047221269,6.6,8.3,4,4,No,low,148.2050122,226.4208657,23.07746675,14.9
Palembang,Tembesu,Fagfra,510,850,930,63,3.541186242,9.3,7.7,3,4,No,low,171.4454481,244.2525456,20.05352283,17
Palembang,Tembesu,Fagfra,510,850,930,101,5.249761899,7.4,7.1,4,4,No,low,222.0191606,427.1393148,32.1492985,14.5
Palembang,Tembesu,Fagfra,510,850,930,51.8,3.54964787,3.8,9.4,3,3,No,low,82.91579059,100.2796375,16.4884521,13.2
Palembang,Tembesu,Fagfra,510,850,930,89,5.992495307,10.8,4.1,5,4,Yes,open,352.9547214,812.2650638,28.32957987,14.9
Palembang,Tembesu,Fagfra,510,850,930,178,8.424962908,14.3,3.3,5,5,Yes,open,663.6678256,2125.84035,56.65915974,17.6
Palembang,Tembesu,Fagfra,510,850,930,25.3,2.371708245,5.7,3.6,2,3,No,high,70.99300278,67.15154297,8.05324012,9.3
Palembang,Tembesu,Fagfra,510,850,930,80,4.042276586,10,3.2,4,4,Yes,low,211.6477766,342.2241597,25.46479089,13.2
Palembang,Tembesu,Fagfra,510,850,930,18.4,2.529822128,3.4,3,2,3,No,high,49.69879002,45.57403743,5.856901906,6.4
Palembang,Tembesu,Fagfra,510,850,930,127,7.389181281,14.3,1.6,5,5,Yes,open,570.0320752,1635.261808,40.42535555,15.9
Palembang,Tembesu,Fagfra,510,850,930,46,2.097617696,4.5,8.5,4,4,No,low,50.22013553,41.46902303,14.64225476,13
Palembang,Tembesu,Fagfra,510,850,930,54,3.646916506,4,7.5,4,4,No,low,89.00961339,111.4218194,17.18873385,11.5
Palembang,Tembesu,Fagfra,510,850,930,25,3.046309242,3,5,3,3,No,low,57.71794367,58.30795965,7.957747155,8
Palembang,Tembesu,Fagfra,510,850,930,208,13.68685501,12,6,4,4,No,low,1081.601774,4708.116414,66.20845633,18
Palembang,Tembesu,Fagfra,510,850,930,41.5,3.286335345,7.5,3,1,4,No,high,130.1697724,169.6460033,13.20986028,10.5
Palembang,Tembesu,Fagfra,510,850,930,109,5.509990926,8.9,10.6,5,3,No,open,272.5659911,565.9139342,34.69577759,19.5
Palembang,Tembesu,Fagfra,510,850,930,55,4.289522118,6,2,3,4,No,low,147.3431081,231.2212193,17.50704374,8
Palembang,Tembesu,Fagfra,510,850,930,53.5,4.695742753,8.6,2.4,3,5,No,low,219.6762437,397.1601433,17.02957891,11
Palembang,Tembesu,Fagfra,510,850,930,44.1,3.54682957,7.5,3.5,2,4,No,high,141.7851742,197.6061779,14.03746598,11
Palembang,Tembesu,Fagfra,510,850,930,43.3,3.633180425,6,5.5,4,4,No,low,120.6702306,165.8760921,13.78281807,11.5
Palembang,Tembesu,Fagfra,510,850,930,74,4.74341649,8,2,5,5,Yes,open,209.2729098,376.9911184,23.55493158,10
Palembang,Tembesu,Fagfra,510,850,930,139,8.879752249,9,13,5,4,No,open,499.9078373,1486.287484,44.24507418,22
Palembang,Tembesu,Fagfra,510,850,930,26,3.203123476,5.25,4,2,4,No,high,93.21622184,112.8145922,8.276057041,9.25
Palembang,Tembesu,Fagfra,510,850,930,26,2.993325909,4.5,5,3,4,No,low,75.92785498,84.44601053,8.276057041,9.5
Palembang,Tembesu,Fagfra,510,850,930,28.5,2.99833287,5.5,4,3,4,No,low,89.68399802,103.5573658,9.071831756,9.5
Palembang,Tembesu,Fagfra,510,850,930,24,3.949683532,6.2,3.5,1,4,No,high,136.8499244,202.5698943,7.639437268,9.7
Palembang,Tembesu,Fagfra,510,850,930,96,5.799137867,12.5,7,4,4,No,low,385.4395486,880.4313412,30.55774907,19.5
Palembang,Tembesu,Fagfra,510,850,930,36,3.54964787,10.5,4.5,1,4,No,high,192.1110738,277.088472,11.4591559,15
Palembang,Tembesu,Fagfra,510,850,930,24,2.9,3.25,2.25,5,4,Yes,open,57.14121678,57.24505414,7.639437268,5.5
Palembang,Tembesu,Fagfra,510,850,930,22.5,2.397915762,4.75,2.25,5,5,Yes,open,61.24223227,57.20316623,7.161972439,7
Palembang,Tembesu,Fagfra,510,850,930,18.5,2.144761059,7,3.5,2,4,No,high,76.85279031,67.4395223,5.888732894,10.5
Palembang,Tembesu,Fagfra,510,850,930,200,9.746794345,12,10.5,5,4,Yes,open,690.7738505,2387.610417,63.66197724,22.5
Palembang,Tembesu,Fagfra,510,850,930,81,5.824087911,5.3,13.7,4,3,Yes,low,200.4613556,376.5219739,25.78310078,19
Palembang,Tembesu,Fagfra,510,850,930,93,4.874423043,9.1,10,4,4,No,low,240.5783877,452.8417315,29.60281942,19.1
Palembang,Tembesu,Fagfra,510,850,930,86,5.029910536,8.5,9.5,4,4,No,low,235.7001633,450.3996668,27.37465021,18
Palembang,Tembesu,Fagfra,510,850,930,204,9.311283478,14.7,3.2,5,4,No,open,764.0801897,2669.285614,64.93521678,17.9
Palembang,Tembesu,Fagfra,510,850,930,85,5.499090834,10,5.5,3,3,No,low,299.472984,633.345079,27.05634033,15.5
Palembang,Tembesu,Fagfra,510,850,930,48,3.2,8.1,5,4,4,No,low,135.4061694,173.7175074,15.27887454,13.1
Palembang,Tembesu,Fagfra,510,850,930,37.5,4.047221269,5.7,1.5,5,4,Yes,open,131.8664798,195.5452931,11.93662073,7.2
Palembang,Tembesu,Fagfra,510,850,930,54,3.741657387,6.5,4,5,4,Yes,open,133.4424077,190.5899543,17.18873385,10.5
Palembang,Tembesu,Fagfra,510,850,930,59.4,3.487119155,6.1,3.5,5,4,Yes,open,116.5753039,155.3538511,18.90760724,9.6
Palembang,Tembesu,Fagfra,510,850,930,35,2.179449472,8.5,1.9,5,5,Yes,open,93.89019491,84.56120226,11.14084602,10.4
Palembang,Tembesu,Fagfra,510,850,930,64.5,5.34976635,10.5,2.5,5,5,Yes,open,302.4217905,629.3866722,20.53098766,13
Palembang,Tembesu,Fagfra,510,850,930,200,12.75931033,16.5,7,5,4,Yes,open,1227.850077,5625.964124,63.66197724,23.5
Palembang,Tembesu,Fagfra,510,850,930,47,4.649731175,8.8,1.7,5,5,Yes,open,221.4648645,398.4712346,14.96056465,10.5
Palembang,Tembesu,Fagfra,510,850,930,150,9.091204541,16.5,8,5,4,Yes,open,817.1587997,2856.178961,47.74648293,24.5
Palembang,Tembesu,Fagfra,510,850,930,39.5,3.898717738,6.2,1.8,5,4,Yes,open,134.7473651,197.3757944,12.5732405,8
Palembang,Tembesu,Fagfra,510,850,930,17,2.481934729,4.2,0.8,5,5,Yes,open,57.4533205,54.18619009,5.411268065,5
Palembang,Tembesu,Fagfra,510,850,930,30.1,4.098780306,5,2,5,5,Yes,open,121.3328064,175.9291886,9.581127574,7
Palembang,Tembesu,Fagfra,510,850,930,43,4.890807704,4.5,2.5,5,5,Yes,open,142.354524,225.4406888,13.68732511,7
Sanggau,Tengkawang,Shoste,430,490,520,22.1,3.349626845,3.7,2.2,3,3,No,low,75.46190937,86.94671828,7.034648485,5.9
Sanggau,Tengkawang,Shoste,430,490,520,44,8.79090439,6,2.1,2,4,No,high,386.7844801,971.1291211,14.00563499,8.1
Sanggau,Tengkawang,Shoste,430,490,520,41.7,5.989991653,8.2,2.3,3,4,No,low,282.5822734,616.2045494,13.27352225,10.5
Sanggau,Tengkawang,Shoste,430,490,520,30,5.138093031,4.4,3,2,4,No,high,150.2392101,243.2849351,9.549296586,7.4
Sanggau,Tengkawang,Shoste,430,490,520,25.5,6.296824597,4.5,2.6,3,3,No,low,203.3523195,373.6924461,8.116902098,7.1
Sanggau,Tengkawang,Shoste,430,490,520,48.8,7.697402159,8,2.1,3,4,No,low,382.0728445,992.7432785,15.53352245,10.1
Sanggau,Tengkawang,Shoste,430,490,520,34.4,7.09929574,5.7,3.2,3,3,No,low,275.9856367,601.677825,10.94986008,8.9
Sanggau,Tengkawang,Shoste,430,490,520,23.3,5.986651819,2.5,2.4,3,3,No,low,145.4328493,187.6578012,7.416620348,4.9
Sanggau,Tengkawang,Shoste,430,490,520,65.1,6.819090848,7.1,3.7,4,4,No,low,300.2242269,691.4645431,20.72197359,10.8
Sanggau,Tengkawang,Shoste,430,490,520,45,4.221374184,5.6,3.5,3,4,No,low,137.015099,209.0038761,14.32394488,9.1
Sanggau,Tengkawang,Shoste,430,490,520,47.3,6.562773804,6,10,2,3,No,high,255.2856014,541.2335824,15.05605762,16
Sanggau,Tengkawang,Shoste,430,490,520,48.4,6,6.7,0.8,5,5,Yes,open,243.9800279,505.1680987,15.40619849,7.5
Sanggau,Tengkawang,Shoste,430,490,520,182,11.55335449,9,15,4,4,No,low,718.2381386,2516.038724,57.93239929,24
Sanggau,Tengkawang,Shoste,430,490,520,215,14.76414576,14.2,15.1,3,3,No,low,1334.856044,6482.814671,68.43662553,29.3
Sanggau,Tengkawang,Shoste,430,490,520,176,11.27164584,14.5,13.5,3,3,No,low,954.457169,3858.347018,56.02253997,28
Sanggau,Tengkawang,Shoste,430,490,520,240,23.08246087,15.8,13.8,4,4,No,low,2670.687179,17631.12063,76.39437268,29.6
Sanggau,Tengkawang,Shoste,430,490,520,27.4,3.363034344,3,4,1,3,No,high,66.00758488,71.06282582,8.721690881,7
Sanggau,Tengkawang,Shoste,430,490,520,78.8,8.278284847,7,12,4,3,No,low,387.0117275,1004.702275,25.08281903,19
Sanggau,Tengkawang,Shoste,430,490,520,55.1,4.195235393,6.9,10,3,3,No,low,160.3573758,254.3433412,17.53887473,16.9
Sanggau,Tengkawang,Shoste,430,490,520,65,5.34976635,7,9.8,3,3,No,low,217.7751496,419.5911148,20.6901426,16.8
Sanggau,Tengkawang,Shoste,430,490,520,54.4,3.734969879,6.2,9.4,3,4,No,low,128.0668053,181.1442324,17.31605781,15.6
Sanggau,Tengkawang,Shoste,430,490,520,50.8,4.098780306,8.8,4.4,3,4,No,low,191.8817667,309.6353719,16.17014222,13.2
Sanggau,Tengkawang,Shoste,430,490,520,50.9,3.521363372,5,5.3,3,4,No,low,100.4609137,129.8524963,16.20197321,10.3
Sanggau,Tengkawang,Shoste,430,490,520,47.3,4.498888752,5.6,5.5,4,4,No,low,148.3676931,237.3871185,15.05605762,11.1
Sanggau,Tengkawang,Shoste,430,490,520,64.7,6.039867548,7.7,4.8,4,3,No,low,272.2096263,588.3072067,20.59464964,12.5
Sanggau,Tengkawang,Shoste,430,490,520,66,5.411099703,11.2,3,3,3,No,low,323.9184708,686.8275523,21.00845249,14.2
Sanggau,Tengkawang,Shoste,430,490,520,142,13.9348484,13.6,5,5,4,Yes,open,1200.57139,5530.979117,45.20000384,18.6
Sanggau,Tengkawang,Shoste,430,490,520,150,9.767292358,13,4.7,5,4,Yes,open,735.3592003,2597.468806,47.74648293,17.7
Sanggau,Tengkawang,Shoste,430,490,520,141.5,10.74709263,14.7,4.3,5,3,Yes,open,909.0689063,3555.968725,45.0408489,19
Sanggau,Tengkawang,Shoste,430,490,520,270,16.23329911,17,5,5,4,Yes,open,1708.118793,9382.554956,85.94366927,22
Sanggau,Tengkawang,Shoste,430,490,520,74,6.873863542,8.1,3.6,5,4,Yes,open,332.7564588,801.5773656,23.55493158,11.7
Sanggau,Tengkawang,Shoste,430,490,520,160.5,11.88444361,15.2,11.3,4,4,No,low,1056.463346,4496.347937,51.08873673,26.5
Sanggau,Tengkawang,Shoste,430,490,520,169,6.480740698,6.2,13,4,3,No,low,256.3065184,545.3804847,53.79437077,19.2
Sanggau,Tengkawang,Shoste,430,490,520,33.5,3.085449724,5.7,4.7,1,3,No,high,95.54039921,113.6502558,10.66338119,10.4
Sanggau,Tengkawang,Shoste,430,490,520,28,3.464101615,4.3,3.9,1,4,No,high,87.78473098,108.0707873,8.912676813,8.2
Sanggau,Tengkawang,Shoste,430,490,520,31.7,3.174901573,6,2.6,2,4,No,high,103.126635,126.6690158,10.09042339,8.6
Sanggau,Tengkawang,Shoste,430,490,520,33.1,4.049691346,7,4.4,1,3,No,high,155.6699467,240.4365578,10.53605723,11.4
Sanggau,Tengkawang,Shoste,430,490,520,57.7,4.728636167,7.7,5.8,2,3,No,high,202.0715433,360.5961936,18.36648043,13.5
Sanggau,Tengkawang,Shoste,430,490,520,46.8,7.6,6.6,2.9,1,4,No,high,331.5349756,798.4169234,14.89690267,9.5
Sanggau,Tengkawang,Shoste,430,490,520,16,2.28035085,1.8,2.8,1,3,No,high,28.19421592,19.60353816,5.092958179,4.6
Sanggau,Tengkawang,Shoste,430,490,520,64.3,7.483314774,5.5,3,5,4,Yes,open,291.6324148,645.0736915,20.46732568,8.5
Sanggau,Tengkawang,Shoste,430,490,520,62.4,7.613146524,5.7,2.5,5,4,Yes,open,304.9547341,691.9294988,19.8625369,8.2
Sanggau,Tengkawang,Shoste,430,490,520,39.7,2.949576241,4.6,5.5,2,4,No,high,75.92051211,83.817692,12.63690248,10.1
Sanggau,Tengkawang,Shoste,430,490,520,41,4.74341649,5.1,3,3,4,No,low,148.5077594,240.331838,13.05070533,8.1
Sanggau,Tengkawang,Shoste,430,490,520,78.6,9.144397192,8.2,3.1,4,5,Yes,low,489.6228574,1436.093211,25.01915705,11.3
Sanggau,Tengkawang,Shoste,430,490,520,22.7,2.698147513,4.4,1.3,2,4,No,high,65.86889431,67.08766392,7.225634416,5.7
Sanggau,Tengkawang,Shoste,430,490,520,62.5,6.480740698,10.6,2.6,3,4,No,low,380.9383226,932.4246996,19.89436789,13.2
Sanggau,Tengkawang,Shoste,430,490,520,43.8,5.892367945,7.9,6,2,4,No,high,269.1182956,574.4674438,13.94197301,13.9
Sanggau,Tengkawang,Shoste,430,490,520,22,3.741657387,4.9,2.6,2,4,No,high,106.5970898,143.675504,7.002817496,7.5
Sanggau,Tengkawang,Shoste,430,490,520,28.8,3.894868419,4.8,4.6,2,3,No,high,110.3859773,152.5054738,9.167324722,9.4
Sanggau,Tengkawang,Shoste,430,490,520,25.2,4.247352116,4.1,3.9,2,4,No,high,110.7363611,154.9098394,8.021409132,8
Sanggau,Tengkawang,Shoste,430,490,520,163.5,14.3777606,7.3,13.7,3,4,No,low,901.8988408,3160.559496,52.04366639,21
Sanggau,Tengkawang,Shoste,430,490,520,390,25.69824897,16.6,10.7,3,4,No,low,3213.568529,22960.09953,124.1408556,27.3
Sanggau,Tengkawang,Shoste,430,490,520,385,22.79802623,15.1,14.2,3,4,No,low,2561.349774,16437.284,122.5493062,29.3
Sanggau,Tengkawang,Shoste,430,490,520,32,4.498888752,7.5,4.5,3,4,No,low,186.4629032,317.9291765,10.18591636,12
Sanggau,Tengkawang,Shoste,430,490,520,384,25.58319761,21.4,17,3,4,No,low,3672.149589,29334.72612,122.2309963,38.4
Sanggau,Tengkawang,Shoste,430,490,520,324,21.3850415,18.2,13.9,3,4,No,low,2592.763861,17432.11958,103.1324031,32.1
Sanggau,Tengkawang,Shoste,430,490,520,197,14.90335533,13.3,18,3,4,No,low,1296.613052,6186.975079,62.70704758,31.3
Sanggau,Tengkawang,Shoste,430,490,520,187,16.16261118,10.8,12.2,3,4,No,low,1293.180215,5908.883392,59.52394872,23
Sanggau,Tengkawang,Shoste,430,490,520,104.3,8.378544026,4.5,14.8,3,4,No,low,313.5512807,661.6194128,33.19972113,19.3
Sanggau,Tengkawang,Shoste,430,490,520,174,11.22675376,14.4,15.9,4,4,No,low,944.7921898,3801.276845,55.3859202,30.3
Sanggau,Tengkawang,Shoste,430,490,520,116.5,8.02371485,8.8,15.9,3,4,No,low,430.8413622,1186.566979,37.08310174,24.7
Sanggau,Tengkawang,Shoste,430,490,520,93,7.531932023,5.6,14.7,3,4,No,low,297.3263457,665.3641913,29.60281942,20.3
Sanggau,Tengkawang,Shoste,430,490,520,91.5,5.68594759,9,12.5,3,4,No,low,285.5223374,609.4061429,29.12535459,21.5
Sanggau,Tengkawang,Shoste,430,490,520,33.6,4.349712634,6.4,4.1,2,4,No,high,157.6226082,253.6061142,10.69521218,10.5
Sanggau,Tengkawang,Shoste,430,490,520,111.8,8.349850298,7.9,13.3,3,4,No,low,422.4172795,1153.56769,35.58704528,21.2
Sanggau,Tengkawang,Shoste,430,490,520,75,5.099019514,7.2,8.5,4,4,No,low,209.7347726,392.0707632,23.87324146,15.7
Sanggau,Tengkawang,Shoste,430,490,520,76.2,6.340346994,6.4,8.6,3,4,No,low,254.1698194,538.8459719,24.25521333,15
Sanggau,Tengkawang,Shoste,430,490,520,124.6,9.641576635,12.6,14,3,4,No,low,706.6860208,2453.156606,39.66141182,26.6
Sanggau,Tengkawang,Shoste,430,490,520,117,9.695359715,8.5,16,3,4,No,low,542.7176482,1673.421687,37.24225668,24.5
Sanggau,Tengkawang,Shoste,430,490,520,117,9.311283478,9.4,14.3,3,4,No,low,548.2156568,1706.890121,37.24225668,23.7
Sanggau,Tengkawang,Shoste,430,490,520,94,9.987492178,8.9,8.9,3,4,No,low,581.780245,1859.351612,29.9211293,17.8
Sanggau,Tengkawang,Shoste,430,490,520,340,16.59518002,13.6,9,5,5,Yes,open,1526.374224,7844.431192,108.2253613,22.6
Sanggau,Tengkawang,Shoste,430,490,520,108.5,6.292853089,10,11.5,3,3,No,low,350.8446801,829.3804605,34.53662265,21.5
Sanggau,Tengkawang,Shoste,430,490,520,101.2,6.734983296,8.2,10.2,3,4,No,low,327.1353387,779.0144471,32.21296048,18.4
Sanggau,Tengkawang,Shoste,430,490,520,130.5,9.739609848,9.9,10.7,3,4,No,low,602.5770997,1966.875762,41.53944015,20.6
Sanggau,Tengkawang,Shoste,430,490,520,121,8.099382693,9.7,7.3,3,3,No,low,467.4449517,1332.705492,38.51549623,17
Sanggau,Tengkawang,Shoste,430,490,520,90.8,8.046117076,6.6,10.7,3,4,No,low,359.0107339,894.9015169,28.90253767,17.3
Sanggau,Tengkawang,Shoste,430,490,520,94.2,6.345076832,8.9,9,3,4,No,low,323.0906765,750.4510867,29.98479128,17.9
Sanggau,Tengkawang,Shoste,430,490,520,97.5,7.062577433,9.3,8.7,3,4,No,low,381.3727765,971.5563777,31.0352139,18
Sanggau,Tengkawang,Shoste,430,490,520,84,5.716642371,6.3,9.2,3,3,No,low,219.4381714,431.2024413,26.73803044,15.5
Sanggau,Tengkawang,Shoste,430,490,520,95.3,6.948381106,7.3,8.2,3,3,No,low,313.6364976,738.1569875,30.33493215,15.5
Sanggau,Tengkawang,Shoste,430,490,520,75.5,6.249799997,6.2,10.2,3,3,No,low,244.1185425,507.2038507,24.03239641,16.4
Sanggau,Tengkawang,Shoste,430,490,520,81.7,6.718630813,7.5,10,3,4,No,low,305.852831,709.0574619,26.0059177,17.5
Sanggau,Tengkawang,Shoste,430,490,520,100.5,6.349803147,7.8,7.8,4,3,No,low,292.6898062,658.6788821,31.99014356,15.6
Sanggau,Tengkawang,Shoste,430,490,520,88,7.776888838,6.2,11.2,3,4,No,low,329.8172113,785.3478979,28.01126998,17.4
Sanggau,Tengkawang,Shoste,430,490,520,85.5,5.648008499,4.5,8.7,4,3,No,low,173.8984838,300.6504169,27.21549527,13.2
Sanggau,Tengkawang,Shoste,430,490,520,156,11.40175425,14.7,11.4,3,4,No,low,978.2487947,4002.389041,49.65634224,26.1
Sanggau,Tengkawang,Shoste,430,490,520,150.5,10.86278049,12.9,13.5,3,4,No,low,835.6837289,3188.088225,47.90563787,26.4
Sanggau,Tengkawang,Shoste,430,490,520,160.7,13.41640786,10,14.5,3,4,No,low,944.7015518,3769.911184,51.15239871,24.5
Sanggau,Tengkawang,Shoste,430,490,520,44.5,7.028513356,9,2.2,3,4,No,low,369.8355451,931.1680625,14.16478994,11.2
Sanggau,Tengkawang,Shoste,430,490,520,36,5.14781507,5,7.4,3,4,No,low,163.3263619,277.5073511,11.4591559,12.4
Sanggau,Tengkawang,Shoste,430,490,520,67.5,7.589466384,7.4,9.7,3,4,No,low,355.9034624,892.7149684,21.48591732,17.1
Jambi,Jengkol,Pitjir,410,470,600,56.5,6.326136262,5.2,2.8,5,5,Yes,open,222.2032844,435.8519984,17.98450857,8
Jambi,Jengkol,Pitjir,410,470,600,79.7,7.6498366,6.3,9,3,4,No,low,325.2874694,772.1532088,25.36929793,15.3
Jambi,Jengkol,Pitjir,410,470,600,67.9,8.077747211,6,5.1,4,5,No,low,341.7964804,819.9556826,21.61324127,11.1
Jambi,Jengkol,Pitjir,410,470,600,60.3,6.499230724,7.3,2.1,5,5,Yes,open,287.452775,645.8109186,19.19408614,9.4
Jambi,Jengkol,Pitjir,410,470,600,32,4.098780306,5,4.5,1,3,No,high,121.3328064,175.9291886,10.18591636,9.5
