"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light","Note","studyName"
"Ishihara0000","Japan-Hourai-Aichi Prefectural Forest Research Institute",34.9,137.6,"TempF",NA,NA,NA,NA,"Chamaecyparis obtusa","Cupressaceae","EG",26,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008332289,NA,NA,10.7,5.3,NA,0.159,NA,NA,10.7,NA,NA,NA,42.8,60.32,6.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Yamaji, K. (1991) On the estimation of radiation interception by woody organs in a hinoki plantation [in Japanese]. Master's Thesis, Faculty of Agriculture, Nagoya University [data reported in Hagihara et al. 1993]","Yamaji1991"
"Ishihara0000","Japan-Hourai-Aichi Prefectural Forest Research Institute",34.9,137.6,"TempF",NA,NA,NA,NA,"Chamaecyparis obtusa","Cupressaceae","EG",27,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021642432,NA,NA,11.3,5.38,NA,0.231,NA,NA,18.7,NA,NA,NA,97.7,132.9,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Yamaji, K. (1991) On the estimation of radiation interception by woody organs in a hinoki plantation [in Japanese]. Master's Thesis, Faculty of Agriculture, Nagoya University [data reported in Hagihara et al. 1993]","Yamaji1991"
"Ishihara0000","Japan-Hourai-Aichi Prefectural Forest Research Institute",34.9,137.6,"TempF",NA,NA,NA,NA,"Chamaecyparis obtusa","Cupressaceae","EG",27,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014957123,NA,NA,12.2,5.9,NA,0.196,NA,NA,12.3,NA,NA,NA,71.2,93.48,9.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Yamaji, K. (1991) On the estimation of radiation interception by woody organs in a hinoki plantation [in Japanese]. Master's Thesis, Faculty of Agriculture, Nagoya University [data reported in Hagihara et al. 1993]","Yamaji1991"
"Ishihara0000","Japan-Hourai-Aichi Prefectural Forest Research Institute",34.9,137.6,"TempF",NA,NA,NA,NA,"Chamaecyparis obtusa","Cupressaceae","EG",27,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00646107,NA,NA,10.6,5.6,NA,0.135,NA,NA,3.87,NA,NA,NA,32.8,39.3,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Yamaji, K. (1991) On the estimation of radiation interception by woody organs in a hinoki plantation [in Japanese]. Master's Thesis, Faculty of Agriculture, Nagoya University [data reported in Hagihara et al. 1993]","Yamaji1991"
"Ishihara0000","Japan-Hourai-Aichi Prefectural Forest Research Institute",34.9,137.6,"TempF",NA,NA,NA,NA,"Chamaecyparis obtusa","Cupressaceae","EG",27,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004060202,NA,NA,8.87,5.06,NA,0.106,NA,NA,3.98,NA,NA,NA,16,21.75,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Yamaji, K. (1991) On the estimation of radiation interception by woody organs in a hinoki plantation [in Japanese]. Master's Thesis, Faculty of Agriculture, Nagoya University [data reported in Hagihara et al. 1993]","Yamaji1991"
"Ishihara0000","Japan-Hourai-Aichi Prefectural Forest Research Institute",34.9,137.6,"TempF",NA,NA,NA,NA,"Chamaecyparis obtusa","Cupressaceae","EG",27,5.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001052088,NA,NA,7.92,5.85,NA,0.0802,NA,NA,0.956,NA,NA,NA,9.6,10.933,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Yamaji, K. (1991) On the estimation of radiation interception by woody organs in a hinoki plantation [in Japanese]. Master's Thesis, Faculty of Agriculture, Nagoya University [data reported in Hagihara et al. 1993]","Yamaji1991"
