var_in,method,unit_in,var_out,notes
H.cm,,cm,h.t,
CW1.cm,,cm,d.cr,
CW2.cm,,cm,d.cr,
Al.cm2,,cm2,a.lf,
Wl.mg,m5,mg,m.lf,
Ws.mg,m5,mg,m.st,
Wr.mg,m5,mg,m.rt,
SLA.cm2.g,,cm2.g,lf.ma,
