dataset,location,latitude,longitude,vegetation,map,mat,grouping,species,family,pft,age,a.lf,a.ssbax,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc,growingCondition,status,light
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Pinus banksiana,Pinaceae,EG,12,0.033848235,0.000011,,,,,,,,,,,,,,0.42,,0.006375,,,,0.00423,,,,0.00366,0.00789,0.00088,,,,,,0.025998401,,,,,,,,,,,FW,0,31.3
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Pinus banksiana,Pinaceae,EG,11,0.033314158,0.000015,,,,,,,,,,,,,,0.41,,0.006047888,,,,0.00425,,,,0.00394,0.00819,0.0011,,,,,,0.033018995,,,,,,,,,,,FW,0,54.2
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Pinus banksiana,Pinaceae,EG,12,0.071851086,0.000021,,,,,,,,,,,,,,0.36,,0.006625,,,,0.01049,,,,0.00588,0.01637,0.00283,,,,,,0.039387018,,,,,,,,,,,FW,0,51.3
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Pinus banksiana,Pinaceae,EG,20,0.437099296,0.00019,,,,,,,,,,,,,,1.58,,0.0226,,,,0.06666,,,,0.13317,0.19983,0.03558,,,,,,0.081400268,,,,,,,,,,,FW,0,78.8
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Pinus banksiana,Pinaceae,EG,21,0.175901824,0.000097,,,,,,,,,,,,,,1.34,,0.0146,,,,0.02459,,,,0.069,0.09359,0.01538,,,,,,0.087435137,,,,,,,,,,,FW,0,56.8
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Pinus banksiana,Pinaceae,EG,18,0.194473172,0.000061,,,,,,,,,,,,,,1.01,,0.01145,,,,0.02682,,,,0.03445,0.06127,0.0083,,,,,,0.042679409,,,,,,,,,,,FW,0,28.4
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Pinus banksiana,Pinaceae,EG,18,0.165770459,0.000089,,,,,,,,,,,,,,1.43,,0.0173,,,,0.02209,,,,0.07032,0.09241,0.01604,,,,,,0.096760304,,,,,,,,,,,FW,0,65.6
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Pinus banksiana,Pinaceae,EG,25,0.713086771,0.000228,,,,,,,,,,,,,,1.75,,0.0251,,,,0.09042,,,,0.21981,0.31023,0.09965,,,,,,0.139744564,,,,,,,,,,,FW,0,46.5
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Pinus banksiana,Pinaceae,EG,35,0.620813651,0.000343,,,,,,,,,,,,,,4.46,,0.035075,,,,0.07822,,,,1.16012,1.23834,0.20785,,,,,,0.334802561,,,,,,,,,,,FW,0,27.7
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Pinus banksiana,Pinaceae,EG,30,0.106986536,0.000292,,,,,,,,,,,,,,4.38,,0.0358,,,,0.01334,,,,1.05601,1.06935,0.087,,,,,,0.813186438,,,,,,,,,,,FW,0,29.7
Claveau2005,Duparquet Lake,48,-79,BorF,857,0.8,-,Pinus banksiana,Pinaceae,EG,22,0.252576903,0.000083,,,,,,,,,,,,,,1.3,,0.018,,,,0.04316,,,,0.08765,0.13081,0.02119,,,,,,0.08389524,,,,,,,,,,,FW,0,62.7
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,11,2.764848023,0.000957,,,,,,,,,,,,,,3.41,,0.05165,,,,0.42142,,,,1.5117,1.93312,0.386,,,,,,0.139609844,,,,,,,,,,,FW,0,44.8
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,31.9
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,58.6
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,8,2.440734509,0.000957,,,,,,,,,,,,,,3.22,,0.0412,,,,0.3814,,,,0.98526,1.36666,0.24754,,,,,,0.101420289,,,,,,,,,,,FW,0,58.3
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,11,1.483278718,0.000622,,,,,,,,,,,,,,2.44,,0.0366,,,,0.22246,,,,0.45315,0.67561,0.10825,,,,,,0.072980215,,,,,,,,,,,FW,0,59.1
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,55.6
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,10,2.90090909,0.001001,,,,,,,,,,,,,,3.4,,0.03925,,,,0.45163,,,,1.01101,1.46264,0.23377,,,,,,0.080585083,,,,,,,,,,,FW,0,55.6
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,48.3
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,10,0.113026215,0.000046,,,,,,,,,,,,,,0.67,,0.0098,,,,0.012841,,,,0.01649,0.029331,0.00199,,,,,,0.017606535,,,,,,,,,,,FW,0,41.3
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,6,0.188069899,0.000084,,,,,,,,,,,,,,0.97,,0.0151,,,,0.02421,,,,0.0334,0.05761,0.00338,,,,,,0.017972041,,,,,,,,,,,FW,0,46
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,10,1.789885183,0.000815,,,,,,,,,,,,,,3.13,,0.036,,,,0.25424,,,,0.67101,0.92525,0.10226,,,,,,0.057132156,,,,,,,,,,,FW,0,60.3
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,52.3
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,56.5
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,11,0.026514765,0.000012,,,,,,,,,,,,,,0.54,,0.0045,,,,0.002658,,,,0.00344,0.006098,0.00004,,,,,,0.001508593,,,,,,,,,,,FW,0,6.1
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,12,0.256114024,0.000128,,,,,,,,,,,,,,1.15,,0.0152,,,,0.03654,,,,0.05326,0.0898,0.00405,,,,,,0.015813269,,,,,,,,,,,FW,0,52.8
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,12,0.111949699,0.000072,,,,,,,,,,,,,,0.75,,0.0121,,,,0.014775,,,,0.01974,0.034515,0.00347,,,,,,0.030996064,,,,,,,,,,,FW,0,48.3
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,42.6
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,9,1.680855122,0.000924,,,,,,,,,,,,,,3.16,,0.0428,,,,0.25171,,,,0.70145,0.95316,0.12051,,,,,,0.07169565,,,,,,,,,,,FW,0,46.9
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,36.7
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,34.8
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,7,0.034773675,0.000018,,,,,,,,,,,,,,0.39,,0.0054,,,,0.004175,,,,0.00311,0.007285,0.00029,,,,,,0.008339642,,,,,,,,,,,FW,0,30.5
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,38.5
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,9,0.586270648,0.000248,,,,,,,,,,,,,,2.33,,0.0253,,,,0.08272,,,,0.26293,0.34565,0.02387,,,,,,0.040714984,,,,,,,,,,,FW,0,61.8
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,11,4.503228045,0.00157,,,,,,,,,,,,,,5.04,,0.0527,,,,0.60546,,,,2.14422,2.74968,0.39676,,,,,,0.088105687,,,,,,,,,,,FW,0,63.1
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,11,,0.000062,,,,,,,,,,,,,,0.96,,0.00935,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,57.4
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,44.1
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,11,3.505038088,0.00148,,,,,,,,,,,,,,4.39,,0.0535,,,,0.53702,,,,1.69202,2.22904,0.28629,,,,,,0.081679569,,,,,,,,,,,FW,0,63
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,11,0.548148112,0.000285,,,,,,,,,,,,,,1.9,,0.0247,,,,0.074587,,,,0.18136,0.255947,0.02321,,,,,,0.04234257,,,,,,,,,,,FW,0,49.6
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,34.5
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,35.2
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,42.4
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,43.7
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,33.1
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,32.3
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,7,0.483896011,0.000212,,,,,,,,,,,,,,1.5,,0.0204,,,,0.06411,,,,0.09902,0.16313,0.01445,,,,,,0.029861788,,,,,,,,,,,FW,0,36
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,34.9
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,35.8
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,10,0.244470703,0.000104,,,,,,,,,,,,,,1.2,,0.0132,,,,0.03259,,,,0.05443,0.08702,0.00701,,,,,,0.028674192,,,,,,,,,,,FW,0,31.8
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,46.1
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,33.6
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,10,0.344912921,0.000128,,,,,,,,,,,,,,1.4,,0.0178,,,,0.04226,,,,0.08891,0.13117,0.0142,,,,,,0.041169812,,,,,,,,,,,FW,0,21.8
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,9,0.357780914,0.000143,,,,,,,,,,,,,,1.25,,0.01235,,,,0.03929,,,,0.06019,0.09948,0.00892,,,,,,0.024931458,,,,,,,,,,,FW,0,20.8
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,10,0.498117256,0.000202,,,,,,,,,,,,,,1.66,,0.0214,,,,0.06995,,,,0.13916,0.20911,0.01189,,,,,,0.023869882,,,,,,,,,,,FW,0,25.5
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,10,0.218350312,0.00011,,,,,,,,,,,,,,1.3,,0.015,,,,0.02929,,,,0.05462,0.08391,0.00559,,,,,,0.025601063,,,,,,,,,,,FW,0,64
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,58.3
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,36.8
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,9,1.072738259,0.000569,,,,,,,,,,,,,,2.44,,0.0326,,,,0.1505,,,,0.47833,0.62883,0.0933,,,,,,0.086973686,,,,,,,,,,,FW,0,39.2
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,36.1
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,11,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,43.2
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,10,0.58554277,0.000181,,,,,,,,,,,,,,1.72,,0.02165,,,,0.07459,,,,0.11565,0.19024,0.01531,,,,,,0.026146681,,,,,,,,,,,FW,0,19.1
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,10,0.649880974,0.000322,,,,,,,,,,,,,,2.46,,0.0265,,,,0.0862,,,,0.27277,0.35897,0.02704,,,,,,0.041607619,,,,,,,,,,,FW,0,34.3
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,30.6
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,10,0.135679662,0.000053,,,,,,,,,,,,,,0.9,,0.01015,,,,0.016346,,,,0.02283,0.039176,0.00186,,,,,,0.013708761,,,,,,,,,,,FW,0,27
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,33
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,38.1
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,10,0.667832844,0.000353,,,,,,,,,,,,,,2.51,,0.0261,,,,0.08108,,,,0.26124,0.34232,0.03487,,,,,,0.052213664,,,,,,,,,,,FW,0,45.7
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,10,0.179769622,0.000102,,,,,,,,,,,,,,1.07,,0.0156,,,,0.01997,,,,0.04761,0.06758,0.00571,,,,,,0.031762875,,,,,,,,,,,FW,0,45.6
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,41.7
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,39.7
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,10,0.116808406,0.00005,,,,,,,,,,,,,,0.96,,0.0115,,,,0.01598,,,,0.02323,0.03921,0.00197,,,,,,0.016865225,,,,,,,,,,,FW,0,34.6
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,35.5
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,10,1.129388925,0.000501,,,,,,,,,,,,,,3.3,,0.030025,,,,0.15985,,,,0.54283,0.70268,0.06058,,,,,,0.053639626,,,,,,,,,,,FW,0,25.5
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,11,0.103481454,0.000061,,,,,,,,,,,,,,0.78,,0.0114,,,,0.012875,,,,0.02604,0.038915,0.00175,,,,,,0.016911243,,,,,,,,,,,FW,0,21
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,32
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,35.5
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,11,0.0746227,0.000036,,,,,,,,,,,,,,0.46,,0.0074,,,,0.009525,,,,0.00784,0.017365,0.00081,,,,,,0.010854606,,,,,,,,,,,FW,0,35.6
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,9,0.845629585,0.000359,,,,,,,,,,,,,,2.73,,0.0291,,,,0.11795,,,,0.40847,0.52642,0.04644,,,,,,0.054917662,,,,,,,,,,,FW,0,36.7
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,32.6
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,34.8
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,37.5
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,36.9
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,10,0.996813031,0.000421,,,,,,,,,,,,,,2.66,,0.02825,,,,0.10917,,,,0.40923,0.5184,0.03725,,,,,,0.037369094,,,,,,,,,,,FW,0,39.3
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,47.8
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,48.3
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,11,0.095605358,0.000038,,,,,,,,,,,,,,0.58,,0.0085,,,,0.011416,,,,0.0119,0.023316,0.00323,,,,,,0.033784717,,,,,,,,,,,FW,0,46.8
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,11,1.502998534,0.00083,,,,,,,,,,,,,,2.9,,0.0422,,,,0.23799,,,,0.82004,1.05803,0.10697,,,,,,0.071171061,,,,,,,,,,,FW,0,83.8
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,55.6
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,46.5
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,70.7
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,64.2
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,12,7.923333101,0.001798,,,,,,,,,,,,,,3.91,,0.0624,,,,1.16323,,,,2.53823,3.70146,0.84428,,,,,,0.106556166,,,,,,,,,,,FW,0,80.1
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,12,5.081812561,0.001829,,,,,,,,,,,,,,4.57,,0.06002,,,,0.68093,,,,1.75689,2.43782,0.31298,,,,,,0.061588261,,,,,,,,,,,FW,0,90.9
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,88.6
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,89.4
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,10,3.64658899,0.001803,,,,,,,,,,,,,,4.6,,0.05765,,,,0.67273,,,,2.08853,2.76126,0.4403,,,,,,0.120742974,,,,,,,,,,,FW,0,85.3
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Pinus contorta,Pinaceae,EG,,,,,,,,,,,,,,,,,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,92.4
