"var_in","method","unit_in","var_out","notes"
"Temp",NA,NA,NA,NA
"CO2",NA,NA,NA,NA
"Water",NA,NA,NA,NA
"Potnum",NA,NA,NA,NA
"Leafnum",NA,NA,NA,NA
"LA","a1,x7,x1","cm2","a.lf",NA
"LeafFW",NA,NA,NA,NA
"TipFW",NA,NA,NA,NA
"StemFW",NA,NA,NA,NA
"CookieFW",NA,NA,NA,NA
"RootFW",NA,NA,NA,NA
"Primbranchnum",NA,NA,NA,NA
"LeafDW","m3","g","m.lf",NA
"TipDW",NA,NA,NA,NA
"StemDW","m3","g","m.st",NA
"RootDW","m3","g","m.rt",NA
"grouping",NA,NA,"grouping",NA
