"reference"
"Lusk, C. H., M. M. Pérez-Millaqueo, A. Saldaña, B. R. Burns,, D. C. Laughlin, and D. S. Falster. “Seedlings of Temperate Rainforest Conifer and Angiosperm Trees Differ in Self-shading and Leaf Area Display.” Annals of Botany 110 (2012): 177–188. doi:10.1093/aob/mcs095."
