"spdataset","dataset","species","age","dbh","sapbh","sapcb","h_t","h_c","cw","m_lf","a_lf","wbr","m_st","a_cs","SAcon","Vell","sp","authorname","reference","country","remark","a_cp","a_st","a_ss_dbh","a_ss_crownbase"
"Brown-ABLA","Brown","ABLA",12,0,NA,NA,1.31064,1.0668,0.67056,0.2469852,NA,0.109998,NA,1.99371941808119,1.53101847804912,0.251163725502131,"Abies lasiocarpa","(Hook.) Nutt.","Brown 1978","USA","",0.353154844631792,0,NA,NA
"Brown-ABLA","Brown","ABLA",12,0.762,NA,NA,1.64592,1.64592,0.73152,0.37499112,NA,0.21800016,NA,3.18457128144161,2.35769443417473,0.461168625620913,"Abies lasiocarpa","(Hook.) Nutt.","Brown 1978","USA","",0.420283451462628,4.56036731187748e-05,NA,NA
"Brown-ABLA","Brown","ABLA",21,1.524,NA,NA,1.85928,1.70688,0.97536,0.9471168,NA,0.70702632,NA,4.56161473878128,3.4669125459727,0.850220346823741,"Abies lasiocarpa","(Hook.) Nutt.","Brown 1978","USA","",0.747170580378006,0.000182414692475099,NA,NA
"Brown-ABLA","Brown","ABLA",37,1.524,NA,NA,1.85928,1.55448,0.82296,0.6001128,NA,0.25700976,NA,3.46302326987583,2.61061099726953,0.551240622812498,"Abies lasiocarpa","(Hook.) Nutt.","Brown 1978","USA","",0.531921243257389,0.000182414692475099,NA,NA
"Brown-ABLA","Brown","ABLA",37,2.032,NA,NA,2.10312,1.85928,1.00584,0.5279904,NA,0.28898856,NA,5.07922235876114,3.83777385527032,0.984920609290498,"Abies lasiocarpa","(Hook.) Nutt.","Brown 1978","USA","",0.794598400421532,0.000324292786622399,NA,NA
"Brown-ABLA","Brown","ABLA",17,2.54,NA,NA,2.37744,2.37744,1.34112,1.161216,NA,0.79184952,NA,8.71764823513857,6.61640085568678,2.23894521019042,"Abies lasiocarpa","(Hook.) Nutt.","Brown 1978","USA","",1.41261937852717,0.000506707479097498,NA,NA
"Brown-ABLA","Brown","ABLA",20,3.048,NA,NA,2.68224,2.68224,1.18872,1.9060272,NA,1.3603464,NA,8.43043485295751,6.2396773210768,1.98451961812333,"Abies lasiocarpa","(Hook.) Nutt.","Brown 1978","USA","",1.1098109890185,0.000729658769900397,NA,NA
"Brown-ABLA","Brown","ABLA",50,8.89,NA,NA,5.73024,5.1816,1.64592,5.85144,NA,5.9303664,NA,21.881060022579,15.6921309168389,7.3498749708333,"Abies lasiocarpa","(Hook.) Nutt.","Brown 1978","USA","",2.12768497302956,0.00620716661894435,NA,NA
"Brown-ABLA","Brown","ABLA",51,10.16,NA,NA,7.04088,6.52272,2.07264,6.119064,NA,5.1538032,NA,34.6863555792675,24.8762840622161,14.6715199692135,"Abies lasiocarpa","(Hook.) Nutt.","Brown 1978","USA","",3.37394215201943,0.00810731966555996,NA,NA
"Brown-ABLA","Brown","ABLA",37,12.446,NA,NA,7.58952,7.58952,2.286,8.033256,NA,8.3829816,NA,44.3578344008799,31.664413810715,20.7665993525042,"Abies lasiocarpa","(Hook.) Nutt.","Brown 1978","USA","",4.10433058068973,0.0121660465731309,NA,NA
"Brown-ABLA","Brown","ABLA",16,7.874,NA,NA,4.93776,4.66344,1.76784,3.3130944,NA,2.753352,NA,21.4504993950359,15.6351261825626,7.63116648206272,"Abies lasiocarpa","(Hook.) Nutt.","Brown 1978","USA","",2.45457210194493,0.00486945887412695,NA,NA
"Brown-ABLA","Brown","ABLA",150,18.542,NA,NA,18.37944,10.78992,2.4384,20.353032,NA,20.969928,NA,66.3101197945422,46.2606834760436,33.5912949526344,"Abies lasiocarpa","(Hook.) Nutt.","Brown 1978","USA","",4.66981612736254,0.0270024415611057,NA,NA
