"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light","Note","studyName"
"Ishihara0000","Japan-Tanashi Experimental Field, Tokyo University-",35.739,139.538,"TempF",NA,NA,NA,NA,"Metasequoia glyptostroboides",NA,"DG",NA,135.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,NA,NA,0.196,NA,NA,6.218,NA,NA,NA,65.514,88.014,16.282,NA,NA,21.956,109.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Satoo, Taisitiroo. (1974) Primary production relations of a young stand of Metasequoia glyptostroboides planted in Tokyo: Materials for the studies of growth in forest stands. 13. Bulletin of the Tokyo University Forests 66: 153-164.","Satoo1974d"
"Ishihara0000","Japan-Tanashi Experimental Field, Tokyo University-",35.739,139.538,"TempF",NA,NA,NA,NA,"Metasequoia glyptostroboides",NA,"DG",NA,67.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,NA,NA,0.168,NA,NA,3.282,NA,NA,NA,43.688,58.183,11.213,NA,NA,13.165,71.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Satoo, Taisitiroo. (1974) Primary production relations of a young stand of Metasequoia glyptostroboides planted in Tokyo: Materials for the studies of growth in forest stands. 13. Bulletin of the Tokyo University Forests 66: 153-164.","Satoo1974d"
"Ishihara0000","Japan-Tanashi Experimental Field, Tokyo University-",35.739,139.538,"TempF",NA,NA,NA,NA,"Metasequoia glyptostroboides",NA,"DG",NA,144.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,NA,NA,0.248,NA,NA,7.537,NA,NA,NA,128.474,160.338,24.327,NA,NA,40.194,200.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Satoo, Taisitiroo. (1974) Primary production relations of a young stand of Metasequoia glyptostroboides planted in Tokyo: Materials for the studies of growth in forest stands. 13. Bulletin of the Tokyo University Forests 66: 153-164.","Satoo1974d"
"Ishihara0000","Japan-Tanashi Experimental Field, Tokyo University-",35.739,139.538,"TempF",NA,NA,NA,NA,"Metasequoia glyptostroboides",NA,"DG",NA,63.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,NA,NA,0.148,NA,NA,3.374,NA,NA,NA,37.458,47.265,6.433,NA,NA,9.041,56.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Satoo, Taisitiroo. (1974) Primary production relations of a young stand of Metasequoia glyptostroboides planted in Tokyo: Materials for the studies of growth in forest stands. 13. Bulletin of the Tokyo University Forests 66: 153-164.","Satoo1974d"
"Ishihara0000","Japan-Tanashi Experimental Field, Tokyo University-",35.739,139.538,"TempF",NA,NA,NA,NA,"Metasequoia glyptostroboides",NA,"DG",NA,123.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,0.198,NA,NA,6.634,NA,NA,NA,67.068,92.038,18.336,NA,NA,23.4,115.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Satoo, Taisitiroo. (1974) Primary production relations of a young stand of Metasequoia glyptostroboides planted in Tokyo: Materials for the studies of growth in forest stands. 13. Bulletin of the Tokyo University Forests 66: 153-164.","Satoo1974d"
