"var_in","method","unit_in","var_out","notes"
"Species",NA,NA,"species",NA
"Tree #",NA,NA,NA,NA
"Height (m)","p4","m","h.t",NA
"D1.10","d4,v3,x1","cm","d.ba",NA
"Crown width (m)","f,d1,f","m","d.cr",NA
"Ave Leaf Height (m)",NA,NA,NA,NA
"Lowest leaf height (m)","d6","m","h.c",NA
"Crown length","d8","m","c.d",NA
"h.bh",NA,"m","h.bh","diameter measured at 1/10th of tree height"
