"spdataset","dataset","species","age","dbh","sapbh","sapcb","h_t","h_c","cw","m_lf","a_lf","wbr","m_st","a_cs","SAcon","Vell","sp","authorname","reference","country","remark","a_cp","a_st","a_ss_dbh","a_ss_crownbase"
"Maguire-PIRU","Maguire","PIRU",NA,39.6,NA,NA,21.9,10.4,4.750274287,31.0147,319.939536,NA,NA,131.091909447461,97.3224209223633,122.87664239795,"Picea rubens","Sarg.","Maguire et al. 1998","USA","",17.7225926535505,0.123162998391334,NA,NA
"Maguire-PIRU","Maguire","PIRU",NA,26.4,NA,NA,21.2,15.9,4.608356424,32.7672,340.6890572,NA,NA,186.898284901153,132.978499367598,176.802283274525,"Picea rubens","Sarg.","Maguire et al. 1998","USA","",16.679460686276,0.0547391103961486,NA,NA
"Maguire-PIRU","Maguire","PIRU",NA,46.9,NA,NA,19.6,13.7,7.033433182,86.7397,893.804098,NA,NA,259.668157819664,195.118984915605,354.857445149225,"Picea rubens","Sarg.","Maguire et al. 1998","USA","",38.8530049433458,0.172756965419066,NA,NA
"Maguire-PIRU","Maguire","PIRU",NA,11.4,NA,NA,8.8,5.6,2.560868698,5.8251,60.6571212,NA,NA,38.059359629695,28.2586041846631,19.2292024894958,"Picea rubens","Sarg.","Maguire et al. 1998","USA","",5.1506792382578,0.0102070345315132,NA,NA
"Maguire-PIRU","Maguire","PIRU",NA,36,NA,NA,20,7.7,3.521326729,11.8313,121.2439616,NA,NA,71.9590075631142,53.4288777819564,49.9921706401327,"Picea rubens","Sarg.","Maguire et al. 1998","USA","",9.7387345402856,0.101787601976309,NA,NA
"Maguire-PIRU","Maguire","PIRU",NA,38.4,NA,NA,20,15.8,6.687296049,51.4659,528.3599152,NA,NA,277.93683910361,204.767868947375,369.961736518905,"Picea rubens","Sarg.","Maguire et al. 1998","USA","",35.1229496695163,0.115811671581934,NA,NA
"Maguire-PIRU","Maguire","PIRU",NA,28.9,NA,NA,20.5,9.4,4.190133737,20.3974,210.966536,NA,NA,104.212823160959,77.1768316380524,86.4136292245079,"Picea rubens","Sarg.","Maguire et al. 1998","USA","",13.7894089188045,0.0655972400051183,NA,NA
"Maguire-PIRU","Maguire","PIRU",NA,27.8,NA,NA,16.9,11.9,5.354071116,27.8167,289.929658,NA,NA,168.760601724513,125.096295851261,178.613324749069,"Picea rubens","Sarg.","Maguire et al. 1998","USA","",22.5142846322356,0.0606987116600084,NA,NA
"Maguire-PIRU","Maguire","PIRU",NA,32,NA,NA,20.7,8.6,4.686316936,25.6885,265.7948348,NA,NA,109.583142919912,82.8630332937033,98.891823895397,"Picea rubens","Sarg.","Maguire et al. 1998","USA","",17.2485739352437,0.0804247719318987,NA,NA
"Maguire-PIRU","Maguire","PIRU",NA,15.3,NA,NA,16.8,5,2.345014037,5.8501,61.4375968,NA,NA,31.2146250403925,23.2362991628576,14.3965861372165,"Picea rubens","Sarg.","Maguire et al. 1998","USA","",4.31897584116496,0.0183853856069709,NA,NA
"Maguire-PIRU","Maguire","PIRU",NA,26.4,NA,NA,17.1,10.4,4.988591413,26.8283,276.89054,NA,NA,138.517537493793,103.351571974562,135.515144102623,"Picea rubens","Sarg.","Maguire et al. 1998","USA","",19.5454534763399,0.0547391103961486,NA,NA
"Maguire-PIRU","Maguire","PIRU",NA,43.3,NA,NA,23,12.3,7.275682323,53.6117,556.2595048,NA,NA,246.660295953655,188.166749696293,340.918987766005,"Picea rubens","Sarg.","Maguire et al. 1998","USA","",41.5754863129274,0.147253516257224,NA,NA
"Maguire-PIRU","Maguire","PIRU",NA,50,NA,NA,23.2,13.3,8.134090853,84.991,885.3626848,NA,NA,299.971672406589,229.666418549039,460.753137356491,"Picea rubens","Sarg.","Maguire et al. 1998","USA","",51.964639551484,0.196349540849362,NA,NA
"Maguire-PIRU","Maguire","PIRU",NA,18.4,NA,NA,14.8,5.6,2.090386077,6.2394,65.7571048,NA,NA,30.4158766884305,22.137493760323,12.8126704967192,"Picea rubens","Sarg.","Maguire et al. 1998","USA","",3.4319653116212,0.026590440219984,NA,NA
"Maguire-PIRU","Maguire","PIRU",NA,12.9,NA,NA,11,5.8,2.223980091,5.733,60.3761632,NA,NA,33.5971928142639,24.515509131489,15.0206389156831,"Picea rubens","Sarg.","Maguire et al. 1998","USA","",3.88464799543527,0.0130698108370969,NA,NA
"Maguire-PIRU","Maguire","PIRU",NA,19.7,NA,NA,16.7,7.5,2.564860712,11.8827,123.8572368,NA,NA,49.6199376913361,35.8218540986652,25.8337502128458,"Picea rubens","Sarg.","Maguire et al. 1998","USA","",5.16675004256917,0.0304805173232916,NA,NA
