"var_in","method","unit_in","var_out","notes"
"Source",NA,NA,NA,NA
"Species",NA,NA,"species",NA
"DBH",NA,"cm","d.bh",NA
"Height",NA,"m","h.t",NA
"Leaf biomass",NA,"kg","m.lf",NA
"Branch biomass",NA,"kg","m.br",NA
"Trunk biomass",NA,NA,NA,NA
"Total biomass",NA,"kg","m.st",NA
"trees per ha",NA,NA,NA,NA
"Total biomass per ha",NA,NA,NA,NA
