"reference"
"Selaya, N. G., N. P. R. Anten, R. J. Oomen, M. Matthies, and M. J. A. Werger. “Above-ground Biomass Investments and Light Interception of Tropical Forest Trees and Lianas Early in Succession.” Annals of Botany 99, no. 1 (January 1, 2007): 141–151. doi:10.1093/aob/mcl235."
