"var_in","method","unit_in","var_out","notes"
"individual.leaf.area.cm2","b","cm2","lf.sz",""
"specific.leaf.area.cm2.g","c","cm2.g","lf.ma",""
"diameter.cm","","cm","d.ba","10cm from the ground"
"height.cm","","cm","h.t",""
"branch.biomass.g","","g","m.br",""
"total.leaf.biomass.g","","g","m.lf",""
"total.aboveground.biomass.g","","g","m.so",""
"total.belowground.biomass.g","","g","m.rt",""
"total.plant.biomass.g","","g","m.to",""
"stem.biomass.g","","g","m.st",""
