spdataset,dataset,species,age,dbh,sapbh,sapcb,h_t,h_c,cw,m_lf,a_lf,wbr,m_st,a_cs,sitequal,socialclass,SAcon,Vell,sp,authorname,reference,country,remark,a_cp,a_st,a_ss_dbh,a_ss_crownbase
Reid-PICO,Reid,PICO,NA,1.3,0.673862244,NA,2.7,0.4,0.322244135,0.007641,0.06319136,NA,NA,0.37981811,poor,S,0.299837304,0.021748467,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.081556752,0.000132732,6.74E-05,NA
Reid-PICO,Reid,PICO,NA,1.5,0.87548212,NA,2,0.6,0.45,0.019765,0.1906054,NA,NA,0.781504628,poor,S,0.611998155,0.063617251,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.159043128,0.000176715,8.75E-05,NA
Reid-PICO,Reid,PICO,NA,1.9,1.98322184,NA,2.5,0.6,0.40500828,0.14377,1.03900888,NA,NA,0.686972936,poor,S,0.531695869,0.051532081,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.128830201,0.000283529,0.000198322,NA
Reid-PICO,Reid,PICO,NA,2,1.353601774,NA,3.2,0.8,0.3,0.01376,0.120301,NA,NA,0.623842137,poor,S,0.454246509,0.037699112,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.070685835,0.000314159,0.00013536,NA
Reid-PICO,Reid,PICO,NA,2.9,3.2516064,NA,3.7,1.8,0.6,0.044242,0.34459068,NA,NA,2.780435158,poor,S,2.002603926,0.339292007,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.282743339,0.00066052,0.000325161,NA
Reid-PICO,Reid,PICO,NA,1.8,1.26257812,NA,2.8,1.4,0.2,0.016367,0.119888,NA,NA,0.697162737,poor,S,0.472359468,0.029321531,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.031415927,0.000254469,0.000126258,NA
Reid-PICO,Reid,PICO,NA,2.2,1.67806116,NA,3.5,0.8,0.27,0.025372,0.16292024,NA,NA,0.556604703,poor,S,0.401344557,0.030536281,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.057255526,0.000380133,0.000167806,NA
Reid-PICO,Reid,PICO,NA,1.2,0.41806368,NA,2.6,1,0.3,0.00353,0.03024812,NA,NA,0.766817504,poor,S,0.547196681,0.04712389,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.070685835,0.000113097,4.18E-05,NA
Reid-PICO,Reid,PICO,NA,1.7,1.099926116,NA,2.6,0.8,0.45,0.017274,0.13637496,NA,NA,0.983834725,poor,S,0.746469633,0.084823002,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.159043128,0.00022698,0.000109993,NA
Reid-PICO,Reid,PICO,NA,1.2,1.3419328,NA,2.2,1,0.62,0.027365,0.25714324,NA,NA,1.723495901,poor,S,1.321523086,0.201271369,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.301907054,0.000113097,0.000134193,NA
Reid-PICO,Reid,PICO,NA,2.7,2.9419296,NA,4.1,0.9,0.58,0.111784,0.71692788,NA,NA,1.461875912,poor,S,1.12567945,0.158524765,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.264207942,0.000572555,0.000294193,NA
Reid-PICO,Reid,PICO,NA,1.7,1.277703538,NA,2.6,0.7,0.55,0.009153,0.07748588,NA,NA,1.127197884,poor,S,0.887333807,0.110872041,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.237582944,0.00022698,0.00012777,NA
Reid-PICO,Reid,PICO,NA,7.3,17.48190052,NA,8.2,3.6,1,0.274689,1.662578943,NA,NA,9.160393858,poor,C,6.494545957,1.884955592,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.785398163,0.004185387,0.00174819,NA
Reid-PICO,Reid,PICO,NA,4.6,11.74578296,NA,5.2,3,0.7,0.40275,2.574809081,NA,NA,5.299416098,poor,C,3.705890809,0.7696902,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.3848451,0.001661903,0.001174578,NA
Reid-PICO,Reid,PICO,NA,5.3,16.03803244,NA,6.5,3,1,0.566917,3.758576342,NA,NA,7.723430994,poor,C,5.562788683,1.570796327,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.785398163,0.002206183,0.001603803,NA
Reid-PICO,Reid,PICO,NA,4.5,11.96707284,NA,5.6,2.6,0.9,0.310171,2.023567552,NA,NA,6.04168399,poor,C,4.36648308,1.102699021,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.636172512,0.001590431,0.001196707,NA
Reid-PICO,Reid,PICO,NA,5,13.20448972,NA,6.2,2.4,0.8,0.537445,3.857186509,NA,NA,4.942995836,poor,C,3.560184757,0.804247719,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.502654825,0.001963495,0.001320449,NA
Reid-PICO,Reid,PICO,NA,5.4,15.90190368,NA,6.3,3.6,0.9,0.345346,2.54385879,NA,NA,8.200744249,poor,C,5.765159279,1.52681403,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.636172512,0.002290221,0.00159019,NA
Reid-PICO,Reid,PICO,NA,11,68.79534628,NA,10.6,5.3,1.5,2.324788,14.12957713,NA,NA,20.25031529,poor,D,14.37939081,6.243915399,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,1.767145868,0.009503318,0.006879535,NA
Reid-PICO,Reid,PICO,NA,6.7,23.21092132,NA,6.1,3,0.85,0.971568,6.110686137,NA,NA,6.495793381,poor,D,4.612975523,1.134900346,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.567450173,0.003525652,0.002321092,NA
Reid-PICO,Reid,PICO,NA,9.7,55.89472692,NA,8,5.3,1.7,2.757673,16.40877933,NA,NA,23.13197945,poor,D,16.60353235,8.019962446,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,2.269800692,0.007389811,0.005589473,NA
Reid-PICO,Reid,PICO,NA,6.9,25.75543236,NA,7,3.3,1,1.121539,7.343595117,NA,NA,8.440331143,poor,D,6.028188285,1.727875959,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.785398163,0.003739281,0.002575543,NA
Reid-PICO,Reid,PICO,NA,8,35.15089744,NA,7.9,3.8,1.15,2.043029,13.2793495,NA,NA,11.17611148,poor,D,7.981209295,2.631345647,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,1.038689071,0.005026548,0.00351509,NA
Reid-PICO,Reid,PICO,NA,10,55.67666284,NA,9.2,6,1.2,1.660785,12.09351545,NA,NA,18.06930367,poor,D,12.49711491,4.523893421,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,1.130973355,0.007853982,0.005567666,NA
Reid-PICO,Reid,PICO,NA,3.9,4.47224912,NA,3.9,1.8,0.8,0.047888,0.417423733,NA,NA,3.808715554,poor,S,2.819779075,0.603185789,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.502654825,0.001194591,0.000447225,NA
Reid-PICO,Reid,PICO,NA,1.9,1.25870716,NA,2.6,1.1,0.3,0.015091,0.106369927,NA,NA,0.838869606,poor,S,0.593845913,0.051836279,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.070685835,0.000283529,0.000125871,NA
Reid-PICO,Reid,PICO,NA,2.4,2.08902808,NA,3.3,2,0.7,0.020651,0.184126119,NA,NA,3.617859369,poor,S,2.617379962,0.5131268,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.3848451,0.000452389,0.000208903,NA
Reid-PICO,Reid,PICO,NA,1.6,0.74451464,NA,2.5,0.3,0.1,0.002426,0.017931639,NA,NA,0.07723431,poor,S,0.055627887,0.001570796,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.007853982,0.000201062,7.45E-05,NA
Reid-PICO,Reid,PICO,NA,2.6,2.01677016,NA,3,1.5,0.4,0.021729,0.242441792,NA,NA,1.52342662,poor,S,1.076482176,0.125663706,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.125663706,0.000530929,0.000201677,NA
Reid-PICO,Reid,PICO,NA,2,1.5387066,NA,2.4,0.95,0.6,0.040318,0.344833814,NA,NA,1.590062367,poor,S,1.221680191,0.179070781,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.282743339,0.000314159,0.000153871,NA
Reid-PICO,Reid,PICO,NA,7.4,28.71478128,NA,10.4,4,0.95,0.782936,4.954319402,NA,NA,9.596462906,good,C,6.719786848,1.89019158,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.708821842,0.00430084,0.002871478,NA
Reid-PICO,Reid,PICO,NA,8.9,34.8612206,NA,10.9,3.6,1.5,0.747221,4.759415177,NA,NA,14.18099132,good,C,10.43156856,4.241150082,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,1.767145868,0.006221139,0.003486122,NA
Reid-PICO,Reid,PICO,NA,9.4,52.4740886,NA,10.5,4.7,1.4,1.519661,10.3467957,NA,NA,16.81143546,good,C,11.98922619,4.823391921,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,1.5393804,0.006939778,0.005247409,NA
Reid-PICO,Reid,PICO,NA,7.4,33.62380372,NA,8.2,3.6,1.5,1.131018,8.089606178,NA,NA,14.18099132,good,C,10.43156856,4.241150082,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,1.767145868,0.00430084,0.00336238,NA
Reid-PICO,Reid,PICO,NA,10.5,57.89278744,NA,14.3,6,1.1,1.684353,9.489737557,NA,NA,16.52185305,good,C,11.36105329,3.801327111,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.950331778,0.008659015,0.005789279,NA
Reid-PICO,Reid,PICO,NA,10,36.36379824,NA,10.3,3.6,1.1,1.321266,8.260964081,NA,NA,10.13377088,good,C,7.242861284,2.280796267,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.950331778,0.007853982,0.00363638,NA
Reid-PICO,Reid,PICO,NA,12.1,78.45210116,NA,12.1,5.2,1.15,3.683801,23.33953571,NA,NA,15.05918427,good,D,10.48930415,3.60078878,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,1.038689071,0.011499015,0.00784521,NA
Reid-PICO,Reid,PICO,NA,12.4,70.63792324,NA,10.7,4.6,1.7,2.079533,13.41530063,NA,NA,20.30062553,good,D,14.76137762,6.960722123,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,2.269800692,0.012076282,0.007063792,NA
Reid-PICO,Reid,PICO,NA,15,140.4203643,NA,11.4,5.6,2,4.651841,31.31964406,NA,NA,28.99057405,good,D,21.01280969,11.72861257,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,3.141592654,0.017671459,0.014042036,NA
Reid-PICO,Reid,PICO,NA,14.7,126.0855543,NA,10.7,4.5,2.5,4.858293,31.82721656,NA,NA,30.68296755,good,D,23.24929919,14.72621556,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,4.908738521,0.016971669,0.012608555,NA
Reid-PICO,Reid,PICO,NA,12.5,86.97982604,NA,11.2,6.3,1.4,3.370457,20.0607486,NA,NA,22.21504059,good,D,15.4790628,6.465397681,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,1.5393804,0.012271846,0.008697983,NA
Reid-PICO,Reid,PICO,NA,3.2,5.25676368,NA,5.5,1.8,0.6,0.020111,0.209672088,NA,NA,2.780435158,good,S,2.002603926,0.339292007,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.282743339,0.000804248,0.000525676,NA
Reid-PICO,Reid,PICO,NA,4.1,8.02062912,NA,6.7,1.8,0.7,0.092048,0.631054598,NA,NA,3.286156278,good,S,2.401116842,0.46181412,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.3848451,0.001320254,0.000802063,NA
Reid-PICO,Reid,PICO,NA,5.4,13.18513492,NA,6.3,2.4,1.1,0.214884,1.594682836,NA,NA,7.008246712,good,S,5.204732934,1.520530844,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.950331778,0.002290221,0.001318513,NA
Reid-PICO,Reid,PICO,NA,3.1,3.7354764,NA,4.2,1.2,0.6,0.057586,0.493836997,NA,NA,1.93305918,good,S,1.44852399,0.226194671,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.282743339,0.000754768,0.000373548,NA
Reid-PICO,Reid,PICO,NA,5.8,10.22965696,NA,7.6,2.7,0.8,0.139768,1.006402103,NA,NA,5.516849194,good,S,3.932606493,0.904778684,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.502654825,0.002642079,0.001022966,NA
Reid-PICO,Reid,PICO,NA,5.2,7.75611352,NA,6.2,4,0.9,0.341109,2.264193251,NA,NA,9.071639915,good,S,6.326711478,1.696460033,Pinus contorta var. latifolia,Dougl. ex Loud.,Reid et al. 2004,USA,,0.636172512,0.002123717,0.000775611,NA
