reference
"Ghannoum O, Phillips NG, Sears MA, Logan BA, Lewis JD, Conroy JP, Tissue DT (2010). Photosynthetic responses of two eucalypts to industrial-age changes in atmospheric [CO2] and temperature. Plant, Cell and Environment 33:1671-1681."
