var_in,method,unit_in,var_out,notes
dataset,NA,NA,NA,NA
location,NA,NA,location,NA
latitude,NA,deg,latitude,NA
longitude,NA,deg,longitude,NA
vegetation,NA,NA,vegetation,NA
species,NA,NA,species,NA
h.t,?,m,h.t,NA
d.bh,e,m,d.bh,NA
m.lf,m0,kg,m.lf,NA
m.st,m0,kg,m.st,NA
m.so,m0,kg,m.so,NA
m.br,m0,kg,m.br,NA
growingCondition,NA,NA,growingCondition,NA
