"lookupVariable","lookupValue","newVariable","newValue","source"
"",NA,"growingCondition","PM",""
"",NA,"vegetation","TempF",""
"",NA,"family","Myrtaceae",""
"",NA,"pft","EA",""
"status",1,"status","0",""
"status",2,"status","1",""
"status",3,"status","1",""
"status",4,"status","2",""
"status",5,"status","2",""
"status",6,"status","3",""
"",NA,"h.bh","1.3","default"
