"var_in","method","unit_in","var_out","notes"
"d.bhcm","p1","cm","d.bh",NA
"d.bacm","p1","cm","d.ba",NA
"h.t","p3","m","h.t",NA
"h.c","p3","m","h.c",NA
"astbc","p1","cm2","a.stbc",NA
"a.ssbhcm2","p1","cm2","a.ssbh",NA
"a.shbhcm2","p1","cm2","a.shbh",NA
"a.ssbccm2","p1","cm2","a.ssbc",NA
"a.shbccm2","p1","cm2","a.shbc",NA
"a.lf","k3","m2","a.lf",NA
"SLAcm2g-1","k3","cm2/g","ma.ilf",NA
"dominanceclass",NA,NA,"status",NA
