"var_in","method","unit_in","var_out","notes"
"root.mass..g.","m1","g","m.rt",""
"trunk.mass..g.","m1","g","m.st",""
"branch.mass..g.","m1","g","m.br",""
"leaf.mass..g.","m1","g","m.lf",""
"total.leaf.area..cm.2.","","cm2","a.lf",""
"individual.leaf.area..cm.2.","b","cm2","lf.sz",""
"crown.depth..cm.","","cm","c.d",""
"crown.area..cm.2.","a","cm2","a.cp",""
"height..cm.","","cm","h.t",""
"stem.diameter..mm.","d","mm","d.ba",""
