"var_in","method","unit_in","var_out","notes"
"Wood.density..g.cm.3.","","g.cm3","d.st",""
"dbh..cm.","","cm","d.bh",""
"Total.height..m.","","m","h.t",""
"Wood.mass..kg........bole...branches.","m5","kg","m.st",""
"Leaf.mass..kg.","m1","kg","m.lf",""
