"reference"
"Ribeiro, Sabina Cerruto, Lutz Fehrmann, Carlos Pedro Boechat Soares, Laércio Antônio Gonçalves Jacovine, Christoph Kleinn, and Ricardo de Oliveira Gaspar. “Above- and Belowground Biomass in a Brazilian Cerrado.” Forest Ecology and Management 262, no. 3 (August 1, 2011): 491–499. doi:10.1016/j.foreco.2011.04.017."
