"var_in","method","unit_in","var_out","notes"
"tree",NA,NA,NA,NA
"base.sap","j","cm2","a.ssba",NA
"bh.sap","j","cm2","a.ssbh",NA
"cb.sap","j","cm2","a.ssbc",NA
"num.of.branches",NA,NA,NA,NA
"leaf.area","a1,e1,a4","m2","a.lf",NA
"dbh","c,d7,p3","cm","d.bh",NA
"hgt.crown.base.","c,d7,p3","m","h.c",NA
"basal.diameter","c,d7,p3","cm","d.ba",NA
"Basal.cross.sectional.area","j","cm2","a.stba",NA
"height","c,d7,p3","m","h.t",NA
