"var_in","method","unit_in","var_out","notes"
"DBH..Diameter.at.1.3m.height.","","cm","d.bh",""
"Tree.Heigh","","m","h.t",""
"Stem.weight.1","m0","kg","m.st",""
"Root.weight.1","m0","kg","m.rt",""
"Branch.weight.1","m0","kg","m.br",""
"Leaf.weight.1","m0","kg","m.lf",""
"Leaf.area","b,1","m2","a.lf",""
"crown.projection.area.calculated.by.crown.diameter..A.B","z","m2","a.cp",""
"crown.diameter.A","","m","d.cr",""
"crown.diameter.B","","m","d.cr",""
