"reference"
"Mori, Shigeta, and Akio Hagihara. “Crown Profile of Foliage Area Characterized with the Weibull Distribution in a Hinoki (Chamaecyparis Obtusa) Stand.” Trees - Structure and Function 5, no. 3 (1991): 149–152. doi:10.1007/BF00204336."
