"reference"
"Santa Regina, I, and Teresa Tarazona. “Organic Matter Dynamics in Beech and Pine Stands of Mountainous Mediterranean Climate Area.” Annals of Forest Science 56, no. 8 (1999): 667–677. doi:10.1051/forest:19990804."
