"var_in","method","unit_in","var_out","notes"
"DBH",NA,"cm","d.bh",NA
"Height",NA,"m","h.t",NA
"Leaf_biomass","m5","kg","m.lf",NA
"Branch_biomass","m5","kg","m.br",NA
"Stem_biomass","m5","kg","m.st",NA
"Total biomass","m5","kg","m.so",NA
"Species",NA,NA,"species",NA
"Trunk_biomass",NA,NA,NA,NA
"trees per ha",NA,NA,NA,NA
"Total biomass per ha",NA,NA,NA,NA
