"reference"
"Selaya, N. G., and N. P. R. Anten. “Differences in Biomass Allocation, Light Interception and Mechanical Stability Between Lianas and Trees in Early Secondary Tropical Forest.” Functional Ecology 22, no. 1 (2008): 30–39. doi:10.1111/j.1365-2435.2007.01350.x."
