,,yr,m2,cm2 (5),m2,m,,,g,g,g,g/m2,,,,,,mol/m2 (3) ,,(4),,,,,,,,
Species,Code,family,Age,a.lf,lf.sz,a.st,h.t,h.c,m.lf,m.st,m.br.2.,lf.ma.1.,d.st,n.lf,pft,growth.conditions,status,light,Dawkins,Climbing,group..7.,lat,long,vegetation,lai,map,mat,reference
Rinereocarpus uleii,108,,0.5,0.2326,67.3000,4.53646E-05,0.76,0.42,10.0622,18.3560,1.2460,43.26654839,0.532411455,3.13E-02,EA,unmanaged,,9.756854443,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,111,,0.5,0.3769,67.3000,4.41786E-05,0.8,0.52,18.3778,15.6570,4.8380,48.75547111,0.443002479,3.32E-02,EA,unmanaged,,10.22516217,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,125,,0.5,0.0561,67.3000,2.12372E-05,0.3,0.27,2.0330,1.3670,0.1910,36.25402733,0.214560954,3.02E-02,EA,unmanaged,,8.304511623,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,146,,0.5,0.1408,67.3000,4.41786E-05,0.45,0.25,5.7000,7.1970,3.6570,40.49320054,0.362015012,2.97E-02,EA,unmanaged,,10.6937182,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,157,,0.5,0.5077,67.3000,8.17128E-05,1.36,1.26,24.8893,28.8140,5.9030,49.02311792,0.330780389,2.49E-02,EA,unmanaged,,17.60333623,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,196,,0.5,0.2805,67.3000,2.55176E-05,1.15,0.95,14.2962,18.8327,1.8070,50.95895274,0.69688044,2.80E-02,EA,unmanaged,,20.12517175,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,204,,0.5,0.4287,67.3000,4.90167E-05,1.2,1.07,16.1343,17.0970,5.5190,37.63323576,0.341393856,2.96E-02,EA,unmanaged,,17.93320238,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Rinereocarpus uleii,606,,0.5,0.3608,67.3000,3.42119E-05,1,1,16.2618,17.9180,3.4090,45.06640835,0.52373522,2.61E-02,EA,unmanaged,,19.80968922,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,3,,0.5,0.0988,55.0000,1.32025E-05,0.36,0.32,6.3090,4.6460,,63.84324149,0.977505275,1.99E-02,EA,unmanaged,,16.69566317,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,22,,0.5,0.2693,55.0000,9.50332E-05,0.86,0.72,23.1229,19.6940,4.1200,85.84751857,0.240968476,1.78E-02,EA,unmanaged,,17.33738145,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,44,,0.5,0.4846,55.0000,8.49487E-05,1.07,0.73,41.5350,29.7920,15.3650,85.70246945,0.346844767,1.98E-02,EA,unmanaged,,17.38932741,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,47,,0.5,0.0071,55.0000,2.83529E-06,0.15,0.11,0.4780,0.2050,,67.65365591,0.482020511,,EA,unmanaged,,12.54452344,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,81,,0.5,0.8748,55.0000,0.000156145,1.37,1.27,60.5443,54.2210,24.2860,69.20647239,0.32578691,1.94E-02,EA,unmanaged,,12.93347326,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,115,,0.5,0.1620,55.0000,1.38544E-05,0.81,0.72,11.8080,6.6390,0.9210,72.87260105,0.591601393,2.20E-02,EA,unmanaged,,12.46406055,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,129,,0.5,0.0254,55.0000,2.37583E-05,0.4,0.37,1.6130,1.1210,,63.58595815,0.117958804,1.86E-02,EA,unmanaged,,11.78837798,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,131,,0.5,0.0492,55.0000,1.80956E-05,0.26,0.22,3.3458,0.8810,1.1360,67.93689626,0.187253612,1.82E-02,EA,unmanaged,,10.23038055,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,132,,0.5,0.1764,55.0000,1.52053E-05,0.71,,12.1402,9.5260,2.3640,68.81637479,0.882382719,,EA,unmanaged,,,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,142,,0.5,0.0412,55.0000,1.25664E-05,0.25,0.22,2.4960,1.1070,0.1290,60.64414825,0.352369044,1.88E-02,EA,unmanaged,,13.55926601,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,156,,0.5,0.0986,55.0000,1.01788E-05,0.55,,7.0380,4.6680,,71.37353716,0.67,,EA,unmanaged,,,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,163,,0.5,0.1531,55.0000,2.64208E-05,0.9,0.83,13.7539,8.9840,1.7890,89.81708244,0.377816887,1.81E-02,EA,unmanaged,,15.68150082,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,608,,0.5,0.1506,55.0000,1.73494E-05,0.75,,9.4506,5.3120,0.6070,62.760599,0.408235911,1.79E-02,EA,unmanaged,,20.98092078,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,611,,0.5,0.0251,55.0000,1.73494E-05,0.25,,1.5670,0.7070,0.2250,62.3813416,0.163002328,1.97E-02,EA,unmanaged,,11.9714721,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,612,,0.5,0.0387,55.0000,9.62113E-06,0.5,,2.1110,1.2750,,54.48084684,0.265041701,2.01E-02,EA,unmanaged,,13.61091539,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,613,,0.5,0.4902,55.0000,1.9635E-05,0.75,,32.4399,20.7050,3.7770,66.17043221,0.45,1.94E-02,EA,unmanaged,,10.22398009,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Brosimum lactescens,614,,0.5,0.1493,55.0000,2.82743E-05,1,,11.8317,10.4850,3.4920,79.27000009,0.370831017,1.77E-02,EA,unmanaged,,14.0763395,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,12,,0.5,0.0302,45.7620,5.30929E-06,0.16,0.09,1.5500,0.3940,,51.34773663,0.463809524,1.89E-02,EA,unmanaged,,6.446457945,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,18,,0.5,0.0158,45.7620,3.14159E-06,0.13,0.1,0.8480,0.2040,,53.52321173,0.499501668,1.87E-02,EA,unmanaged,,12.00416074,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,53,,0.5,0.0513,45.7620,1.13411E-05,0.32,0.29,3.1800,1.3440,,62.00058341,0.370332832,1.73E-02,EA,unmanaged,,13.58591318,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,55,,0.5,0.0107,45.7620,3.14159E-06,0.14,0.1,0.6900,0.1590,,64.20871917,0.361509085,2.03E-02,EA,unmanaged,,9.934418545,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,68,,0.5,0.0583,45.7620,9.62113E-06,0.34,0.29,3.3580,2.2370,,57.60127607,0.683850387,1.58E-02,EA,unmanaged,,8.210621736,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,133,,0.5,0.0895,45.7620,1.94782E-05,0.42,0.34,5.1426,2.3220,0.7850,57.48605211,0.283833961,1.42E-02,EA,unmanaged,,8.298304201,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,164,,0.5,0.0385,45.7620,1.25664E-05,0.27,0.22,2.5610,1.1840,,66.59305631,0.348961949,1.66E-02,EA,unmanaged,,8.843997586,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,166,,0.5,0.0369,45.7620,7.54768E-06,0.2,0.15,1.7390,0.4870,0.1000,47.10707226,0.322615847,1.92E-02,EA,unmanaged,,9.368182692,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,168,,0.5,0.0862,45.7620,6.15752E-06,0.42,0.37,5.2400,1.9240,0.6640,60.76589465,0.743960424,2.08E-02,EA,unmanaged,,8.082489976,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,187,,0.5,0.0128,45.7620,2.2698E-06,0.14,0.13,0.7330,0.2990,,57.15388005,0.65,1.86E-02,EA,unmanaged,,7.821412699,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,188,,0.5,0.0073,45.7620,4.52389E-06,0.1,0.09,0.5070,0.1680,0.1000,69.13774459,0.371361534,1.61E-02,EA,unmanaged,,7.821412699,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,189,,0.5,0.0051,45.7620,2.54469E-06,0.08,0.04,0.2730,0.0870,,53.38790245,0.427360495,1.46E-02,EA,unmanaged,,11.51675797,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Pseudolmedia laevis,215,,0.5,0.0189,45.7620,4.90874E-06,0.19,0.14,1.0700,0.2540,,56.72754827,0.272339237,1.77E-02,EA,unmanaged,,9.934418545,,,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,6,,0.5,0.9570,59.9220,9.67689E-05,1.2,1.03,102.7581,71.3960,,107.37541,0.593248403,2.21E-02,EA,unmanaged,,14.73272731,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,17,,0.5,0.3725,59.9220,0.000141026,1.12,0.95,49.8223,56.9170,6.2020,133.7396306,0.365776279,2.31E-02,EA,unmanaged,,24.86473109,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,19,,0.5,0.2105,59.9220,2.55176E-05,0.7,0.58,19.4536,10.3090,1.7160,92.39558059,0.577136986,1.76E-02,EA,unmanaged,,18.11526106,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,56,,0.5,0.3016,59.9220,3.63168E-05,1.55,1.45,27.6727,22.1020,5.0180,91.75560132,0.561943612,,EA,unmanaged,,15.22526385,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,73,,0.5,0.5674,59.9220,2.82743E-05,0.87,0.74,48.2051,26.0410,5.8280,84.96261273,0.584909661,1.70E-02,EA,unmanaged,,15.76262727,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,75,,0.5,0.1349,59.9220,1.4522E-05,0.53,0.29,12.9750,8.8970,,96.20339873,0.56,2.36E-02,EA,unmanaged,,13.73869891,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,87,,0.5,0.2374,59.9220,4.65663E-05,0.96,0.76,18.8225,13.9090,5.5650,79.29048433,0.27076115,2.70E-02,EA,unmanaged,,20.24325792,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,89,,0.5,0.1741,59.9220,2.46301E-05,1.15,1.07,16.0630,10.7850,2.1360,92.2702691,0.437879097,2.47E-02,EA,unmanaged,,16.84797545,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,90,,0.5,0.3418,59.9220,3.31831E-05,0.7,0.65,29.2904,7.9970,10.9610,85.69189152,0.344280529,2.69E-02,EA,unmanaged,,12.08288984,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,91,,0.5,0.2134,59.9220,6.08212E-05,0.72,0.6,21.3387,9.5170,3.1880,99.979624,0.217326331,1.93E-02,EA,unmanaged,,16.76423802,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,96,,0.5,0.3667,59.9220,2.82743E-05,1.15,1.05,23.4661,14.5790,2.9365,63.98517628,0.515626648,2.10E-02,EA,unmanaged,,17.8537008,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,102,,0.5,0.6531,59.9220,6.93978E-05,0.82,0.72,53.8034,64.4510,5.2390,82.3759376,0.56,2.77E-02,EA,unmanaged,,12.75131645,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,118,,0.5,0.1472,59.9220,3.52565E-05,0.68,0.57,14.7230,14.4240,,100.0155087,0.601640847,2.16E-02,EA,unmanaged,,18.73599871,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,152,,0.5,0.2516,59.9220,1.9635E-05,1.5,1.41,30.9994,12.5700,3.3740,123.1929807,0.534098524,2.32E-02,EA,unmanaged,,17.63787948,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,182,,0.5,0.4525,59.9220,3.95919E-05,1.39,1.23,39.9047,21.9290,10.8050,88.19112245,0.376591978,3.00E-02,EA,unmanaged,,23.45468672,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,194,,0.5,1.2448,59.9220,8.49487E-05,1.48,,105.3914,48.0920,32.0610,84.66359676,0.559549697,,EA,unmanaged,,,,.,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,206,,0.5,0.2111,59.9220,2.37583E-05,0.77,0.61,21.5641,14.3378,3.4610,102.147172,0.54,2.57E-02,EA,unmanaged,,15.51985625,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,207,,0.5,0.0809,59.9220,2.55176E-05,0.9,0.75,5.4810,8.3780,1.7440,67.73645647,0.364802876,2.75E-02,EA,unmanaged,,16.59170695,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,209,,0.5,0.1141,59.9220,1.88574E-05,0.75,0.7,10.0348,6.4780,1.2880,87.96201854,0.458033918,2.46E-02,EA,unmanaged,,8.790122085,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Adenocalymma impressum,602,,0.5,0.1296,59.9220,2.46301E-05,0.75,0.75,11.7580,9.2850,1.2260,90.73743898,0.502637295,2.42E-02,EA,unmanaged,,12.31666083,,1.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,16,,0.5,0.1183,48.2863,1.19459E-05,0.74,0.67,7.6410,5.1830,,64.59654673,0.586314175,2.00E-02,EA,unmanaged,,19.33422696,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,20,,0.5,0.0634,48.2863,9.0792E-06,0.71,,4.0980,4.0040,,64.60529567,0.621137865,,EA,unmanaged,,,,.,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,29,,0.5,0.4922,48.2863,0.00012469,0.86,0.65,41.7416,34.9750,5.8060,84.80719946,0.326158199,1.95E-02,EA,unmanaged,,21.3071141,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,32,,0.5,0.6654,48.2863,6.64761E-05,1.26,1.09,50.9356,43.9870,10.2810,76.54539729,0.623818179,2.12E-02,EA,unmanaged,,15.61754117,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,37,,0.5,0.5067,48.2863,6.22114E-05,0.83,0.74,41.3000,27.8810,9.8480,81.50123534,0.529945971,,EA,unmanaged,,22.96789936,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,45,,0.5,0.2516,48.2863,3.31831E-05,0.72,0.63,19.6624,11.3290,2.9660,78.14722463,0.474179185,1.76E-02,EA,unmanaged,,17.71807291,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,57,,0.5,0.2775,48.2863,6.22114E-05,1.28,1.19,25.5147,35.2590,,91.95457096,0.547423885,1.69E-02,EA,unmanaged,,22.5934272,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,67,,0.5,0.1338,48.2863,2.73397E-05,0.68,0.61,13.1969,11.9960,,98.66157499,0.64525836,2.28E-02,EA,unmanaged,,18.02286518,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,136,,0.5,0.3120,48.2863,8.65901E-05,1.2,0.96,26.9579,35.3030,8.1950,86.3943576,0.399121621,2.13E-02,EA,unmanaged,,25.57716812,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,151,,0.5,0.0691,48.2863,2.46301E-05,0.86,0.72,5.7420,6.8510,,83.04655715,0.323436911,2.12E-02,EA,unmanaged,,24.34925398,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,165,,0.5,0.2541,48.2863,6.64761E-05,1.1,1.05,23.3852,19.2000,3.3680,92.01456631,0.28273319,1.70E-02,EA,unmanaged,,20.94325566,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,186,,0.5,0.1693,48.2863,2.12372E-05,0.74,0.62,14.3380,8.0280,2.5270,84.71123556,0.510833153,1.53E-02,EA,unmanaged,,19.01980247,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,205,,0.5,0.2503,48.2863,4.53646E-05,1.05,0.75,20.5370,19.5060,3.8150,82.04949443,0.41750618,1.91E-02,EA,unmanaged,,20.76111942,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,607,,0.5,0.1445,48.2863,3.42119E-05,0.75,,9.7700,5.1340,3.3900,67.59637752,0.200086067,1.65E-02,EA,unmanaged,,25.90764805,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,609,,0.5,0.3090,48.2863,5.02655E-05,1.25,0.75,24.9501,34.6890,7.0750,80.75322263,0.677721536,1.55E-02,EA,unmanaged,,22.93724996,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Combretum gracilis,606,,0.5,1.1369,78.2491,5.94468E-05,1.25,1.25,94.9322,45.3620,30.1760,83.5036399,0.731948726,1.54E-02,EA,unmanaged,,16.51322782,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Uncaria guianensis,1,,0.5,0.0448,78.2491,2.46301E-05,0.45,0.38,2.5550,1.7480,,57.01195019,0.157711361,1.41E-02,EA,unmanaged,,16.07289245,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Uncaria guianensis,59,,0.5,0.0353,78.2491,8.04248E-06,0.23,0.14,1.4840,0.7490,,42.04064432,0.404915259,2.13E-02,EA,unmanaged,,9.411727206,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Uncaria guianensis,61,,0.5,0.0245,78.2491,7.06858E-06,0.18,0.18,1.1820,0.5350,,48.33995438,0.42048343,,EA,unmanaged,,0,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
Uncaria guianensis,106,,0.5,0.3962,78.2491,7.23823E-05,1.3,1.18,33.2583,29.0030,13.8270,83.95098347,0.395953183,1.34E-02,EA,unmanaged,,20.8890059,,0.00,secondary forest 6 mo,11S,66W,TropRF,1.66,1780,26,Selaya et al. (2007) Annals of Botany 99:141-151; Selaya & Anten (2010) Ecology 91: 1102-1113
