"lookupVariable","lookupValue","newVariable","newValue","source"
NA,NA,"vegetation","BorF",""
NA,NA,"pft","EG",""
NA,NA,"growingCondition","PM",""
NA,NA,"family","Pinaceae",""
NA,NA,"latitude","60","PDF"
NA,NA,"longitude","16","PDF"
NA,NA,"location","Central Sweden",""
NA,NA,"h.bh","1.3","default"
