"reference"
"O’Grady, A. P., D. Worledge, and M. Battaglia. “Above- and Below-ground Relationships, with Particular Reference to Fine Roots, in a Young Eucalyptus Globulus (Labill.) Stand in Southern Tasmania.” Trees 20, no. 5 (September 1, 2006): 531–538. doi:10.1007/s00468-006-0055-5."
