"var_in","method","unit_in","var_out","notes"
"species",NA,NA,"species",NA
"family",NA,NA,"family",NA
"Time",NA,NA,NA,NA
"light level","l2",NA,"light","see dataNew"
"SLA (cm2 g-1)","a1,m4,x6","cm2/g","ma.ilf",NA
"Leaf biomass (g)",NA,NA,NA,NA
"Stem biomass (g)","m4","g","m.st",NA
"Root biomass (g)","m4","g","m.rt",NA
"Initial height (cm)",NA,NA,NA,NA
"Final height (cm)","d7,p3","cm","h.t",NA
"leafbiomass_fixed","m4,x6","g","m.lf",NA
"leafmassproblem",NA,NA,NA,NA
