"lookupVariable","lookupValue","newVariable","newValue","source"
"","","vegetation","TempF","from authors during review"
"species","Kalopanax septemlobus","species","Kalopanax pictus","Name changed by Masae I. Ishihara, see methods for details"
"","","h.bh","1.3","default"
