"reference"
"Osada, Noriyuki. “Branching, Biomass Distribution, and Light Capture Efficiency in a Pioneer Tree, Rhus Trichocarpa, in a Secondary Forest.” Canadian Journal of Botany 83, no. 12 (December 2005): 1590–1598. doi:10.1139/b05-133."
