"var_in","method","unit_in","var_out","notes"
"Potnum",NA,NA,NA,NA
"Nodenum",NA,NA,NA,NA
"Leafnum",NA,NA,NA,NA
"Height",NA,"cm","h.t",NA
"grouping",NA,"-","grouping",NA
"LA","b,o,1","cm2","a.lf",NA
"LeafDW","m1","g","m.lf",NA
"StemDW","m1","g","m.st",NA
"RootDW","m1","g","m.rt",NA
"SLA",NA,NA,NA,NA
"Temp",NA,NA,NA,NA
"CO2",NA,NA,NA,NA
"Genotype",NA,NA,NA,NA
