"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light","Note","studyName"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",10,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,NA,NA,0.014,NA,NA,0.027,NA,NA,NA,0.261,0.31,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",10,1.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.022,NA,NA,0.098,NA,NA,NA,0.744,0.929,0.087,NA,NA,0.166,1.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",12,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,0.037,NA,NA,0.351,NA,NA,NA,2.076,2.903,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",10,1.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,NA,NA,0.023,NA,NA,0.113,NA,NA,NA,0.781,0.969,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",11,1.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,NA,NA,0.029,NA,NA,0.178,NA,NA,NA,1.177,1.553,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",11,1.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,0.025,NA,NA,0.111,NA,NA,NA,0.759,0.957,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",9,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,0.011,NA,NA,0.014,NA,NA,NA,0.216,0.244,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",11,1.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,0.022,NA,NA,0.115,NA,NA,NA,0.748,0.992,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",12,1.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,0.028,NA,NA,0.162,NA,NA,NA,1.192,1.485,0.131,NA,NA,0.265,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",12,4.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,0.033,NA,NA,0.404,NA,NA,NA,1.697,2.387,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",13,6.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55,NA,NA,0.042,NA,NA,0.579,NA,NA,NA,2.651,3.871,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",12,0.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,NA,NA,0.014,NA,NA,0.033,NA,NA,NA,0.266,0.314,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",10,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,NA,NA,0.014,NA,NA,0.036,NA,NA,NA,0.347,0.415,0.032,NA,NA,0.076,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",9,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,0.011,NA,NA,0.03,NA,NA,NA,0.136,0.173,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",12,11.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15,NA,NA,0.056,NA,NA,1.094,NA,NA,NA,4.958,7.467,1.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",13,19.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15,NA,NA,0.075,NA,NA,1.834,NA,NA,NA,9.723,14.808,3.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",13,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,0.025,NA,NA,0.068,NA,NA,NA,0.817,0.974,0.089,NA,NA,2.475,3.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",14,4.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,0.04,NA,NA,0.446,NA,NA,NA,2.711,3.719,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",14,10.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,0.06,NA,NA,1,NA,NA,NA,4.837,6.994,1.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",11,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,0.024,NA,NA,0.035,NA,NA,NA,0.633,0.7,0.032,NA,NA,1.035,1.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",14,6.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,0.047,NA,NA,0.639,NA,NA,NA,3.886,5.251,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",11,1.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,0.03,NA,NA,0.102,NA,NA,NA,1.001,1.258,0.155,NA,NA,0.216,1.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",14,9.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.055,NA,NA,0.944,NA,NA,NA,5.243,7.447,1.26,NA,NA,1.08,8.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",6,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,0.01,NA,NA,0.0081,NA,NA,NA,0.092,0.1043,0.0042,NA,NA,0.041,0.1453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",8,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,0.015,NA,NA,0.0023,NA,NA,NA,0.139,0.146,0.0047,NA,NA,0.045,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",13,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0.04,NA,NA,0.323,NA,NA,NA,2.378,3.055,0.354,NA,NA,4.14,7.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",14,11.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35,NA,NA,0.065,NA,NA,1.058,NA,NA,NA,6.956,9.74,1.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",14,16.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,0.075,NA,NA,1.56,NA,NA,NA,8.061,12.316,2.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",13,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,0.03,NA,NA,0.065,NA,NA,NA,1.529,1.718,0.124,NA,NA,0.252,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",14,8.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55,NA,NA,0.055,NA,NA,0.837,NA,NA,NA,5.445,7.718,1.436,NA,NA,0.99,8.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",11,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,0.01,NA,NA,0.015,NA,NA,NA,0.104,0.1256,0.0066,NA,NA,0.068,0.1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",7,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,0.015,NA,NA,0.0032,NA,NA,NA,0.096,0.1044,0.0052,NA,NA,0.045,0.1494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",6,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,0.005,NA,NA,0.0054,NA,NA,NA,0.031,0.0392,0.0028,NA,NA,0.032,0.0712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",14,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,0.022,NA,NA,0.056,NA,NA,NA,1.025,1.15,0.069,NA,NA,0.176,1.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",11,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,0.029,NA,NA,0.027,NA,NA,NA,1.182,1.262,0.053,NA,NA,0.396,1.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",14,7.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,0.055,NA,NA,0.668,NA,NA,NA,4.451,6.097,0.978,NA,NA,1.755,7.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",12,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,0.022,NA,NA,0.062,NA,NA,NA,0.588,0.707,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",14,11.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75,NA,NA,0.069,NA,NA,1.094,NA,NA,NA,7.105,9.831,1.632,NA,NA,3.42,13.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
"Ishihara0000","Japan-Kyushu Research Center, Forestry and Forest Products Research Institute. Experimental forest compartment no. 9.-Remains",32.82,130.73,"TempF",NA,NA,NA,NA,"Castanopsis cuspidata","Fagaceae","EA",14,4.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35,NA,NA,0.06,NA,NA,0.416,NA,NA,NA,5.452,6.698,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Tadaki, Yoshiya. (1995) Structure and productivity of young Castanopsis cuspidata forests growing in different stand densities [in Japanese]. Bulletin of the Nagoya University Forest 14: 1-24.","Tadaki1995"
