"lookupVariable","lookupValue","newVariable","newValue","source"
"vegetation","Tropical rainforest","vegetation","TropRF","Daniel Falster - standardising vegetation type"
"","","family","Euphorbiaceae","DBarneche[from_author_reply]"
"","","h.bh","1.3","default"
