"reference"
"Osada, Noriyuki, Hiroshi Takeda, Hideyuki Kawaguchi, Akio Furukawa, and Muhamad Awang. “Estimation of Crown Characters and Leaf Biomass from Leaf Litter in a Malaysian Canopy Species, Elateriospermum Tapos (Euphorbiaceae).” Forest Ecology and Management 177, no. 1–3 (April 7, 2003): 379–386. doi:10.1016/S0378-1127(02)00393-6."
