"var_in","method","unit_in","var_out","notes"
"a.stbh","","m2","a.stbh",""
"h.t","","m","h.t",""
"h.c","","m","h.c",""
"m.lf","","kg","m.lf",""
"a.lf","","m2","a.lf",""
"a.ssbh","","m2","a.ssbh",""
"a.ssbc","","m2","a.ssbc",""
