"lookupVariable","lookupValue","newVariable","newValue","source"
"species","Saligna","species","Eucalyptus saligna","from paper[O. Ghannoum]"
"species","Sideroxylon","species","Eucalyptus sideroxylon","from paper[O. Ghannoum]"
"","","pft","EA","from paper[O. Ghannoum]"
"","","growingCondition","GH","from paper[O. Ghannoum]"
"","","location","University of Western Sydney, Richmond, NSW, Australia","from paper[O. Ghannoum]"
"","","family","Myrtaceae",""
"","","latitude","-33.61",""
"","","longitude","150.75",""
