"var_in","method","unit_in","var_out","notes"
"tree.height..cm.","","cm","h.t",""
"height.at.the.lowest.leaf..or.branch...cm.","","cm","h.c",""
"diameter.at.the.ground.level..cm.","","cm","d.ba",""
"diameter.at.breast.height..at.130.cm.from.the.ground...cm.","","cm","d.bh",""
"crown.projection.area..cm2.","a","cm2","a.cp",""
"stem.dry.mass..g.","m5","g","m.st",""
"leaf.dry.mass..g.","m5","g","m.lf",""
"branch.dry.mass..g.","m5","g","m.br",""
"total.above.ground.mass..g.","m5","g","m.so",""
