"reference"
"Myster, Randall. “Tree Seedling Survivorship, Growth, and Allocation in the Cross Timbers Ecotone of Oklahoma, USA.” Plant Ecology 205, no. 2 (2009): 193–199. doi:10.1007/s11258-009-9609-0."
