"var_in","method","unit_in","var_out","notes"
"tree",NA,NA,NA,NA
"base.sap","j","cm2","a.ssba",NA
"bh.sap","j","cm2","a.ssbh",NA
"cb.sap","j","cm2","a.ssbc",NA
"num.of.branches",NA,NA,NA,NA
"leaf.area","b,c,r","m2","a.lf",NA
"dbh","dx","cm","d.bh",NA
"hgt.crown.base.","dx","m","h.c",NA
"basal.diameter","dx","cm","d.ba",NA
"Basal.cross.sectional.area","j","cm2","a.stba",NA
"height","dx","m","h.t",NA
