"reference"
"Rodriguez, Rolando, Miguel Espinosa, Glenn Hofmann, and Margarita Marchant. “Needle Mass, Fine Root and Stem Wood Production in Response to Silvicultural Treatment, Tree Size and Competitive Status in Radiata Pine Stands.” Forest Ecology and Management 186, no. 1–3 (December 5, 2003): 287–296. doi:10.1016/S0378-1127(03)00300-1."
