"reference"
"Lusk, C. H. “Leaf Area and Growth of Juvenile Temperate Evergreens in Low Light: Species of Contrasting Shade Tolerance Change Rank During Ontogeny.” Functional Ecology 18, no. 6 (December 1, 2004): 820–828. doi:10.1111/j.0269-8463.2004.00897.x."
