var_in,method,unit_in,var_out,notes
Species,NA,NA,species,NA
Temp,NA,NA,NA,NA
CO2,NA,NA,NA,NA
Potnum,NA,NA,NA,NA
LA,"b,o,1",cm2,a.lf,NA
Height,NA,cm,h.t,NA
Basaldia,d,mm,d.ba,NA
LeafDW,m1,g,m.lf,NA
StemDW,m1,g,m.st,NA
RootDW,m1,g,m.rt,NA
LMA,NA,g.m2,lf.ma,NA
LAR,NA,NA,NA,NA
