"spdataset","dataset","species","age","dbh","sapbh","sapcb","h_t","h_c","cw","m_lf","a_lf","wbr","m_st","a_cs","SAcon","Vell","sp","authorname","reference","country","remark","a_cp","a_st","a_ss_dbh","a_ss_crownbase"
"MonserudMarshall-PIMO","MonserudMarshall","PIMO",76,60.71,957.91087,549.66876,39.840002566,24.87,4.3820834,22.6991375,329.57672816,139.2559,NA,272.537095165991,186.933970231383,250.055081909473,"Pinus monticola","Dougl. ex D. Don","Monserud and Marshall 1999","USA","",15.0817299101009,0.289474523096644,0.095791087,0.054966876
"MonserudMarshall-PIMO","MonserudMarshall","PIMO",76,70.61,1854.08158,974.255,40.659998851,32.61,7.1496154,59.6348896,888.08748416,541.30618,NA,586.941321030192,408.570682887285,872.800089027763,"Pinus monticola","Dougl. ex D. Don","Monserud and Marshall 1999","USA","",40.1471982073488,0.391581625045824,0.185408158,0.0974255
"MonserudMarshall-PIMO","MonserudMarshall","PIMO",75,57.66,1086.7947,670.46299,38.88999786,26.21,5.7054238,70.0491108,984.61426896,310.56688,NA,376.359369277834,261.84895378125,446.726239096472,"Pinus monticola","Dougl. ex D. Don","Monserud and Marshall 1999","USA","",25.5661716384856,0.261119411013231,0.10867947,0.067046299
"MonserudMarshall-PIMO","MonserudMarshall","PIMO",73,43.13,507.57141,293.98239,36.239999752,23.01,3.8427906,17.5393899,244.66741388,100.40178,NA,220.840566084271,150.975310219083,177.913408620446,"Pinus monticola","Dougl. ex D. Don","Monserud and Marshall 1999","USA","",11.5980057770825,0.146099522881763,0.050757141,0.029398239
"MonserudMarshall-PIMO","MonserudMarshall","PIMO",65,18.29,73.3876,70.01825,23.130000395,14.02,1.8632654,5.5281699,79.5640488,14.48567,NA,64.9676170476377,43.8510903612535,25.4856711354926,"Pinus monticola","Dougl. ex D. Don","Monserud and Marshall 1999","USA","",2.72671231834799,0.0262734613752184,0.00733876,0.007001825
"MonserudMarshall-PIMO","MonserudMarshall","PIMO",90,43.43,468.12872,292.85141,37.589998301,20.97,3.991628,19.2203899,274.12560176,108.44781,NA,209.75627379726,144.590605763305,174.943243244852,"Pinus monticola","Dougl. ex D. Don","Monserud and Marshall 1999","USA","",12.5138228358263,0.148139044832473,0.046812872,0.029285141
"MonserudMarshall-PIMO","MonserudMarshall","PIMO",71,18.54,111.10046,72.49029,21.289999266,10.03,1.9425642,7.2873643,106.04534684,16.54457,NA,48.8496488511653,33.7121781773756,19.8175661643846,"Pinus monticola","Dougl. ex D. Don","Monserud and Marshall 1999","USA","",2.96374369357696,0.0269966167341666,0.011110046,0.007249029
"MonserudMarshall-PIMO","MonserudMarshall","PIMO",57,12.95,40.4323,37.62057,13.43999951,5.4,2.3268422,3.309666,44.49984612,8.71068,NA,33.1169476200673,24.4421520146846,15.3082746494315,"Pinus monticola","Dougl. ex D. Don","Monserud and Marshall 1999","USA","",4.25229851373098,0.0131713235497161,0.00404323,0.003762057
"MonserudMarshall-PIMO","MonserudMarshall","PIMO",101,37.85,448.41326,234.45706,36.589999995,15.48,3.052,25.9070611,363.625555,72.02907,NA,118.514820539788,81.8876782805452,75.4985545944497,"Pinus monticola","Dougl. ex D. Don","Monserud and Marshall 1999","USA","",7.31575141419087,0.112517908034186,0.044841326,0.023445706
"MonserudMarshall-PIMO","MonserudMarshall","PIMO",84,26.92,231.77885,194.95153,29.049999236,15.64,2.7542858,11.7639333,166.62260092,35.87333,NA,107.723176224645,73.8851484376956,62.123136887791,"Pinus monticola","Dougl. ex D. Don","Monserud and Marshall 1999","USA","",5.95810136391858,0.0569167367599109,0.023177885,0.019495153
"MonserudMarshall-PIMO","MonserudMarshall","PIMO",100,38.61,447.98326,389.57123,35.519999229,24.32,3.3858064,27.2182455,399.22666712,114.06445,NA,204.934432172482,138.660331100667,145.977672897252,"Pinus monticola","Dougl. ex D. Don","Monserud and Marshall 1999","USA","",9.00355712770878,0.117081825345762,0.044798326,0.038957123
"MonserudMarshall-PIMO","MonserudMarshall","PIMO",57,6.48,16.63277,12.56441,5.420000304,3.05,2.0065,1.440712,18.05612872,3.50621,NA,17.2093866005501,13.2817437522397,6.42949391745141,"Pinus monticola","Dougl. ex D. Don","Monserud and Marshall 1999","USA","",3.16204618891053,0.00329791830403242,0.001663277,0.001256441
"MonserudMarshall-PIMO","MonserudMarshall","PIMO",84,31.75,373.50395,272.70595,34.559998825,13.96,2.965625,15.9863381,219.64993416,44.72725,NA,104.105542032794,72.3045124128985,64.2860155214878,"Pinus monticola","Dougl. ex D. Don","Monserud and Marshall 1999","USA","",6.90752315775298,0.079173043608984,0.037350395,0.027270595
