"lookupVariable","lookupValue","newVariable","newValue","source"
NA,NA,"growingCondition","FW","from paper[F Fatemi]"
NA,NA,"pft","DA","from paper[F Fatemi]"
NA,NA,"h.bh","1.37","DBarneche[from_author]"
