"lookupVariable","lookupValue","newVariable","newValue","source"
"species","AR","species","Acer rubrum","from paper[D Barneche]"
"species","AS","species","Acer saccharum","from paper[D Barneche]"
"species","BA","species","Betula alleghaniensis","from paper[D Barneche]"
"species","FA","species","Fraxinus americana","from paper[D Barneche]"
"species","QR","species","Quercus rubra","from paper[D Barneche]"
"species","UA","species","Ulmus americana","from paper[D Barneche]"
"species","BP","species","Betula papyrifera","from paper[D Barneche]"
"","","latitude","43.66146","from paper[D Barneche]"
"","","longitude","-79.40006","from paper[D Barneche]"
