Spp Abbrev,species,site,latitude,longitude,map,class,DBH,AGB,Ht,source,CD,BD,crown height,height below branch,volume,biomass wood,biomass bark,biomass branch,biomass leaf,leaf area,Sample,Soil
Eterm,Eucalyptus terminalis,KidmanSprings,-16,131,650,17,12.7,52.4062315,7.2,W,,,,,,16.74779291,,25.71650642,6.73135769,,ETR12,Red Loam
Eterm,Eucalyptus terminalis,KidmanSprings,-16,131,650,17,15.5,110.8769476,8.2,W,,,,,,31.11644879,,64.81494487,10.00034537,,ETR13,Red Loam
Eterm,Eucalyptus terminalis,KidmanSprings,-16,131,650,17,37.6,919.1951764,10.4,W,,,,,,234.8343231,,641.3932194,28.26651406,,ETR14,Red Loam
Eterm,Eucalyptus terminalis,KidmanSprings,-16,131,650,17,8.9,21.08238423,5.9,W,,,,,,8.839010214,,6.953544728,4.295025822,,ETR15,Red Loam
Eterm,Eucalyptus terminalis,KidmanSprings,-16,131,650,17,21.7,201.9591474,9.5,W,,,,,,94.35832365,,88.54724546,14.41517731,,ETR16,Red Loam
Eterm,Eucalyptus terminalis,KidmanSprings,-16,131,650,17,28.5,371.3887602,9.6,W,,,,,,84.93431997,,255.2801977,22.02378142,,ETR17,Red Loam
Eterm,Eucalyptus terminalis,KidmanSprings,-16,131,650,17,13.3,55.77929968,6.8,W,,,,,,17.92635775,,25.25082739,9.162029272,,ETR18,Red Loam
Eterm,Eucalyptus terminalis,KidmanSprings,-16,131,650,17,40.5,1065.108393,11.6,W,,,,,,377.0369231,,639.5680458,32.92168069,,ETR19,Red Loam
Eterm,Eucalyptus terminalis,KidmanSprings,-16,131,650,17,2.8,1.595094982,2.9,W,,,,,,0.698791297,,0,0.55,,ETR20,Red Loam
Eupop,Eucalyptus populnea,GT,,,,18,3.023943919,1.780089365,3.6,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,GT,,,,18,3.819718634,3.166821196,3.8,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,GT,,,,18,6.175211792,9.400023008,4.7,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,GT,,,,18,11.52281788,43.15674452,9.5,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,GT,,,,18,16.39295914,103.580131,11.4,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,GT,,,,18,21.86788918,207.6294755,13.6,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,GT,,,,18,31.48084774,755.6779077,18.75,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,GT,,,,18,39.31127094,1179,16.6,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,GT,,,,18,38.3,974.5036388,15.2,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,HC,,,,19,61.08366716,2432.121213,22.2,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,HC,,,,19,49.52901829,1980.84037,21.95,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,HC,,,,19,41.63493311,1137.85093,21.6,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,HC,,,,19,36.66929889,961.0556052,18.1,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,HC,,,,19,27.72479109,430.420191,15.7,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,HC,,,,19,19.8625369,229.6797414,15.6,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,HC,,,,19,14.61042378,117.3775509,14.1,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,HC,,,,19,7.989578143,16.081096,8.1,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,HC,,,,19,4.297183463,5.678994,4.2,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,OV,-30,146,367,20,86,3695.743851,19.7,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,OV,-30,146,367,20,68,1914.58942,15.7,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,OV,-30,146,367,20,59.2,1468.954923,14.4,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,OV,-30,146,367,20,55.3,2498.239768,16.3,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,OV,-30,146,367,20,46.8,1006.942126,15.1,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,OV,-30,146,367,20,41.8,773.3058938,14.5,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,OV,-30,146,367,20,36.8,565.3831021,15.7,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,OV,-30,146,367,20,29.3,507.6109822,13.2,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,OV,-30,146,367,20,22.1,230.3917382,12.9,Z,,,,,,,,,,,,
Eupop,Eucalyptus populnea,OV,-30,146,367,20,13.1,60.21135294,9.2,Z,,,,,,,,,,,,
