"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light","Note","studyName"
"Ishihara0000","Japan-Keta-10",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,14.5,NA,0.326,NA,NA,26.27,NA,NA,NA,238.96,302.31,36.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-10",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,12,NA,0.393,NA,NA,21.26,NA,NA,NA,188.35,239.06,28.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-24",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,4.6,NA,0.211,NA,NA,10.53,NA,NA,NA,86.96,122.59,24.48,NA,NA,24.79,147.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-24",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,2.2,NA,0.308,NA,NA,32.77,NA,NA,NA,170.23,264.73,61.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-24",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,6.1,NA,0.262,NA,NA,15.88,NA,NA,NA,130.06,175.8,29.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-24",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,5.5,NA,0.265,NA,NA,15.65,NA,NA,NA,120.78,152.63,15.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-24",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,2.5,NA,0.133,NA,NA,5.24,NA,NA,NA,17.99,27.88,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-24",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,4.5,NA,0.196,NA,NA,10.81,NA,NA,NA,70.85,101.1,18.37,NA,NA,29.21,130.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-24",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,4.5,NA,0.171,NA,NA,7.97,NA,NA,NA,43.68,57.61,5.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-24",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,5.2,NA,0.2,NA,NA,10.84,NA,NA,NA,66.03,91.72,14.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-30",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,9.5,NA,0.174,NA,NA,8.83,NA,NA,NA,57.25,74.45,8.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-30",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,10.2,NA,0.199,NA,NA,5.93,NA,NA,NA,100.58,120.6,13.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-30",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,8.5,NA,0.244,NA,NA,11.65,NA,NA,NA,118.41,148.17,17.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-30",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,9.5,NA,0.282,NA,NA,18.89,NA,NA,NA,170,215.32,25.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-30",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,9.2,NA,0.267,NA,NA,12.84,NA,NA,NA,139.46,168.31,15.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-30",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,11,NA,0.224,NA,NA,12.44,NA,NA,NA,131.39,160.33,15.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-30",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,13,NA,0.248,NA,NA,11.22,NA,NA,NA,129.97,157.6,14.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Keta-30",35,138,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1,11,NA,0.338,NA,NA,28.18,NA,NA,NA,255.13,321.03,37.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-19",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,3.1,NA,0.097,NA,NA,0.82,NA,NA,NA,14.64,17.84,2.38,NA,NA,4.76,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-19",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,6.1,NA,0.19,NA,NA,6.06,NA,NA,NA,63.19,80.81,11.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-19",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,5.5,NA,0.207,NA,NA,14.08,NA,NA,NA,89.11,127.8,24.61,NA,NA,25.09,152.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-19",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,7.1,NA,0.131,NA,NA,5.14,NA,NA,NA,34.92,47.52,7.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-19",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,5.3,NA,0.103,NA,NA,1.18,NA,NA,NA,15.95,20.13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-19",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,7.9,NA,0.147,NA,NA,5.37,NA,NA,NA,45.38,58.9,8.15,NA,NA,9.58,68.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-19",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,6.8,NA,0.155,NA,NA,3.18,NA,NA,NA,39.93,48.79,5.68,NA,NA,11.81,60.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-19",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,8.8,NA,0.155,NA,NA,4.6,NA,NA,NA,47.22,58.05,6.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-20",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,9.2,NA,0.144,NA,NA,2.12,NA,NA,NA,47.36,53.94,4.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-20",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,6.9,NA,0.119,NA,NA,0.85,NA,NA,NA,28.49,30.81,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-20",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,8.6,NA,0.19,NA,NA,6.88,NA,NA,NA,73.42,90.57,10.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-20",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,9.1,NA,0.173,NA,NA,5,NA,NA,NA,70.39,85.3,9.91,NA,NA,20.98,106.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-20",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,10.2,NA,0.162,NA,NA,3.12,NA,NA,NA,57.78,63.44,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-20",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,9.6,NA,0.232,NA,NA,11.19,NA,NA,NA,162.67,195.57,21.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-20",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,10.9,NA,0.121,NA,NA,0.93,NA,NA,NA,30.53,32.5,1.04,NA,NA,9.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-20",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,9.7,NA,0.21,NA,NA,8.75,NA,NA,NA,108.68,131.68,14.25,NA,NA,41.12,172.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-25",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,10.2,NA,0.17,NA,NA,5.04,NA,NA,NA,75.23,86.47,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-25",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,10.7,NA,0.153,NA,NA,2.31,NA,NA,NA,49.65,55.86,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-25",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7,11.1,NA,0.269,NA,NA,22.09,NA,NA,NA,215.1,261.97,24.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-25",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,11.7,NA,0.287,NA,NA,12.77,NA,NA,NA,208.3,241.99,20.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-25",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,10.4,NA,0.208,NA,NA,8.16,NA,NA,NA,109.75,130.2,12.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-25",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,11.5,NA,0.201,NA,NA,4.68,NA,NA,NA,88.79,103.83,10.36,NA,NA,29.02,132.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
"Ishihara0000","Japan-Amagi-25",34.9,138.9,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Taxodiaceae","EG",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,12.6,NA,0.305,NA,NA,18.69,NA,NA,NA,228.27,268.11,21.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PM",NA,NA,"Harada, H; Satoo, H; Hotta, I; Hatiya, K; Tadaki, Y. (1972) Study on the nutrient contents of mature Cryptomeria forests [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 249: 17-74.","Harada1972"
