reference
"Aiba, Masahiro, and Tohru Nakashizuka. ÒVariation in Juvenile Survival and Related Physiological Traits Among Dipterocarp Species Co_existing in a Bornean Forest.Ó Journal of Vegetation Science 18, no. 3 (2007): 379Ð388. doi:10.1111/j.1654-1103.2007.tb02550.x."
