"var_in","method","unit_in","var_out","notes"
"a.lf",NA,"m2","a.lf",NA
"h.t",NA,"m","h.t",NA
"m.lf","m0","kg","m.lf",NA
"m.st","m0","kg","m.st",NA
"m.rt","m0","kg","m.rt",NA
"lf.sz",NA,"m2","a.ilf",NA
"a.cs",NA,"m2","a.cs",NA
"h.c",NA,"m","h.c",NA
"a.cp",NA,"m2","a.cp",NA
"d.ba","d","m","d.ba",NA
"dataset",NA,NA,NA,NA
"Country",NA,NA,NA,NA
"Forest.type",NA,NA,NA,NA
"Species",NA,NA,"species",NA
"Family",NA,NA,"family",NA
