Variable.Unit,contributor,family,species,age.yr,a.lf.m2,a.ss.cm2,a.st.cm2,a.cp.cm,h.t.m,h.c.m,m.lf.kg,m.br.kg,lf.ma.kg.m2,d.st.g.cm3,pft,growingCondition,status,light,group,location,latitude,longitude,vegetation,lai.m2.m2,map.mm,mat,reference
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,1.95,22.66,,41.73,,11.7,3.75,2.27,,0.1,,EA,PM,4,4,,BR178U,-28.22,-48.15,TropSF,4.4433,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,1.95,24.68,,51.34,,10.9,4.2,2.74,,0.11,,EA,PM,5,5,,BR178U,-28.22,-48.15,TropSF,4.4433,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,1.95,34.95,,61.94,,12,4.1,4.03,,0.12,,EA,PM,6,6,,BR178U,-28.22,-48.15,TropSF,4.4433,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,1.95,40.19,,74.03,,12.45,4.15,4.67,,0.12,,EA,PM,7,7,,BR178U,-28.22,-48.15,TropSF,4.4433,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,1.95,46.92,,86.66,,13.6,4.3,5.29,,0.11,,EA,PM,8,8,,BR178U,-28.22,-48.15,TropSF,4.4433,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,1.95,53.35,,108.94,,13.8,4.4,6.38,,0.12,,EA,PM,9,9,,BR178U,-28.22,-48.15,TropSF,4.4433,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,2.91,13.47,,42.1,,12,6.5,1.27,,0.09,,EA,PM,0,0,,BR171,-28.22,-48.15,TropSF,5.7333,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,2.91,27.65,,77.46,,15.5,8.2,3.17,,0.11,,EA,PM,1,1,,BR171,-28.22,-48.15,TropSF,5.7333,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,2.91,42.76,,107.77,,16.8,8,4.94,,0.12,,EA,PM,3,3,,BR171,-28.22,-48.15,TropSF,5.7333,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,2.91,51.41,,135.08,,17.1,9.35,6.01,,0.12,,EA,PM,5,5,,BR171,-28.22,-48.15,TropSF,5.7333,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,2.91,60.97,,158.29,,17.47,9.62,7.74,,0.13,,EA,PM,8,8,,BR171,-28.22,-48.15,TropSF,5.7333,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,2.91,79.32,,192.63,,18.2,8.6,9.28,,0.12,,EA,PM,9,9,,BR171,-28.22,-48.15,TropSF,5.7333,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,3.51,8.62,,45.84,,15,10.6,0.71,,0.08,,EA,PM,1,1,,BR43E,-28.22,-48.15,TropSF,4.17,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,3.51,19.26,,76.47,,17.5,11.45,2.04,,0.11,,EA,PM,2,2,,BR43E,-28.22,-48.15,TropSF,4.17,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,3.51,21.55,,88.24,,18.82,11.99,2.22,,0.1,,EA,PM,3,3,,BR43E,-28.22,-48.15,TropSF,4.17,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,3.51,28.12,,108.94,,19.2,12.46,3.18,,0.11,,EA,PM,4,4,,BR43E,-28.22,-48.15,TropSF,4.17,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,3.51,35.57,,124.16,,19.28,11.88,3.95,,0.11,,EA,PM,5,5,,BR43E,-28.22,-48.15,TropSF,4.17,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,3.51,44.57,,145.09,,19.9,12,5.32,,0.12,,EA,PM,6,6,,BR43E,-28.22,-48.15,TropSF,4.17,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,3.51,51.7,,164.02,,20.62,13.02,6.46,,0.12,,EA,PM,7,7,,BR43E,-28.22,-48.15,TropSF,4.17,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,3.51,54.28,,189.51,,21.15,13.25,6.39,,0.12,,EA,PM,8,8,,BR43E,-28.22,-48.15,TropSF,4.17,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,3.51,63.31,,215.18,,21.4,13.2,7.74,,0.12,,EA,PM,9,9,,BR43E,-28.22,-48.15,TropSF,4.17,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,4.81,7.81,,33.12,,12.72,9.92,0.74,,0.09,,EA,PM,1,1,,BR89,-28.22,-48.15,TropSF,3.5033,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,4.81,13.56,,75.49,,18.95,13.95,1.44,,0.11,,EA,PM,2,2,,BR89,-28.22,-48.15,TropSF,3.5033,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,4.81,27.99,,117.34,,20.23,13.43,3.11,,0.11,,EA,PM,3,3,,BR89,-28.22,-48.15,TropSF,3.5033,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,4.81,32.34,,161.14,,22.4,16.93,3.9,,0.12,,EA,PM,4,4,,BR89,-28.22,-48.15,TropSF,3.5033,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,4.81,47.24,,206.98,,23.8,15.9,5.87,,0.12,,EA,PM,5,5,,BR89,-28.22,-48.15,TropSF,3.5033,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
March2008meas,"le Maire et al., 2011",Eucalyptus,E. grandis (W. Hill ex Maiden) * E. urophylla (S.T. Blake) hybrids,4.81,67.61,,282.67,,24.48,16.48,8.92,,0.13,,EA,PM,6,6,,BR89,-28.22,-48.15,TropSF,3.5033,1200,20,"le Maire, G., Marsden, C., Verhoef, W., Ponzoni, F.J., Lo Seen, D., B_gu_, A., Stape, J.-L., & Nouvellon, Y. (2011). Leaf area index estimation with MODIS reflectance time series and model inversion during full rotations of Eucalyptus plantations. Remote Sensing of Environment, 115, 586-599"
