dataset,grouping,location,latitude,longitude,vegetation,lai,map,mat,family,species,pft,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc,growingCondition,status,light,method_lai,method_age,method_a.lf,method_a.ssba,method_a.ssbh,method_a.ssbc,method_a.shba,method_a.shbh,method_a.shbc,method_a.sbba,method_a.sbbh,method_a.sbbc,method_a.stba,method_a.stbh,method_a.stbc,method_a.cp,method_a.cs,method_h.t,method_h.c,method_d.ba,method_d.bh,method_d.cr,method_c.d,method_m.lf,method_m.ss,method_m.sh,method_m.sb,method_m.st,method_m.so,method_m.br,method_m.rf,method_m.rc,method_m.rt,method_m.to,method_a.ilf,method_ma.ilf,method_r.st,method_r.ss,method_r.sb,method_r.sh,method_n.lf,method_n.ss,method_n.sb,method_n.sh,method_n.rf,method_n.rc,method_light
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.00199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0032883,0.008468565,0.0597,0.046804947,0.0014,NA,NA,NA,0.000125,NA,NA,NA,6.20E-05,NA,NA,NA,NA,4.80E-05,NA,0.00019924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.01161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011596017,0.056687876,0.198,0.214444247,0.00371,NA,NA,NA,0.001134,NA,NA,NA,0.00063,NA,NA,NA,NA,0.00096,NA,0.000504951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.00881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013401709,0.044217957,0.192,0.146099065,0.0036,NA,NA,NA,0.000944,NA,NA,NA,0.000531,NA,NA,NA,NA,0.000756,NA,0.000677811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038221317,0.233009134,0.53,0.503431199,0.0061,NA,NA,NA,0.00452,NA,NA,NA,0.00264,NA,NA,NA,NA,0.00195,NA,0.001219459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.01009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011847114,0.047946963,0.182,0.165083407,0.00371,NA,NA,NA,0.000818,NA,NA,NA,0.000645,NA,NA,NA,NA,0.000723,NA,0.00063059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.03936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035536006,0.158127463,0.383,0.354866451,0.0023,NA,NA,NA,0.00305,NA,NA,NA,0.00139,NA,NA,NA,NA,0.0017,NA,0.00140563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.00942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013765947,0.044539072,0.219,0.154484344,0.0034,NA,NA,NA,0.000854,NA,NA,NA,0.000803,NA,NA,NA,NA,0.000387,NA,0.000448434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,8.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001176845,0.004366331,0.055,0.042097498,0.0013,NA,NA,NA,4.80E-05,NA,NA,NA,4.00E-05,NA,NA,NA,NA,6.10E-05,NA,6.62E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.00082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001060593,0.003647422,0.068,0.041131723,0.0012,NA,NA,NA,4.30E-05,NA,NA,NA,2.90E-05,NA,NA,NA,NA,5.20E-05,NA,8.81E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.00877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011205634,0.043281089,0.219,0.145825219,0.0033,NA,NA,NA,0.000823,NA,NA,NA,0.000543,NA,NA,NA,NA,0.000525,NA,0.00056435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.00466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006129384,0.018826798,0.21,0.09461538,0.0027,NA,NA,NA,0.000409,NA,NA,NA,0.000175,NA,NA,NA,NA,0.000225,NA,0.000281099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.01075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016134721,0.052436812,0.192,0.159911866,0.0024,NA,NA,NA,0.000685,NA,NA,NA,0.000342,NA,NA,NA,NA,0.000353,NA,0.000797887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.0156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020211522,0.075472766,0.17,0.222503747,0.0031,NA,NA,NA,0.001312,NA,NA,NA,0.000312,NA,NA,NA,NA,0.000416,NA,0.000792093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.00914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016144468,0.046425462,0.216,0.153527007,0.00379,NA,NA,NA,0.000922,NA,NA,NA,0.000918,NA,NA,NA,NA,0.000981,NA,0.00110212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Myrtaceae,Myrceugenia planipes,EA,NA,0.0015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00224519,0.005833503,0.062,0.041528642,0.0015,NA,NA,NA,9.30E-05,NA,NA,NA,5.20E-05,NA,NA,NA,NA,6.40E-05,NA,0.000120265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016593428,0.074095469,0.224,0.25101935,0.0031,NA,NA,NA,0.00048,NA,NA,NA,0.000522,NA,NA,NA,NA,0.000309,NA,9.82E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023251276,0.068475544,0.306,0.224093696,0.00381,NA,NA,NA,0.000564,NA,NA,NA,0.00106,NA,NA,NA,NA,0.000847,NA,0.0005831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.01613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058425923,0.220337081,0.65,0.384056896,0.003,NA,NA,NA,0.0013,NA,NA,NA,0.004326,NA,NA,NA,NA,0.002996,NA,8.73E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001151565,0.0061744,0.109,0.079811992,0.00305,NA,NA,NA,3.70E-05,NA,NA,NA,5.20E-05,NA,NA,NA,NA,2.50E-05,NA,5.96E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000629134,0.001472538,0.057,0.02144628,0.001,NA,NA,NA,1.10E-05,NA,NA,NA,1.30E-05,NA,NA,NA,NA,8.00E-06,NA,5.01E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,8.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001882219,0.006565835,0.104,0.065688932,8.00E-04,NA,NA,NA,5.00E-05,NA,NA,NA,2.40E-05,NA,NA,NA,NA,1.90E-05,NA,8.02E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004534225,0.013199648,0.158,0.11185417,0.0011,NA,NA,NA,1.00E-04,NA,NA,NA,9.70E-05,NA,NA,NA,NA,9.30E-05,NA,0.000164491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001952017,0.006828421,0.105,0.077335273,9.00E-04,NA,NA,NA,4.00E-05,NA,NA,NA,5.20E-05,NA,NA,NA,NA,6.90E-05,NA,4.82E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001952017,0.006828421,0.105,0.077335273,9.00E-04,NA,NA,NA,4.00E-05,NA,NA,NA,5.20E-05,NA,NA,NA,NA,6.90E-05,NA,4.82E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010053513,0.048695116,0.26,0.201023095,0.00381,NA,NA,NA,0.00041,NA,NA,NA,0.000701,NA,NA,NA,NA,0.000642,NA,4.52E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014324112,0.044600088,0.26,0.172799095,0.0018,NA,NA,NA,0.00045,NA,NA,NA,0.00065,NA,NA,NA,NA,0.00027,NA,9.33E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004011549,0.020062668,0.22,0.146911754,0.00254,NA,NA,NA,0.000229,NA,NA,NA,0.000279,NA,NA,NA,NA,0.000261,NA,0.000127029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011552554,0.063765304,0.441,0.292695344,0.00389,NA,NA,NA,0.00049,NA,NA,NA,0.00074,NA,NA,NA,NA,0.00044,NA,0.000186242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030846446,0.123786822,0.439,0.320387581,0.0015,NA,NA,NA,0.000575,NA,NA,NA,0.00096,NA,NA,NA,NA,0.00043,NA,0.000119504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001962396,0.009134645,0.153,0.077020956,0.001,NA,NA,NA,0.000136,NA,NA,NA,0.000148,NA,NA,NA,NA,9.00E-05,NA,6.70E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007870121,0.036880184,0.241,0.19201662,0.001,NA,NA,NA,0.00033,NA,NA,NA,0.00024,NA,NA,NA,NA,0.00021,NA,0.00015279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014830345,0.022994042,0.293,0.123925557,0.0028,NA,NA,NA,0.000389,NA,NA,NA,0.000385,NA,NA,NA,NA,0.00037,NA,6.15E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001618956,0.006614332,0.088,0.06570885,0.0011,NA,NA,NA,0.000112,NA,NA,NA,0.00014,NA,NA,NA,NA,6.70E-05,NA,0.000130807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Nothofagaceae,Nothofagus dombeyi,EA,NA,0.00389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00703364,0.024006721,0.125,0.149421529,0.0016,NA,NA,NA,0.000266,NA,NA,NA,9.50E-05,NA,NA,NA,NA,0.000149,NA,0.000176744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
