dataset,grouping,location,latitude,longitude,vegetation,lai,map,mat,family,species,pft,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc,growingCondition,status,light,method_lai,method_age,method_a.lf,method_a.ssba,method_a.ssbh,method_a.ssbc,method_a.shba,method_a.shbh,method_a.shbc,method_a.sbba,method_a.sbbh,method_a.sbbc,method_a.stba,method_a.stbh,method_a.stbc,method_a.cp,method_a.cs,method_h.t,method_h.c,method_d.ba,method_d.bh,method_d.cr,method_c.d,method_m.lf,method_m.ss,method_m.sh,method_m.sb,method_m.st,method_m.so,method_m.br,method_m.rf,method_m.rc,method_m.rt,method_m.to,method_a.ilf,method_ma.ilf,method_r.st,method_r.ss,method_r.sb,method_r.sh,method_n.lf,method_n.ss,method_n.sb,method_n.sh,method_n.rf,method_n.rc,method_light
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.00032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000674107,0.001320608,0.035,0.018523473,0.00102,NA,NA,NA,7.00E-06,NA,NA,NA,5.00E-06,NA,NA,NA,NA,5.00E-06,NA,8.01E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.01315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021354008,0.056732483,0.57,0.15535073,0.00254,NA,NA,NA,4.00E-04,NA,NA,NA,0.00127,NA,NA,NA,NA,0.00063,NA,0.001011964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.00205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003468694,0.010179441,0.105,0.066103683,0.00254,NA,NA,NA,6.00E-05,NA,NA,NA,5.00E-05,NA,NA,NA,NA,4.70E-05,NA,0.000227858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.00857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01460662,0.042321405,0.15,0.139578015,0.00254,NA,NA,NA,0.00026,NA,NA,NA,0.00021,NA,NA,NA,NA,0.00012,NA,0.000408192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.00563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006509394,0.020814987,0.203,0.094365193,0.00152,NA,NA,NA,0.000389,NA,NA,NA,0.000448,NA,NA,NA,NA,0.000427,NA,0.000402203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.01123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024134466,0.051184265,0.4,0.126390299,0.00457,NA,NA,NA,0.00035,NA,NA,NA,0.00067,NA,NA,NA,NA,0.00047,NA,0.001021007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.02161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041083157,0.092403293,0.59,0.143448135,0.00152,NA,NA,NA,0.00083,NA,NA,NA,0.00244,NA,NA,NA,NA,0.00142,NA,0.001964593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.01032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018926609,0.051029843,0.28,0.193112816,0.00152,NA,NA,NA,4.00E-04,NA,NA,NA,0.00056,NA,NA,NA,NA,0.00034,NA,0.000687951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.00028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000602185,0.001673037,0.034,0.026858775,5.00E-04,NA,NA,NA,7.00E-06,NA,NA,NA,5.00E-06,NA,NA,NA,NA,4.00E-06,NA,3.50E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.02745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05829413,0.111909155,0.44,0.170019584,0.002,NA,NA,NA,0.000938,NA,NA,NA,0.00184,NA,NA,NA,NA,0.00105,NA,0.000980216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.01564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024534313,0.065031519,0.31,0.16850798,0.00457,NA,NA,NA,0.00066,NA,NA,NA,0.00086,NA,NA,NA,NA,0.00124,NA,0.000919851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.01125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022483391,0.054559806,0.23,0.139018918,0.00152,NA,NA,NA,0.00042,NA,NA,NA,0.00042,NA,NA,NA,NA,0.00051,NA,0.00048888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.00623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007851184,0.028867472,0.165,0.153671464,0.00203,NA,NA,NA,0.000205,NA,NA,NA,0.000146,NA,NA,NA,NA,0.000153,NA,0.000415066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.00364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006213696,0.019466453,0.12,0.110544405,0.00254,NA,NA,NA,0.000104,NA,NA,NA,6.20E-05,NA,NA,NA,NA,8.70E-05,NA,0.000303006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.00106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00197658,0.00500677,0.069,0.042470008,0.0018,NA,NA,NA,3.70E-05,NA,NA,NA,2.10E-05,NA,NA,NA,NA,2.70E-05,NA,0.000117566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,3.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000573694,0.001629747,0.049,0.027777519,0.000401,NA,NA,NA,7.00E-06,NA,NA,NA,5.00E-06,NA,NA,NA,NA,3.00E-06,NA,4.93E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.00022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00046872,0.001009719,0.047,0.021110861,5.00E-04,NA,NA,NA,5.00E-06,NA,NA,NA,5.00E-06,NA,NA,NA,NA,3.00E-06,NA,3.58E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Elaeocarpacaeae,Aristotelia chilensis,EA,NA,0.00099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001533171,0.00399527,0.068,0.039181624,0.000762,NA,NA,NA,3.30E-05,NA,NA,NA,2.30E-05,NA,NA,NA,NA,2.60E-05,NA,0.000107388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,4.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000734856,0.001507763,0.038,0.017951836,0.00102,NA,NA,NA,2.00E-05,NA,NA,NA,7.00E-06,NA,NA,NA,NA,1.00E-05,NA,5.77E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.00021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000321409,0.001120138,0.032,0.022657234,0.000401,NA,NA,NA,1.00E-05,NA,NA,NA,1.00E-05,NA,NA,NA,NA,1.00E-05,NA,2.64E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.00163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005003182,0.009674129,0.105,0.055878551,0.00279,NA,NA,NA,8.20E-05,NA,NA,NA,8.70E-05,NA,NA,NA,NA,0.000113,NA,0.000271984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.0155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027844056,0.104536208,0.387,0.253114004,0.00356,NA,NA,NA,0.00088,NA,NA,NA,0.00071,NA,NA,NA,NA,0.00041,NA,0.001107684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.01508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04290241,0.1055844,0.279,0.25900797,0.00457,NA,NA,NA,0.001835,NA,NA,NA,0.00113,NA,NA,NA,NA,8.00E-04,NA,0.000486686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.01268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019029986,0.083477489,0.39,0.239415134,0.00457,NA,NA,NA,0.00156,NA,NA,NA,0.00089,NA,NA,NA,NA,0.00062,NA,0.000746234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.01359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021159965,0.065097922,0.265,0.171832058,0.00457,NA,NA,NA,0.00147,NA,NA,NA,0.00108,NA,NA,NA,NA,0.00075,NA,0.000849714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.02006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034925838,0.107569079,0.743,0.20835804,0.00508,NA,NA,NA,0.00209,NA,NA,NA,0.00366,NA,NA,NA,NA,0.00164,NA,0.001543642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.01208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021684656,0.085908149,0.26,0.248834412,0.00457,NA,NA,NA,0.00095,NA,NA,NA,6.00E-04,NA,NA,NA,NA,0.00056,NA,0.000755137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.00182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002760053,0.016602397,0.155,0.14092008,0.00152,NA,NA,NA,0.000127,NA,NA,NA,0.000101,NA,NA,NA,NA,3.90E-05,NA,0.000113752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.00145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002691577,0.012618297,0.13,0.098406225,0.00152,NA,NA,NA,0.000139,NA,NA,NA,7.80E-05,NA,NA,NA,NA,8.90E-05,NA,0.000120718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003968215,0.016724389,0.114,0.110469057,7.00E-04,NA,NA,NA,0.000205,NA,NA,NA,0.00014,NA,NA,NA,NA,0.00014,NA,0.000153664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.00019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00029416,0.000598893,0.037,0.011764792,3.00E-04,NA,NA,NA,6.00E-06,NA,NA,NA,4.00E-06,NA,NA,NA,NA,4.00E-06,NA,4.66E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.00012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000306198,0.000665648,0.027,0.014883799,0.000401,NA,NA,NA,4.00E-06,NA,NA,NA,3.00E-06,NA,NA,NA,NA,2.00E-06,NA,2.88E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.00209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00261034,0.007160117,0.072,0.048944318,0.00152,NA,NA,NA,9.90E-05,NA,NA,NA,3.40E-05,NA,NA,NA,NA,4.30E-05,NA,0.000153044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,NA,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,NA,3500,NA,Cunoniaceae,Eucryphia cordifolia,EA,NA,0.00103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001907119,0.003862064,0.062,0.039132386,0.00102,NA,NA,NA,5.10E-05,NA,NA,NA,2.80E-05,NA,NA,NA,NA,2.30E-05,NA,7.52E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d,NA,NA,NA,m0,NA,NA,NA,m0,NA,NA,NA,NA,m0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
