"var_in","method","unit_in","var_out","notes"
"H.cm","?","cm","h.t",NA
"CW1.cm","?","cm","d.cr",NA
"CW2.cm",NA,"cm",NA,NA
"Wl.mg","m4","mg","m.lf",NA
"Ws.mg","m4","mg","m.st",NA
"Wr.mg","m4","mg","m.rt",NA
"SpecCode",NA,NA,"species",NA
"No",NA,NA,NA,NA
"RD.cm",NA,NA,NA,NA
"RW1.cm",NA,NA,NA,NA
"RW2.cm",NA,NA,NA,NA
