d.order,g.epi,Engler.Family,APG.Family,TreeID,StemID,MultStem,DE,CB,D0,D0.2,DBH,DBH.2,DL,DL.2,D10,H,H.2,HL,CrwnA,CrwnW,BrL,BrL.2,WS,WB,WBc,WBo,WOSB,WSB,WBL,WL,WLc,WLo,WF,WR,WA,Age,LA,LAc,LAo,V,Lat,Long,Country,Prefecture,Site,Stand,Domi.sp,Dens,Stand.age,Alt,Forest.type,Year,Month,Day,Collector,Ref,Ref.T.E,Ref.A.E,Ref.Y,Ref.J.E,Ref.V,Ref.P,Note.E
1201,Fagus crenata,Fagaceae,Fagaceae,M,M,,D,B,NA,NA,11.6,NA,NA,NA,NA,11.5,NA,4.3,NA,NA,NA,NA,43.3209,9.6335,NA,NA,NA,52.9544,NA,2.0032,NA,NA,NA,NA,54.9576,157,29.287,NA,NA,0.065288,36.9,138.8,Japan,Niigata,Naeba,86,,,,1300,,1961,9,16-23,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1202,Fagus crenata,Fagaceae,Fagaceae,N,N,,D,B,NA,NA,9.6,NA,NA,NA,NA,8.45,NA,4.3,NA,NA,NA,NA,18.6043,3.8766,NA,NA,NA,22.4809,NA,0.7266,NA,NA,NA,NA,23.2075,65,14.198,NA,NA,0.03461,36.9,138.8,Japan,Niigata,Naeba,86,,,,1300,,1961,9,16-23,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1203,Fagus crenata,Fagaceae,Fagaceae,O,O,,D,B,NA,NA,29.4,NA,NA,NA,NA,19.2,NA,11,NA,NA,NA,NA,413.575,87.53,NA,NA,NA,501.105,NA,4.707,NA,NA,NA,NA,505.812,185,72.0606,NA,NA,0.627826,36.9,138.8,Japan,Niigata,Naeba,86,,,,1300,,1961,9,16-23,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1204,Fagus crenata,Fagaceae,Fagaceae,P,P,,D,B,NA,NA,59.9,NA,NA,NA,NA,23.8,NA,12.9,NA,NA,NA,NA,1813.547,524.923,NA,NA,NA,2338.47,NA,23.645,NA,NA,NA,NA,2362.115,233,302.8942,NA,NA,2.610796,36.9,138.8,Japan,Niigata,Naeba,86,,,,1300,,1961,9,16-23,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1205,Fagus crenata,Fagaceae,Fagaceae,Q,Q,,D,B,NA,NA,40.4,NA,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,692.178,263.73,NA,NA,NA,955.908,NA,-9999,NA,NA,NA,NA,-9999,146,342.8525,NA,NA,1.044056,36.9,138.8,Japan,Niigata,Naeba,86,,,,1300,,1961,9,16-23,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,Originally WL=1.738 but this value seems to be an error.
1206,Fagus crenata,Fagaceae,Fagaceae,R,R,,D,B,NA,NA,5.21,NA,NA,NA,NA,4.8,NA,1.9,NA,NA,NA,NA,5.79,1.384,NA,NA,NA,7.174,NA,0.394,NA,NA,NA,NA,7.568,90,8.2939,NA,NA,0.0100068,36.9,138.8,Japan,Niigata,Naeba,86,,,,1300,,1961,9,16-23,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1207,Fagus crenata,Fagaceae,Fagaceae,S,S,,D,B,NA,NA,1,NA,NA,NA,NA,1.9,NA,1.25,NA,NA,NA,NA,0.1092,0.0255,NA,NA,NA,0.1347,NA,0.0159,NA,NA,NA,NA,0.1506,,NA,NA,NA,NA,36.9,138.8,Japan,Niigata,Naeba,86,,,,1300,,1961,9,16-23,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1208,Fagus crenata,Fagaceae,Fagaceae,T,T,,D,B,NA,NA,19.2,NA,NA,NA,NA,16.8,NA,9.3,NA,NA,NA,NA,152.4504,35.2036,NA,NA,NA,187.654,NA,3.4252,NA,NA,NA,NA,191.0792,144,43.98,NA,NA,0.243582,36.9,138.8,Japan,Niigata,Naeba,86,,,,1300,,1961,9,16-23,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1209,Pinus densiflora,Pinaceae,Pinaceae,1,1,,E,C,NA,NA,8,NA,5,NA,NA,6.78,NA,3.94,NA,NA,NA,NA,7.43,0.928,0.209,0.719,NA,8.358,NA,0.723,0.692,0.031,NA,1.09,9.081,15,NA,NA,NA,NA,35.2,140.1,Japan,Chiba,Chiba Forest of Tokyo University,17-n,,,,,,1961,11,30,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1210,Pinus densiflora,Pinaceae,Pinaceae,2,2,,E,C,NA,NA,9.6,NA,6,NA,NA,7.85,NA,4.23,NA,NA,NA,NA,12.11,2.782,0.58,2.202,NA,14.892,NA,1.106,1.106,0,NA,2.33,15.998,14,NA,NA,NA,NA,35.2,140.1,Japan,Chiba,Chiba Forest of Tokyo University,17-n,,,,,,1961,11,29,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1211,Pinus densiflora,Pinaceae,Pinaceae,3,3,,E,C,NA,NA,5,NA,2.8,NA,NA,6.67,NA,4.52,NA,NA,NA,NA,3.59,0.197,0.063,0.134,NA,3.787,NA,0.185,0.185,0,NA,0.485,3.972,16,NA,NA,NA,NA,35.2,140.1,Japan,Chiba,Chiba Forest of Tokyo University,17-n,,,,,,1961,11,29,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1212,Pinus densiflora,Pinaceae,Pinaceae,4,4,,E,C,NA,NA,5.7,NA,4.2,NA,NA,7.2,NA,4.23,NA,NA,NA,NA,4.5,0.511,0.169,0.342,NA,5.011,NA,0.423,0.423,0,NA,0.603,5.434,14,NA,NA,NA,NA,35.2,140.1,Japan,Chiba,Chiba Forest of Tokyo University,17-n,,,,,,1961,11,29,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1213,Pinus densiflora,Pinaceae,Pinaceae,5,5,,E,C,NA,NA,5.3,NA,3,NA,NA,6.87,NA,4.83,NA,NA,NA,NA,3.89,0.302,0.098,0.204,NA,4.192,NA,0.286,0.286,0,NA,0.486,4.478,15,NA,NA,NA,NA,35.2,140.1,Japan,Chiba,Chiba Forest of Tokyo University,17-n,,,,,,1961,11,30,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1214,Pinus densiflora,Pinaceae,Pinaceae,6,6,,E,C,NA,NA,10.6,NA,7.2,NA,NA,6.72,NA,3.52,NA,NA,NA,NA,12.09,2.732,0.467,2.265,NA,14.822,NA,1.702,1.515,0.187,NA,2.87,16.524,14,NA,NA,NA,NA,35.2,140.1,Japan,Chiba,Chiba Forest of Tokyo University,17-n,,,,,,1961,11,30,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1215,Pinus densiflora,Pinaceae,Pinaceae,7,7,,E,C,NA,NA,6.4,NA,4.4,NA,NA,6.8,NA,4.11,NA,NA,NA,NA,5.73,0.607,0.189,0.418,NA,6.337,NA,0.839,0.552,0.287,NA,0.89,7.176,13,NA,NA,NA,NA,35.2,140.1,Japan,Chiba,Chiba Forest of Tokyo University,17-n,,,,,,1961,11,30,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1216,Pinus densiflora,Pinaceae,Pinaceae,8,8,,E,C,NA,NA,10,NA,6.6,NA,NA,7.15,NA,3.87,NA,NA,NA,NA,12.04,1.993,0.459,1.534,NA,14.033,NA,1.396,1.356,0.04,NA,2.89,15.429,15,NA,NA,NA,NA,35.2,140.1,Japan,Chiba,Chiba Forest of Tokyo University,17-n,,,,,,1961,11,30,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1217,Pinus densiflora,Pinaceae,Pinaceae,9,9,,E,C,NA,NA,8.7,NA,6.2,NA,NA,7.16,NA,3.73,NA,NA,NA,NA,9.55,1.3295,0.3205,1.009,NA,10.8795,NA,0.952,0.952,0,NA,1.48,11.8315,15,NA,NA,NA,NA,35.2,140.1,Japan,Chiba,Chiba Forest of Tokyo University,17-n,,,,,,1961,11,30,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1218,Pinus densiflora,Pinaceae,Pinaceae,10,10,,E,C,NA,NA,7.1,NA,5.2,NA,NA,7.58,NA,4.02,NA,NA,NA,NA,7.72,1.298,0.244,1.054,NA,9.018,NA,0.98,0.883,0.097,NA,1.35,9.998,13,NA,NA,NA,NA,35.2,140.1,Japan,Chiba,Chiba Forest of Tokyo University,17-n,,,,,,1961,11,30,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1219,Pinus densiflora,Pinaceae,Pinaceae,11,11,Y,E,C,NA,NA,3,NA,2,NA,NA,4.89,NA,3.25,NA,NA,NA,NA,1.11,0.067,0.019,0.048,NA,1.177,NA,0.05,0.05,0,NA,0.195,1.227,14,NA,NA,NA,NA,35.2,140.1,Japan,Chiba,Chiba Forest of Tokyo University,17-n,,,,,,1961,11,30,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,Forked tree
1220,Pinus densiflora,Pinaceae,Pinaceae,11,11half,Y,E,C,NA,NA,1.8,NA,NA,NA,NA,3.42,NA,NA,NA,NA,NA,NA,0.255,0.009,0.004,0.005,NA,0.264,NA,0.011,0.011,0,NA,NA,0.275,NA,NA,NA,NA,NA,35.2,140.1,Japan,Chiba,Chiba Forest of Tokyo University,17-n,,,,,,1961,11,29,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,Forked tree
1221,Pinus densiflora,Pinaceae,Pinaceae,12,12,,E,C,NA,NA,5.3,NA,4.4,NA,NA,6.88,NA,3.08,NA,NA,NA,NA,3.98,0.709,0.196,0.513,NA,4.689,NA,0.472,0.472,0,NA,0.476,5.161,13,NA,NA,NA,NA,35.2,140.1,Japan,Chiba,Chiba Forest of Tokyo University,17-n,,,,,,1961,11,29,Ishihara,Four Universities 1963,Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara],"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University",1963,,NA,45-103,
1222,Acer rufinerve,Aceraceae,Sapindaceae,1,1,,D,B,NA,NA,29,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,NA,321.55,64.94,NA,NA,NA,386.49,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,36.08,137.25,Japan,Gifu,"Takayama Flux site, Gifu University",,,,50,1420,S,1998,12,,Ishihara,Ohtsuka et al. 2005,Biometric based estimates of net primary production (NPP) in a cool-temperate deciduous forest stand beneath a flux tower,"Ohtsuka, T; Akiyama, T; Hashimoto, Y; Inatomi, M; Sakai, T; Jia, S; Mo, W; Tsuda, S; Koizumi, H.",2005,Agricultural and Forest Meteorology,134,27-38,No leaf because measurement was conducted in winter.@Wr do not include biomass of fine roots.
1223,Betula platyphylla,Betulaceae,Betulaceae,2,2,,D,B,NA,NA,25.5,NA,NA,NA,NA,19.7,NA,NA,NA,NA,NA,NA,159.42,32.58,NA,NA,NA,192,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,36.08,137.25,Japan,Gifu,"Takayama Flux site, Gifu University",,,,50,1420,S,1998,12,,Ishihara,Ohtsuka et al. 2005,Biometric based estimates of net primary production (NPP) in a cool-temperate deciduous forest stand beneath a flux tower,"Ohtsuka, T; Akiyama, T; Hashimoto, Y; Inatomi, M; Sakai, T; Jia, S; Mo, W; Tsuda, S; Koizumi, H.",2005,Agricultural and Forest Meteorology,134,27-38,No leaf because measurement was conducted in winter.@Wr do not include biomass of fine roots.
