var_in,method,unit_in,var_out,notes
g.epi,,-,species,
APG.Family,,-,family,
CB,,-,pft,
H,,m,h.t,
HL,,m,h.c,
D0,,cm,d.ba,
DBH,,cm,d.bh,
a.stbc,,cm2,a.stbc,calculated from DL and DL.2
CrwnW,,m,d.cr,
CrwnA,,m2,a.cp,
WB,,kg,m.br,
WL,,kg,m.lf,
WS,,kg,m.st,
WR,,kg,m.rt,
Age,,yr,age,
LA,,m2,a.lf,
Lat,,,latitude,
Long,,,longitude,
SiteStand,,,location,
Ref2,,,,
Forest.type,,,growingCondition,
