"var_in","method","unit_in","var_out","notes"
"a.stba.cm","","cm","d.ba",""
"a.stbh.cm","","cm","d.bh",""
"a.stbc.cm","","cm","d.cr",""
"h.t.m","","m","h.t",""
"h.c.m","","m","h.c",""
"m.lf.kg","","kg","m.lf",""
"m.st.kg","","kg","m.st",""
"m.br.kg","","kg","m.br",""
"m.rt.kg","","kg","m.rt",""
"lf.ma.g.m2","","g.m2","lf.ma",""
"d.st.g.cm3","dstav","g.cm3","d.st",""
"lai.m2.m2","","m2.m2","lai",""
