reference
"Roberts, S.D., Friend, A.L. and Gerard, P.D. (2004) The effect of large applications of nutrients from organic waste on biomass allocation and allometic relations in Loblolly pine. Proceedings of 12th Biennial Southern Silvicultural Research Conference. Feb. 24-28, Biloxi, MS. (ed K.F. Conner), pp. 600. U.S.D.A."
