"reference"
"Sillett, Stephen C., Robert Van Pelt, George W. Koch, Anthony R. Ambrose, Allyson L. Carroll, Marie E. Antoine, and Brett M. Mifsud. “Increasing Wood Production Through Old Age in Tall Trees.” Forest Ecology and Management 259, no. 5 (February 20, 2010): 976–994. doi:10.1016/j.foreco.2009.12.003."
